Source,Title,Talks about LLMs,Rate,Evidence,Year,Month,Keyphrase,Combined_Text,Topic
naacl2024,Are Multilingual LLMs Culturally-Diverse Reasoners? An Investigation into Multicultural Proverbs and Sayings,Yes.,5,experiment reveal,2024,June,Keyphrase: Lack of specificity,experiment reveal keyphrase lack specificity,5
naacl2024,The Colorful Future of LLMs: Evaluating and Improving LLMs as Emotional Supporters for Queer Youth,Yes.,5,however tend generic empathetic enough lack personalization nonreliable potentially harmful advice,2024,June,"Keyphrase: ""Lack of personalization""",however tend generic empathetic enough lack personalization nonreliable potentially harmful advice keyphrase lack personalization,6
naacl2024,ReTA: Recursively Thinking Ahead to Improve the Strategic Reasoning of Large Language Models,Yes.,5,experimental demonstrate exist stateoftheart reasoning scheme largely ineffective strategic reasoning,2024,June,"Keyphrase: ""Ineffective strategic reasoning""",experimental demonstrate exist stateoftheart reasoning scheme largely ineffective strategic reasoning keyphrase ineffective strategic reasoning,1
naacl2024,Do Localization Methods Actually Localize Memorized Data in LLMs? A Tale of Two Benchmarks,Yes.,4,localization never systematically directly evaluate even successful identify neuron specific single memorized sequence,2024,June,"Keyphrase: ""Limited localization evaluation""",localization never systematically directly evaluate even successful identify neuron specific single memorized sequence keyphrase limited localization evaluation,1
naacl2024,Confronting LLMs with Traditional ML: Rethinking the Fairness of Large Language Models in Tabular Classifications,Yes.,5,show exhibit harmful social bias reflect stereotype inequality present society tend inherit social bias training significantly impact fairness tabular classification social,2024,June,"Keyphrase: ""Harmful social bias""",show exhibit harmful social bias reflect stereotype inequality present society tend inherit social bias training significantly impact fairness tabular classification social keyphrase harmful social bias,0
naacl2024,Ada-LEval: Evaluating long-context LLMs with length-adaptable benchmarks,Yes.,5,evaluation demonstrate limitation current especially ultralongcontext setting,2024,June,"Keyphrase: ""Limitation in ultralong context setting""",evaluation demonstrate limitation current especially ultralongcontext set keyphrase limitation ultralong context set,3
naacl2024,TRAQ: Trustworthy Retrieval Augmented Question Answering via Conformal Prediction,Yes.,5,frequently incorrect response base madeup fact call hallucination,2024,June,"Keyphrase: ""Fabricated responses""",frequently incorrect response base madeup fact call hallucination keyphrase fabricate response,2
naacl2024,On-the-fly Definition Augmentation of LLMs for Biomedical NER,Yes.,5,despite general capability still struggle biomedical ner difficult due presence specialized terminology lack training,2024,June,"Keyphrase: ""Struggles with specialized terminology""",despite general capability still struggle biomedical ner difficult due presence specialized terminology lack training keyphrase struggle specialized terminology,1
naacl2024,"This Land is Your, My Land: Evaluating Geopolitical Bias in Language Models through Territorial Disputes",Yes.,5,show recall certain geographical inconsistently query different languagesÃ¢a phenomenon term geopolitical bias use propose metric discover numerous inconsistency respond different highlight brittle tailor response depend cue interaction context,2024,June,"Keyphrase: ""Geopolitical bias and inconsistency""",show recall certain geographical inconsistently query different languagesãa phenomenon term geopolitical bias use propose metric discover numerous inconsistency respond different highlight brittle tailor response depend cue interaction context keyphrase geopolitical bias inconsistency,0
naacl2024,Towards Improved Multi-Source Attribution for Long-Form Answer Generation,Yes.,5,current struggle attribution longform response require reasoning multiple evidence source,2024,June,"Keyphrase: ""Limited reasoning with multiple evidence sources""",current struggle attribution longform response require reason multiple evidence source keyphrase limited reasoning multiple evidence source,1
naacl2024,Can Knowledge Graphs Reduce Hallucinations in LLMs? : A Survey,Yes.,5,contemporary prone produce hallucination stem mainly gap within,2024,June,"Keyphrase: ""Hallucination tendency""",contemporary prone produce hallucination stem mainly gap within keyphrase hallucination tendency,2
naacl2024,LM-Infinite: Zero-Shot Extreme Length Generalization for Large Language Models,Yes.,5,todayÃ¢s typically train short text segment eg k tokens due quadratic complexity transformer architecture performance suffer drastically long encounter training substantially limit application realworld,2024,June,"Keyphrase: ""Limitation in handling long text segments""",todayãs typically train short text segment eg k tokens due quadratic complexity transformer architecture performance suffer drastically long encounter training substantially limit application realworld keyphrase limitation handle long text segment,3
naacl2024,Enhancing Contextual Understanding in Large Language Models through Contrastive Decoding,Yes.,5,tend inadequately integrate context text generation rely excessively encode prior parameter potentially text factual inconsistency contextually unfaithful content,2024,June,"Keyphrase: ""Contextual inconsistency""",tend inadequately integrate context text generation rely excessively encode prior parameter potentially text factual inconsistency contextually unfaithful content keyphrase contextual inconsistency,6
naacl2024,Effective Long-Context Scaling of Foundation Models,Yes.,5,delve llamaÃ¢s position encoding discuss key limitation long,2024,June,"Keyphrase: ""Limited position encoding""",delve llamaãs position encoding discuss key limitation long keyphrase limited position encoding,3
naacl2024,Aligning as Debiasing: Causality-Aware Alignment via Reinforcement Learning with Interventional Feedback,Yes.,5,often biased contain offensive toxic stereotypical text,2024,June,"Keyphrase: ""Biased and toxic text""",often bias contain offensive toxic stereotypical text keyphrase biased toxic text,0
naacl2024,You donÃ¢â‚¬â„¢t need a personality test to know these models are unreliable: Assessing the Reliability of Large Language Models on Psychometric Instruments,Yes.,5,experiment   different reveal even simple perturbation significantly downgrade modelÃ¢s questionanswere ability low negation consistency,2024,June,"Keyphrase: ""Low negation consistency""",experiment different reveal even simple perturbation significantly downgrade modelãs questionanswere ability low negation consistency keyphrase low negation consistency,5
naacl2024,MacGyver: Are Large Language Models Creative Problem Solvers?,Yes.,5,contrast expose variety specialized attempt broad problem fail propose physicallyinfeasible action finally provide detailed error analysis demonstrate potential enhance problemsolving ability novel prompt technique iterative step,2024,June,"Keyphrase: ""Limited problem-solving ability""",contrast expose variety specialize attempt broad problem fail propose physicallyinfeasible action finally provide detailed error analysis demonstrate potential enhance problemsolving ability novel prompt technique iterative step keyphrase limited problemsolving ability,4
naacl2024,Enhancing Large Language Models Against Inductive Instructions with Dual-critique Prompting,Yes.,5,uncover universal vulnerability among process inductive instruction,2024,June,"Keyphrase: ""Limited inductive instruction""",uncover universal vulnerability among process inductive instruction keyphrase limit inductive instruction,0
naacl2024,XSTest: A Test Suite for Identifying Exaggerated Safety Behaviours in Large Language Models,Yes.,5,without proper safeguard readily follow malicious instruction toxic content use test suite highlight systematic failure mode stateoftheart well general challenge build safe,2024,June,"Keyphrase: ""Vulnerability to malicious instructions""",without proper safeguard readily follow malicious instruction toxic content use test suite highlight systematic failure mode stateoftheart well general challenge build safe keyphrase vulnerability malicious instruction,0
naacl2024,Do Large Language Models Rank Fairly? An Empirical Study on the Fairness of LLMs as Rankers,Yes.,4,however fairness remain largely unexplored analysis delve handle query document relate attribute aim uncover bias ranking algorithm,2024,June,"Keyphrase: ""Unexplored fairness issues""",however fairness remain largely unexplored analysis delve handle query document relate attribute aim uncover bias rank algorithm keyphrase unexplored fairness issue,0
naacl2024,RESPROMPT: Residual Connection Prompting Advances Multi-Step Reasoning in Large Language Models,Yes.,5,chainofthought cot impressively unlock reasoning potential yet fall short tackle problem require multiple reasoning step limitation arise complex nature multistep reasoning process,2024,June,"Keyphrase: ""Struggles with multi-step reasoning""",chainofthought cot impressively unlock reasoning potential yet fall short tackle problem require multiple reasoning step limitation arise complex nature multistep reasoning process keyphrase struggle multistep reasoning,1
naacl2024,Effective Large Language Model Adaptation for Improved Grounding and Citation Generation,Yes.,4,however one major issue towards widespread deployment real world hallucinate factual,2024,June,"Keyphrase: ""Hallucination and factual inaccuracies""",however one major issue towards widespread deployment real world hallucinate factual keyphrase hallucination factual inaccuracy,2
naacl2024,Global Gallery: The Fine Art of Painting Culture Portraits through Multilingual Instruction Tuning,Yes.,4,also uncover inconsistency bias particularly nonwestern culture,2024,June,"Keyphrase: ""Inconsistency and bias in non-Western cultures""",also uncover inconsistency bias particularly nonwestern culture keyphrase inconsistency bias nonwestern culture,0
naacl2024,ContraDoc: Understanding Self-Contradictions in Documents with Large Language Models,Yes.,5,gpt good outperform human find still unreliable struggle selfcontradiction require nuance context,2024,June,"Keyphrase: ""Unreliable self-contradiction""",gpt good outperform human find still unreliable struggle selfcontradiction require nuance context keyphrase unreliable selfcontradiction,1
naacl2024,A Survey of Confidence Estimation and Calibration in Large Language Models,Yes.,4,despite impressive performance unreliable due factual error generation outline challenge summarize recent technical advancement confidence estimation calibration,2024,June,"Keyphrase: ""Unreliable factual error generation""",despite impressive performance unreliable due factual error generation outline challenge summarize recent technical advancement confidence estimation calibration keyphrase unreliable factual error generation,6
naacl2024,"Attacks, Defenses and Evaluations for LLM Conversation Safety: A Survey",Yes.,4,however risk misuse harmful response raise serious societal concern spur recent research conversation safety,2024,June,"Keyphrase: ""Risk of harmful responses""",however risk misuse harmful response raise serious societal concern spur recent research conversation safety keyphrase risk harmful response,0
naacl2024,MindÃ¢â‚¬â„¢s Mirror: Distilling Self-Evaluation Capability and Comprehensive Thinking from Large Language Models,Yes.,4,massive scale computational demand present formidable challenge consider practical deployment resourceconstraine environment risk distilled slm may still inherit flawed reasoning hallucination,2024,June,"Keyphrase: ""Computational demands and flawed reasoning""",massive scale computational demand present formidable challenge consider practical deployment resourceconstraine environment risk distil slm may still inherit flawed reasoning hallucination keyphrase computational demand flawed reasoning,3
naacl2024,Beyond Performance: Quantifying and Mitigating Label Bias in LLMs,Yes.,4,however recent work reveal also exhibit label biasÃ¢an undesirable preference toward predict certain investigation reveal substantial label bias debiase attempt emphasize label bias prediction remain barrier reliability,2024,June,"Keyphrase: ""Label bias""",however recent work reveal also exhibit label biasãan undesirable preference toward predict certain investigation reveal substantial label bias debiase attempt emphasize label bias prediction remain barrier reliability keyphrase label bias,0
naacl2024,Instructing Large Language Models to Identify and Ignore Irrelevant Conditions,Yes.,5,however seriously confuse irrelevant condition low accuracy,2024,June,"Keyphrase: ""Confusion and low accuracy""",however seriously confuse irrelevant condition low accuracy keyphrase confusion low accuracy,6
naacl2024,Knowing What LLMs DO NOT Know: A Simple Yet Effective Self-Detection Method,Yes.,5,recent literature reveal hallucinate intermittently impede reliability utilization,2024,June,"Keyphrase: ""Intermittent hallucinations""",recent literature reveal hallucinate intermittently impede reliability utilization keyphrase intermittent hallucination,2
naacl2024,R-Tuning: Instructing Large Language Models to Say Ã¢â‚¬ËœI DonÃ¢â‚¬â„¢t KnowÃ¢â‚¬â„¢,Yes.,5,predominant issue propensity nonexistent fact concern term hallucination question parametric try make something fail indicate lack,2024,June,"Keyphrase: ""Hallucination propensity""",predominant issue propensity nonexistent fact concern term hallucination question parametric try make something fail indicate lack keyphrase hallucination propensity,2
naacl2024,LeanReasoner: Boosting Complex Logical Reasoning with Lean,Yes.,5,often struggle complex logical reasoning due logical inconsistency inherent difficulty reasoning,2024,June,"Keyphrase: ""Struggles with logical reasoning""",often struggle complex logical reasoning due logical inconsistency inherent difficulty reason keyphrase struggle logical reasoning,1
naacl2024,UICoder: Finetuning Large Language Models to Generate User Interface Code through Automated Feedback,Yes.,4,many struggle consistently ui code compile produce visually relevant design,2024,June,"Keyphrase: ""Struggles with generating visually relevant design""",many struggle consistently ui code compile produce visually relevant design keyphrase struggle visually relevant design,1
naacl2024,Deceptive Semantic Shortcuts on Reasoning Chains: How Far Can Models Go without Hallucination?,Yes.,5,despite high performance across numerous benchmark recent research unveil suffering hallucination unfaithful reasoning experiment show exist follow correct reasoning path resist attempt greedy shortcut gpt achieve   accuracy,2024,June,"Keyphrase: ""Unfaithful reasoning""",despite high performance across numerous benchmark recent research unveil suffering hallucination unfaithful reasoning experiment show exist follow correct reasoning path resist attempt greedy shortcut gpt achieve accuracy keyphrase unfaithful reasoning,1
naacl2024,Learning to Compress Prompt in Natural Language Formats,Yes.,5,great process multiple natural processing ability constrain inferior performance long context slow inference speed high cost compute,2024,June,"Keyphrase: ""Slow inference speed and high compute cost""",great process multiple natural processing ability constrain inferior performance long context slow inference speed high cost compute keyphrase slow inference speed high compute cost,3
naacl2024,Evaluating the Deductive Competence of Large Language Models,Yes.,5,test limit ability solve problem conventional form overall suggest unique reasoning bias partially predict human reasoning performance humangenerate corpora inform,2024,June,"Keyphrase: ""Limited problem-solving ability""",test limit ability solve problem conventional form overall suggest unique reasoning bias partially predict human reasoning performance humangenerate corpora inform keyphrase limited problemsolving ability,1
naacl2024,Large Human Language Models: A Need and the Challenges,Yes.,4,time nlp become heavily reliant author bring fore range design consideration challenge term human aspect capture represent strategy pursue,2024,June,Keyphrase: Lack of human aspect representation,time nlp become heavily reliant author bring fore range design consideration challenge term human aspect capture represent strategy pursue keyphrase lack human aspect representation,4
naacl2024,Hallucination Diversity-Aware Active Learning for Text Summarization,Yes.,5,show propensity hallucinate ie text factually incorrect unsupported exist alleviate hallucination typically require costly human annotation identify correct hallucination,2024,June,"Keyphrase: ""Factually incorrect hallucinations""",show propensity hallucinate ie text factually incorrect unsupported exist alleviate hallucination typically require costly human annotation identify correct hallucination keyphrase factually incorrect hallucination,2
naacl2024,IndiBias: A Benchmark Dataset to Measure Social Biases in Language Models for Indian Context,Yes.,4,pervasive influence social bias spark need benchmark dataset capture evaluate bias observe exhibit bias across majority intersectional group,2024,June,"Keyphrase: ""Pervasive social bias""",pervasive influence social bias spark need benchmark dataset capture evaluate bias observe exhibit bias across majority intersectional group keyphrase pervasive social bias,0
naacl2024,Revisiting Zero-Shot Abstractive Summarization in the Era of Large Language Models from the Perspective of Position Bias,Yes.,5,position bias capture tendency unfairly prioritize information certain part text lead undesirable behavior,2024,June,"Keyphrase: ""Position bias prioritization""",position bias capture tendency unfairly prioritize information certain part text lead undesirable behavior keyphrase position bias prioritization,0
naacl2024,Struc-Bench: Are Large Language Models Good at Generating Complex Structured Tabular Data?,Yes.,4,produce complex structured tabular remain challenge indepth error analysis create ability map across six dimension coverage format reasoning comprehension pragmatic hallucination highlight area future enhancement suggest forthcoming research trajectory,2024,June,"Keyphrase: ""Challenges with structured data comprehension""",produce complex structured tabular remain challenge indepth error analysis create ability map across six dimension coverage format reasoning comprehension pragmatic hallucination highlight area future enhancement suggest forthcoming research trajectory keyphrase challenge structured comprehension,4
naacl2024,Advancing the Robustness of Large Language Models through Self-Denoised Smoothing,Yes.,5,although achieve significant success vulnerability adversarial perturbation include recent jailbreak attack raise considerable concern,2024,June,"Keyphrase: ""Vulnerability to adversarial attacks""",although achieve significant success vulnerability adversarial perturbation include recent jailbreak attack raise considerable concern keyphrase vulnerability adversarial attack,0
naacl2024,Lost in Space: Probing Fine-grained Spatial Understanding in Vision and Language Resamplers,Yes.,5,finegraine require spatial understanding thoroughly examine show information largely absent resampler keep freeze training classifier,2024,June,"Keyphrase: ""Lack of fine-grained spatial understanding""",finegraine require spatial understanding thoroughly examine show information largely absent resampler keep freeze training classifier keyphrase lack finegraine spatial understanding,1
naacl2024,DIALIGHT: Lightweight Multilingual Development and Evaluation of Task-Oriented Dialogue Systems with Large Language Models,Yes.,4,also identify significant challenge adherence taskspecific instruction multiple highlight area future research,2024,June,"Keyphrase: ""Difficulty in following task-specific instructions""",also identify significant challenge adherence taskspecific instruction multiple highlight area future research keyphrase difficulty follow taskspecific instruction,4
naacl2024,OpinionGPT: Modelling Explicit Biases in Instruction-Tuned LLMs,Yes.,4,open research question concern inherent bias train response current research work seek debias suppress potentially biased,2024,June,"Keyphrase: ""Inherent bias""",open research question concern inherent bias train response current research work seek debia suppress potentially biased keyphrase inherent bias,0
naacl2024,Exploring Inherent Biases in LLMs within Korean Social Context: A Comparative Analysis of ChatGPT and GPT-4,Yes.,4,critique perpetuate stereotype diverse group base race sexual orientation attribute finding indicate certain persona prompt combination consistently yield harmful content highlight potential risk associate specific personaissue alignment within korean cultural framework,2024,June,"Keyphrase: ""Perpetuation of harmful stereotypes""",critique perpetuate stereotype diverse group base race sexual orientation attribute finding indicate certain persona prompt combination consistently yield harmful content highlight potential risk associate specific personaissue alignment within korean cultural framework keyphrase perpetuation harmful stereotype,0
naacl2024,HybridBERT - Making BERT Pretraining More Efficient Through Hybrid Mixture of Attention Mechanisms,Yes.,5,pretraine phase extremely computeintensive require several highperformance compute device like gpu several day even month training crucial capture global also significant impact finetune major,2024,June,"Keyphrase: ""High computational requirements""",pretraine phase extremely computeintensive require several highperformance compute device like gpu several day even month training crucial capture global also significant impact finetune major keyphrase high computational requirement,3
naacl2024,Combating Security and Privacy Issues in the Era of Large Language Models,Yes.,5,tutorial seek provide systematic summary risk vulnerability security privacy copyright aspect recent solution address issue conclude discussion outline emergent challenge security privacy reliability deserve timely investigation community,2024,June,Keyphrase: Lack of robust security and privacy measures,tutorial seek provide systematic summary risk vulnerability security privacy copyright aspect recent solution address issue conclude discussion outline emergent challenge security privacy reliability deserve timely investigation community keyphrase lack robust security privacy measure,0
