Source,Title,Talks about LLMs,Rate,Evidence,Year,Month,Cluster
naacl2024,"In-context Learning Generalizes, But Not Always Robustly: The Case of Syntax",Yes.,5,do models guided via icl infer the underlying structure of the task defined by the context or do they rely on superficial heuristics that only generalize to identically distributed examples and we find large variance across lms the variance is explained more by the composition of the pre,2024,June,4
naacl2024,Stealthy and Persistent Unalignment on Large Language Models via Backdoor Injections,Yes.,4,while being effective such finetuningbased unalignment approaches also have their own limitations,2024,June,1
naacl2024,You donâ€™t need a personality test to know these models are unreliable: Assessing the Reliability of Large Language Models on Psychometric Instruments,Yes.,5,our experiments on  different llms reveal that even simple perturbations significantly downgrade a modelâs questionanswering ability and that most llms have low negation consistency,2024,June,6
naacl2024,MacGyver: Are Large Language Models Creative Problem Solvers?,Yes.,5,in contrast llms exposed to a variety of specialized knowledge attempt broader problems but fail by proposing physicallyinfeasible actions and finally we provide a detailed error analysis of llms and demonstrate the potential of enhancing their problemsolving ability with novel prompting techniques such as iterative step,2024,June,2
naacl2024,Enhancing Large Language Models Against Inductive Instructions with Dual-critique Prompting,Yes.,5,we uncovered a universal vulnerability among llms in processing inductive instructions,2024,June,1
naacl2024,XSTest: A Test Suite for Identifying Exaggerated Safety Behaviours in Large Language Models,Yes.,5,without proper safeguards large language models will readily follow malicious instructions and generate toxic content and we use the test suite to highlight systematic failure modes in stateoftheart language models as well as more general challenges in building safer language models,2024,June,7
naacl2024,Understanding the Capabilities and Limitations of Large Language Models for Cultural Commonsense,Yes.,5,llms have a significant discrepancy in performance when tested on culturespecific commonsense knowledge for different cultures and llmsâ general commonsense capability is affected by cultural context and the language used to query the llms can impact their performance on culturalrelated tasks,2024,June,1
naacl2024,Do Large Language Models Rank Fairly? An Empirical Study on the Fairness of LLMs as Rankers,Yes.,4,however their fairness remains largely unexplored and our analysis delves into how these llms handle queries and documents related to these attributes aiming to uncover biases in their ranking algorithms,2024,June,1
naacl2024,TabSQLify: Enhancing Reasoning Capabilities of LLMs Through Table Decomposition,Yes.,5,large language models llms have shown impressive capabilities in natural language understanding and generation but they often struggle with large tables due to their limited input length,2024,June,5
naacl2024,RESPROMPT: Residual Connection Prompting Advances Multi-Step Reasoning in Large Language Models,Yes.,5,chainofthought cot has impressively unlocked the reasoning potential of large language models llms yet it falls short when tackling problems that require multiple reasoning steps this limitation arises from the complex nature of multistep reasoning processes,2024,June,2
naacl2024,Exploring the Factual Consistency in Dialogue Comprehension of Large Language Models,Yes.,5,our evaluation shows that on average  of the summaries generated by llms contain factual inconsistency even chatgpt the strongest model evaluated has such errors in  of its summaries for answering the factual questions which is more challenging the,2024,June,2
naacl2024,"Multilingual Pretraining and Instruction Tuning Improve Cross-Lingual Knowledge Alignment, But Only Shallowly",Yes.,5,current large language models show imbalance abilities in different languages and the overall crosslingual knowledge alignment especially in the conductivity level is unsatisfactory for all tested llms and neither multilingual pretraining nor instruction tuning can substantially improve the crosslingual knowledge conductivity,2024,June,5
naacl2024,Effective Large Language Model Adaptation for Improved Grounding and Citation Generation,Yes.,4,however one major issue towards their widespread deployment in the real world is that they can generate hallucinated answers that are not factual,2024,June,3
naacl2024,Grounding Gaps in Language Model Generations,Yes.,5,we find thatâcompared to humansâllms generate language with less conversational grounding instead generating text that appears to simply presume common ground,2024,June,6
naacl2024,Global Gallery: The Fine Art of Painting Culture Portraits through Multilingual Instruction Tuning,Yes.,4,they also uncover inconsistencies and biases particularly in nonwestern cultures,2024,June,1
naacl2024,ContraDoc: Understanding Self-Contradictions in Documents with Large Language Models,Yes.,5,while gpt performs the best and can outperform humans on this task we find that it is still unreliable and struggles with selfcontradictions that require more nuance and context,2024,June,2
naacl2024,A Survey of Confidence Estimation and Calibration in Large Language Models,Yes.,4,despite their impressive performance they can be unreliable due to factual errors in their generations and we outline the challenges and we summarize recent technical advancements for llm confidence estimation and calibration,2024,June,1
naacl2024,"Attacks, Defenses and Evaluations for LLM Conversation Safety: A Survey",Yes.,4,however their risks of misuse for generating harmful responses have raised serious societal concerns and spurred recent research on llm conversation safety,2024,June,1
naacl2024,Mindâ€™s Mirror: Distilling Self-Evaluation Capability and Comprehensive Thinking from Large Language Models,Yes.,4,the massive scale and computational demands of these models present formidable challenges when considering their practical deployment in resourceconstrained environments and there is a risk that distilled slms may still inherit flawed reasoning and hallucinations from llms,2024,June,3
naacl2024,Beyond Performance: Quantifying and Mitigating Label Bias in LLMs,Yes.,4,however recent work revealed they also exhibit label biasâan undesirable preference toward predicting certain answers over others and our investigation reveals substantial label bias in models both before and after debiasing attempts and our results emphasize that label bias in the predictions of llms remains a barrier to their reliability,2024,June,7
naacl2024,Instructing Large Language Models to Identify and Ignore Irrelevant Conditions,Yes.,5,however they were seriously confused by the irrelevant conditions resulting in low accuracy,2024,June,4
naacl2024,Knowing What LLMs DO NOT Know: A Simple Yet Effective Self-Detection Method,Yes.,5,recent literature reveals that llms hallucinate intermittently which impedes their reliability for further utilization,2024,June,3
naacl2024,Are Large Language Model Temporally Grounded?,Yes.,5,generally we find that llms lag significantly behind both human performance as well as smallscale specialised lms and crucially llms struggle the most with selfconsistency displaying incoherent behaviour in at least  of their predictions and moreover public instruction,2024,June,2
naacl2024,R-Tuning: Instructing Large Language Models to Say â€˜I Donâ€™t Knowâ€™,Yes.,5,a predominant issue is the propensity for these models to generate nonexistent facts a concern termed hallucination and when the question is out of the parametric knowledge it will try to make up something and fail to indicate when it lacks knowledge,2024,June,3
naacl2024,LeanReasoner: Boosting Complex Logical Reasoning with Lean,Yes.,5,large language models llms often struggle with complex logical reasoning due to logical inconsistencies and the inherent difficulty of such reasoning,2024,June,2
naacl2024,UICoder: Finetuning Large Language Models to Generate User Interface Code through Automated Feedback,Yes.,4,many large language models llms struggle to consistently generate ui code that compiles and produces visually relevant designs,2024,June,5
naacl2024,Deceptive Semantic Shortcuts on Reasoning Chains: How Far Can Models Go without Hallucination?,Yes.,5,despite the high performances of large language models llms across numerous benchmarks recent research has unveiled their suffering from hallucinations and unfaithful reasoning and experiments show that existing llms cannot follow correct reasoning paths and resist the attempt of greedy shortcuts with gpt only achieving  accuracy,2024,June,2
naacl2024,Learning to Compress Prompt in Natural Language Formats,Yes.,5,large language models llms are great at processing multiple natural language processing tasks but their abilities are constrained by inferior performance with long context slow inference speed and the high cost of computing the results,2024,June,5
naacl2024,Naive Bayes-based Context Extension for Large Language Models,Yes.,5,conventional incontext learning icl approaches are often impeded by length limitations of transformer architecture which pose challenges when attempting to effectively integrate supervision from a substantial number of demonstration examples,2024,June,5
naacl2024,Branch-Solve-Merge Improves Large Language Model Evaluation and Generation,Yes.,5,however their performance can fall short due to the modelâs lack of coherence and inability to plan and decompose the problem,2024,June,4
naacl2024,Evaluating the Deductive Competence of Large Language Models,Yes.,5,the tested llms have limited abilities to solve these problems in their conventional form and overall our results suggest that llms have unique reasoning biases that are only partially predicted from human reasoning performance and the humangenerated language corpora that informs them,2024,June,2
naacl2024,Large Human Language Models: A Need and the Challenges,Yes.,4,at the same time our nlp systems have become heavily reliant on llms most of which do not model authors and this brings to the fore a range of design considerations and challenges in terms of what human aspects to capture how to represent them and what modeling strategies to pursue,2024,June,7
naacl2024,Hallucination Diversity-Aware Active Learning for Text Summarization,Yes.,5,large language models llms have shown propensity to generate hallucinated outputs ie texts that are factually incorrect or unsupported and existing methods for alleviating hallucinations typically require costly human annotations to identify and correct hallucinations in llm outputs,2024,June,3
naacl2024,Investigating Data Contamination in Modern Benchmarks for Large Language Models,Yes.,5,recent observations have underscored a disparity between the inflated benchmark scores and the actual performance of llms raising concerns about potential contamination of evaluation benchmarks,2024,June,1
naacl2024,IndiBias: A Benchmark Dataset to Measure Social Biases in Language Models for Indian Context,Yes.,4,the pervasive influence of social biases in language data has sparked the need for benchmark datasets that capture and evaluate these biases in large language models llms and we observed that the language models exhibit more bias across a majority of the intersectional groups,2024,June,7
naacl2024,Revisiting Zero-Shot Abstractive Summarization in the Era of Large Language Models from the Perspective of Position Bias,Yes.,5,position bias captures the tendency of a model unfairly prioritizing information from certain parts of the input text over others leading to undesirable behavior,2024,June,7
naacl2024,Struc-Bench: Are Large Language Models Good at Generating Complex Structured Tabular Data?,Yes.,4,producing complex structured tabular data remains challenging and indepth error analysis and creating an ability map across six dimensions coverage formatting reasoning comprehension pragmatics and hallucination highlight areas for future enhancements and suggest forthcoming research trajectories,2024,June,2
naacl2024,Advancing the Robustness of Large Language Models through Self-Denoised Smoothing,Yes.,5,although large language models llms have achieved significant success their vulnerability to adversarial perturbations including recent jailbreak attacks has raised considerable concerns,2024,June,7
naacl2024,Lost in Space: Probing Fine-grained Spatial Understanding in Vision and Language Resamplers,Yes.,5,more finegrained tasks that require spatial understanding have not been thoroughly examined and our results show that this information is largely absent from the resampler output when kept frozen during training of the classifiers,2024,June,6
naacl2024,The Impact of Language on Arithmetic Proficiency: A Multilingual Investigation with Cross-Agent Checking Computation,Yes.,5,this paper critically examines the arithmetic capabilities of large language models llms uncovering significant limitations in their performance,2024,June,5
naacl2024,Removing RLHF Protections in GPT-4 via Fine-Tuning,Yes.,4,finetuning allows attackers to remove rlhf protections with as few as  examples and a  success rate and our results show the need for further research on protections on llms,2024,June,1
naacl2024,MuLan: A Study of Fact Mutability in Language Models,Yes.,4,we hypothesize that mutable facts are encoded differently than immutable ones hence being easier to update in a detailed evaluation of six popular large language models we consistently find differences in the llmsâ confidence representations and update behavior depending on the mutability of a fact,2024,June,6
naacl2024,DIALIGHT: Lightweight Multilingual Development and Evaluation of Task-Oriented Dialogue Systems with Large Language Models,Yes.,4,we also identify significant challenges of llms in adherence to taskspecific instructions and generating outputs in multiple languages highlighting areas for future research,2024,June,1
naacl2024,OpinionGPT: Modelling Explicit Biases in Instruction-Tuned LLMs,Yes.,4,an open research question concerns the inherent biases of trained models and their responses and current research work seeks to debias such models or suppress potentially biased answers,2024,June,7
naacl2024,Exploring Inherent Biases in LLMs within Korean Social Context: A Comparative Analysis of ChatGPT and GPT-4,Yes.,4,llms have been critiqued for perpetuating stereotypes against diverse groups based on race sexual orientation and other attributes and our findings indicate that certain personas or prompt combinations consistently yield harmful content highlighting the potential risks associated with specific personaissue alignments within the korean cultural framework,2024,June,1
naacl2024,HybridBERT - Making BERT Pretraining More Efficient Through Hybrid Mixture of Attention Mechanisms,Yes.,5,the pretraining phase is extremely computeintensive and requires several highperformance computing devices like gpus and several days or even months of training but it is crucial for the model to capture global knowledge and also has a significant impact on the finetuning task this is a major,2024,June,5
naacl2024,Combating Security and Privacy Issues in the Era of Large Language Models,Yes.,5,this tutorial seeks to provide a systematic summary of risks and vulnerabilities in security privacy and copyright aspects of large language models llms and most recent solutions to address those issues and will conclude the discussions by outlining emergent challenges in security privacy and reliability of llms that deserve timely investigation by the community,2024,June,7
naacl2024,Explanation in the Era of Large Language Models,Yes.,4,the sheer sizes and the opaque nature of llms introduce challenges to the explanation methods,2024,June,2
