title,Mentions LLM Limitations
Multi-Task Inference: Can Large Language Models Follow Multiple Instructions at Once?,no
Revisiting Zeroth-Order Optimization for Memory-Efficient LLM Fine-Tuning: A Benchmark,no
BESA: Pruning Large Language Models with Blockwise Parameter-Efficient Sparsity Allocation,yes
Ain't Misbehavin' -- Using LLMs to Generate Expressive Robot Behavior in Conversations with the Tabletop Robot Haru,yes
LongAgent: Scaling Language Models to 128k Context through Multi-Agent Collaboration,yes
KMMLU: Measuring Massive Multitask Language Understanding in Korean,yes
ModelGPT: Unleashing LLM's Capabilities for Tailored Model Generation,no
Deciphering the Impact of Pretraining Data on Large Language Models through Machine Unlearning,no
Ploutos: Towards interpretable stock movement prediction with financial large language model,no
Chain-of-Instructions: Compositional Instruction Tuning on Large Language Models,yes
Efficient Multimodal Learning from Data-centric Perspective,no
Large Language Model-driven Meta-structure Discovery in Heterogeneous Information Network,yes
Knowledge-to-SQL: Enhancing SQL Generation with Data Expert LLM,yes
From Prejudice to Parity: A New Approach to Debiasing Large Language Model Word Embeddings,no
Federated Fine-tuning of Large Language Models under Heterogeneous Language Tasks and Client Resources,no
What's the Plan? Evaluating and Developing Planning-Aware Techniques for LLMs,yes
MIKE: A New Benchmark for Fine-grained Multimodal Entity Knowledge Editing,no
ChatDiet: Empowering Personalized Nutrition-Oriented Food Recommender Chatbots through an LLM-Augmented Framework,no
scInterpreter: Training Large Language Models to Interpret scRNA-seq Data for Cell Type Annotation,yes
When Do LLMs Need Retrieval Augmentation? Mitigating LLMs' Overconfidence Helps Retrieval Augmentation,yes
FactPICO: Factuality Evaluation for Plain Language Summarization of Medical Evidence,yes
LoRA-Flow: Dynamic LoRA Fusion for Large Language Models in Generative Tasks,no
MatPlotAgent: Method and Evaluation for LLM-Based Agentic Scientific Data Visualization,yes
AutoPRM: Automating Procedural Supervision for Multi-Step Reasoning via Controllable Question Decomposition,no
SciAgent: Tool-augmented Language Models for Scientific Reasoning,yes
In-Context Example Ordering Guided by Label Distributions,no
Benchmark Self-Evolving: A Multi-Agent Framework for Dynamic LLM Evaluation,yes
Can LLMs Reason with Rules? Logic Scaffolding for Stress-Testing and Improving LLMs,yes
InfuserKI: Enhancing Large Language Models with Knowledge Graphs via Infuser-Guided Knowledge Integration,yes
Perils of Self-Feedback: Self-Bias Amplifies in Large Language Models,yes
Momentor: Advancing Video Large Language Model with Fine-Grained Temporal Reasoning,no
"Can Deception Detection Go Deeper? Dataset, Evaluation, and Benchmark for Deception Reasoning",no
EventRL: Enhancing Event Extraction with Outcome Supervision for Large Language Models,yes
Rethinking the Roles of Large Language Models in Chinese Grammatical Error Correction,no
LoRETTA: Low-Rank Economic Tensor-Train Adaptation for Ultra-Low-Parameter Fine-Tuning of Large Language Models,no
Aligning Modalities in Vision Large Language Models via Preference Fine-tuning,no
Multi-dimensional Evaluation of Empathetic Dialog Responses,no
Don't Go To Extremes: Revealing the Excessive Sensitivity and Calibration Limitations of LLMs in Implicit Hate Speech Detection,yes
Reasoning before Comparison: LLM-Enhanced Semantic Similarity Metrics for Domain Specialized Text Analysis,yes
CliqueParcel: An Approach For Batching LLM Prompts That Jointly Optimizes Efficiency And Faithfulness,no
Training Language Model Agents without Modifying Language Models,no
Understanding the Impact of Long-Term Memory on Self-Disclosure with Large Language Model-Driven Chatbots for Public Health Intervention,yes
Tasks That Language Models Don't Learn,yes
PhaseEvo: Towards Unified In-Context Prompt Optimization for Large Language Models,yes
EVEDIT: Event-based Knowledge Editing with Deductive Editing Boundaries,yes
Dissecting Human and LLM Preferences,no
OneBit: Towards Extremely Low-bit Large Language Models,yes
Puzzle Solving using Reasoning of Large Language Models: A Survey,yes
Can Large Multimodal Models Uncover Deep Semantics Behind Images?,no
Multi-Perspective Consistency Enhances Confidence Estimation in Large Language Models,no
MoRAL: MoE Augmented LoRA for LLMs' Lifelong Learning,no
C-ICL: Contrastive In-context Learning for Information Extraction,no
Aligning Large Language Models by On-Policy Self-Judgment,no
LLM can Achieve Self-Regulation via Hyperparameter Aware Generation,yes
Can Large Language Models perform Relation-based Argument Mining?,no
When LLMs Meets Acoustic Landmarks: An Efficient Approach to Integrate Speech into Large Language Models for Depression Detection,yes
Controlled Text Generation for Large Language Model with Dynamic Attribute Graphs,no
Asclepius: A Spectrum Evaluation Benchmark for Medical Multi-Modal Large Language Models,no
Watch Out for Your Agents! Investigating Backdoor Threats to LLM-Based Agents,no
Direct Evaluation of Chain-of-Thought in Multi-hop Reasoning with Knowledge Graphs,yes
Evaluating LLMs' Mathematical Reasoning in Financial Document Question Answering,yes
I Learn Better If You Speak My Language: Enhancing Large Language Model Fine-Tuning with Style-Aligned Response Adjustments,yes
Disclosure and Mitigation of Gender Bias in LLMs,yes
LaCo: Large Language Model Pruning via Layer Collapse,yes
KnowTuning: Knowledge-aware Fine-tuning for Large Language Models,yes
M4GT-Bench: Evaluation Benchmark for Black-Box Machine-Generated Text Detection,yes
Token-Ensemble Text Generation: On Attacking the Automatic AI-Generated Text Detection,no
GenDec: A robust generative Question-decomposition method for Multi-hop reasoning,yes
KG-Agent: An Efficient Autonomous Agent Framework for Complex Reasoning over Knowledge Graph,no
PANDA (Pedantic ANswer-correctness Determination and Adjudication):Improving Automatic Evaluation for Question Answering and Text Generation,yes
Grasping the Essentials: Tailoring Large Language Models for Zero-Shot Relation Extraction,no
Boosting of Thoughts: Trial-and-Error Problem Solving with Large Language Models,yes
Contrastive Instruction Tuning,yes
TuneTables: Context Optimization for Scalable Prior-Data Fitted Networks,yes
Orca-Math: Unlocking the potential of SLMs in Grade School Math,no
BlendFilter: Advancing Retrieval-Augmented Large Language Models via Query Generation Blending and Knowledge Filtering,no
Born With a Silver Spoon? Investigating Socioeconomic Bias in Large Language Models,yes
Navigating the Dual Facets: A Comprehensive Evaluation of Sequential Memory Editing in Large Language Models,yes
When LLMs Meet Cunning Questions: A Fallacy Understanding Benchmark for Large Language Models,yes
Word Embeddings Revisited: Do LLMs Offer Something New?,no
VQAttack: Transferable Adversarial Attacks on Visual Question Answering via Pre-trained Models,yes
AFaCTA: Assisting the Annotation of Factual Claim Detection with Reliable LLM Annotators,no
Bridging Causal Discovery and Large Language Models: A Comprehensive Survey of Integrative Approaches and Future Directions,yes
Persona-DB: Efficient Large Language Model Personalization for Response Prediction with Collaborative Data Refinement,no
Large Language Models Fall Short: Understanding Complex Relationships in Detective Narratives,yes
Retrieval-Augmented Generation: Is Dense Passage Retrieval Retrieving?,yes
PAT-Questions: A Self-Updating Benchmark for Present-Anchored Temporal Question-Answering,yes
PaLM2-VAdapter: Progressively Aligned Language Model Makes a Strong Vision-language Adapter,no
RLVF: Learning from Verbal Feedback without Overgeneralization,yes
Proving membership in LLM pretraining data via data watermarks,no
Instruction Diversity Drives Generalization To Unseen Tasks,no
When is Tree Search Useful for LLM Planning? It Depends on the Discriminator,yes
Multi-modal preference alignment remedies regression of visual instruction tuning on language model,no
Exploring Value Biases: How LLMs Deviate Towards the Ideal,yes
EcoRank: Budget-Constrained Text Re-ranking Using Large Language Models,yes
Time Series Forecasting with LLMs: Understanding and Enhancing Model Capabilities,yes
RAG-Driver: Generalisable Driving Explanations with Retrieval-Augmented In-Context Learning in Multi-Modal Large Language Model,yes
Quantifying the Persona Effect in LLM Simulations,no
Generative Cross-Modal Retrieval: Memorizing Images in Multimodal Language Models for Retrieval and Beyond,no
In Search of Needles in a 11M Haystack: Recurrent Memory Finds What LLMs Miss,no
EdgeQAT: Entropy and Distribution Guided Quantization-Aware Training for the Acceleration of Lightweight LLMs on the Edge,yes
A Condensed Transition Graph Framework for Zero-shot Link Prediction with Large Language Models,no
AutoGPT+P: Affordance-based Task Planning with Large Language Models,no
How Reliable Are Automatic Evaluation Methods for Instruction-Tuned LLMs?,no
ToolSword: Unveiling Safety Issues of Large Language Models in Tool Learning Across Three Stages,yes
GenRES: Rethinking Evaluation for Generative Relation Extraction in the Era of Large Language Models,yes
Let's Learn Step by Step: Enhancing In-Context Learning Ability with Curriculum Learning,yes
Assessing the Reasoning Abilities of ChatGPT in the Context of Claim Verification,no
A Novel BERT-based Classifier to Detect Political Leaning of YouTube Videos based on their Titles,no
An Empirical Study on Cross-lingual Vocabulary Adaptation for Efficient Generative LLM Inference,no
AutoSAT: Automatically Optimize SAT Solvers via Large Language Models,yes
Multi-Cultural Commonsense Knowledge Distillation,yes
Opening the Black Box of Large Language Models: Two Views on Holistic Interpretability,no
LongHeads: Multi-Head Attention is Secretly a Long Context Processor,yes
German Text Simplification: Finetuning Large Language Models with Semi-Synthetic Data,no
Decomposition for Enhancing Attention: Improving LLM-based Text-to-SQL through Workflow Paradigm,no
OpenFMNav: Towards Open-Set Zero-Shot Object Navigation via Vision-Language Foundation Models,no
Humans or LLMs as the Judge? A Study on Judgement Biases,yes
Improving Demonstration Diversity by Human-Free Fusing for Text-to-SQL,yes
Network Formation and Dynamics Among Multi-LLMs,no
Enhancing Numerical Reasoning with the Guidance of Reliable Reasoning Processes,yes
AbsInstruct: Eliciting Abstraction Ability from LLMs through Explanation Tuning with Plausibility Estimation,no
Can Separators Improve Chain-of-Thought Prompting?,yes
BitDistiller: Unleashing the Potential of Sub-4-Bit LLMs via Self-Distillation,no
Enhancing Role-playing Systems through Aggressive Queries: Evaluation and Improvement,no
Can LLMs Speak For Diverse People? Tuning LLMs via Debate to Generate Controllable Controversial Statements,no
Retrieve Only When It Needs: Adaptive Retrieval Augmentation for Hallucination Mitigation in Large Language Models,yes
Jailbreaking Proprietary Large Language Models using Word Substitution Cipher,no
Efficiency at Scale: Investigating the Performance of Diminutive Language Models in Clinical Tasks,no
Do Llamas Work in English? On the Latent Language of Multilingual Transformers,no
Threads of Subtlety: Detecting Machine-Generated Texts Through Discourse Motifs,no
LinkNER: Linking Local Named Entity Recognition Models to Large Language Models using Uncertainty,no
LLMs in the Heart of Differential Testing: A Case Study on a Medical Rule Engine,no
InSaAF: Incorporating Safety through Accuracy and Fairness | Are LLMs ready for the Indian Legal Domain?,yes
SPAR: Personalized Content-Based Recommendation via Long Engagement Attention,no
Disordered-DABS: A Benchmark for Dynamic Aspect-Based Summarization in Disordered Texts,no
Conversational SimulMT: Efficient Simultaneous Translation with Large Language Models,yes
Properties and Challenges of LLM-Generated Explanations,no
Can We Verify Step by Step for Incorrect Answer Detection?,no
Zero-shot sampling of adversarial entities in biomedical question answering,yes
LLM Comparator: Visual Analytics for Side-by-Side Evaluation of Large Language Models,yes
"Any-Precision LLM: Low-Cost Deployment of Multiple, Different-Sized LLMs",no
Provably Sample Efficient RLHF via Active Preference Optimization,yes
Comparing Hallucination Detection Metrics for Multilingual Generation,no
Unsupervised LLM Adaptation for Question Answering,yes
Large Language Models as Zero-shot Dialogue State Tracker through Function Calling,no
QDyLoRA: Quantized Dynamic Low-Rank Adaptation for Efficient Large Language Model Tuning,yes
WilKE: Wise-Layer Knowledge Editor for Lifelong Knowledge Editing,yes
Steering Conversational Large Language Models for Long Emotional Support Conversations,yes
I Am Not Them: Fluid Identities and Persistent Out-group Bias in Large Language Models,no
Smaller Language Models are capable of selecting Instruction-Tuning Training Data for Larger Language Models,no
DELL: Generating Reactions and Explanations for LLM-Based Misinformation Detection,yes
Measuring and Reducing LLM Hallucination without Gold-Standard Answers via Expertise-Weighting,yes
Understanding Survey Paper Taxonomy about Large Language Models via Graph Representation Learning,no
Chain of Logic: Rule-Based Reasoning with Large Language Models,no
DataDreamer: A Tool for Synthetic Data Generation and Reproducible LLM Workflows,yes
BioMistral: A Collection of Open-Source Pretrained Large Language Models for Medical Domains,no
Can we Soft Prompt LLMs for Graph Learning Tasks?,no
Prompt-Based Bias Calibration for Better Zero/Few-Shot Learning of Language Models,no
Large Language Models for Forecasting and Anomaly Detection: A Systematic Literature Review,yes
On the Safety Concerns of Deploying LLMs/VLMs in Robotics: Highlighting the Risks and Vulnerabilities,yes
SportsMetrics: Blending Text and Numerical Data to Understand Information Fusion in LLMs,yes
How to Discern Important Urgent News?,no
LAVE: LLM-Powered Agent Assistance and Language Augmentation for Video Editing,no
Self-Play Fine-Tuning of Diffusion Models for Text-to-Image Generation,no
A StrongREJECT for Empty Jailbreaks,yes
Chain-of-Thought Reasoning Without Prompting,yes
A Trembling House of Cards? Mapping Adversarial Attacks against Language Agents,no
BitDelta: Your Fine-Tune May Only Be Worth One Bit,no
Uncertainty Quantification for In-Context Learning of Large Language Models,yes
Language Models with Conformal Factuality Guarantees,no
OpenMathInstruct-1: A 1.8 Million Math Instruction Tuning Dataset,yes
Generative AI and Process Systems Engineering: The Next Frontier,no
OptiMUS: Scalable Optimization Modeling with (MI)LP Solvers and Large Language Models,no
Knowledge-Infused LLM-Powered Conversational Health Agent: A Case Study for Diabetes Patients,yes
TOAD: Task-Oriented Automatic Dialogs with Diverse Response Styles,yes
Selective Reflection-Tuning: Student-Selected Data Recycling for LLM Instruction-Tuning,yes
Towards Reducing Diagnostic Errors with Interpretable Risk Prediction,yes
Quantized Embedding Vectors for Controllable Diffusion Language Models,no
GeoEval: Benchmark for Evaluating LLMs and Multi-Modal Models on Geometry Problem-Solving,no
Fine-tuning Large Language Model (LLM) Artificial Intelligence Chatbots in Ophthalmology and LLM-based evaluation using GPT-4,no
Both Matter: Enhancing the Emotional Intelligence of Large Language Models without Compromising the General Intelligence,no
Towards Safer Large Language Models through Machine Unlearning,yes
Unmemorization in Large Language Models via Self-Distillation and Deliberate Imagination,yes
SwissNYF: Tool Grounded LLM Agents for Black Box Setting,yes
RS-DPO: A Hybrid Rejection Sampling and Direct Preference Optimization Method for Alignment of Large Language Models,no
Self-Augmented In-Context Learning for Unsupervised Word Translation,yes
LLMs as Bridges: Reformulating Grounded Multimodal Named Entity Recognition,no
Case Study: Testing Model Capabilities in Some Reasoning Tasks,yes
Crafting a Good Prompt or Providing Exemplary Dialogues? A Study of In-Context Learning for Persona-based Dialogue Generation,no
Generative AI in the Construction Industry: A State-of-the-art Analysis,no
Enhancing Large Language Models with Pseudo- and Multisource- Knowledge Graphs for Open-ended Question Answering,yes
DE-COP: Detecting Copyrighted Content in Language Models Training Data,yes
Inadequacies of Large Language Model Benchmarks in the Era of Generative Artificial Intelligence,yes
Camouflage is all you need: Evaluating and Enhancing Language Model Robustness Against Camouflage Adversarial Attacks,yes
MuChin: A Chinese Colloquial Description Benchmark for Evaluating Language Models in the Field of Music,no
LAPDoc: Layout-Aware Prompting for Documents,yes
EFUF: Efficient Fine-grained Unlearning Framework for Mitigating Hallucinations in Multimodal Large Language Models,no
NutePrune: Efficient Progressive Pruning with Numerous Teachers for Large Language Models,yes
Aligning Crowd Feedback via Distributional Preference Reward Modeling,yes
Grounding Language Model with Chunking-Free In-Context Retrieval,no
Efficient Language Adaptive Pre-training: Extending State-of-the-Art Large Language Models for Polish,no
Model Compression and Efficient Inference for Large Language Models: A Survey,yes
AI Hospital: Interactive Evaluation and Collaboration of LLMs as Intern Doctors for Clinical Diagnosis,no
Toward a Team of AI-made Scientists for Scientific Discovery from Gene Expression Data,no
Do LLMs Know about Hallucination? An Empirical Investigation of LLM's Hidden States,yes
AbuseGPT: Abuse of Generative AI ChatBots to Create Smishing Campaigns,yes
A Human-Inspired Reading Agent with Gist Memory of Very Long Contexts,yes
Best Arm Identification for Prompt Learning under a Limited Budget,yes
PAL: Proxy-Guided Black-Box Attack on Large Language Models,yes
How to Train Data-Efficient LLMs,yes
CodeMind: A Framework to Challenge Large Language Models for Code Reasoning,yes
The Butterfly Effect of Model Editing: Few Edits Can Trigger Large Language Models Collapse,yes
ProtChatGPT: Towards Understanding Proteins with Large Language Models,no
Answer is All You Need: Instruction-following Text Embedding via Answering the Question,no
LLM-Enhanced User-Item Interactions: Leveraging Edge Information for Optimized Recommendations,yes
Probabilistic Reasoning in Generative Large Language Models,yes
Emerging Opportunities of Using Large Language Models for Translation Between Drug Molecules and Indications,yes
Large Language Model-Based Interpretable Machine Learning Control in Building Energy Systems,no
Rationality Report Cards: Assessing the Economic Rationality of Large Language Models,no
How Secure Are Large Language Models (LLMs) for Navigation in Urban Environments?,yes
"Arrange, Inpaint, and Refine: Steerable Long-term Music Audio Generation and Editing via Content-based Controls",yes
AQA-Bench: An Interactive Benchmark for Evaluating LLMs' Sequential Reasoning Ability,yes
Reinforcement Learning from Human Feedback with Active Queries,no
Get More with LESS: Synthesizing Recurrence with KV Cache Compression for Efficient LLM Inference,yes
"LlaSMol: Advancing Large Language Models for Chemistry with a Large-Scale, Comprehensive, High-Quality Instruction Tuning Dataset",no
HGOT: Hierarchical Graph of Thoughts for Retrieval-Augmented In-Context Learning in Factuality Evaluation,no
Massively Multi-Cultural Knowledge Acquisition & LM Benchmarking,yes
Copyright Traps for Large Language Models,yes
HiRE: High Recall Approximate Top-$k$ Estimation for Efficient LLM Inference,no
Developing a Framework for Auditing Large Language Models Using Human-in-the-Loop,yes
AuditLLM: A Tool for Auditing Large Language Models Using Multiprobe Approach,yes
ICDPO: Effectively Borrowing Alignment Capability of Others via In-context Direct Preference Optimization,no
Trained Without My Consent: Detecting Code Inclusion In Language Models Trained on Code,yes
"Attacks, Defenses and Evaluations for LLM Conversation Safety: A Survey",yes
Leveraging Large Language Models for Enhanced NLP Task Performance through Knowledge Distillation and Optimized Training Strategies,no
Personalized Large Language Models,yes
Self-Alignment for Factuality: Mitigating Hallucinations in LLMs via Self-Evaluation,yes
SyntaxShap: Syntax-aware Explainability Method for Text Generation,no
Scaling the Authoring of AutoTutors with Large Language Models,no
Ten Words Only Still Help: Improving Black-Box AI-Generated Text Detection via Proxy-Guided Efficient Re-Sampling,yes
(Ir)rationality and Cognitive Biases in Large Language Models,yes
"Rapid Adoption, Hidden Risks: The Dual Impact of Large Language Model Customization",yes
Leveraging the Context through Multi-Round Interactions for Jailbreaking Attacks,yes
Attacking Large Language Models with Projected Gradient Descent,yes
Into the Unknown: Self-Learning Large Language Models,yes
Exploring the Adversarial Capabilities of Large Language Models,yes
MPIrigen: MPI Code Generation through Domain-Specific Language Models,no
Play Guessing Game with LLM: Indirect Jailbreak Attack with Implicit Clues,no
Soft Prompt Threats: Attacking Safety Alignment and Unlearning in Open-Source LLMs through the Embedding Space,yes
L3GO: Language Agents with Chain-of-3D-Thoughts for Generating Unconventional Objects,no
FGeo-TP: A Language Model-Enhanced Solver for Geometry Problems,no
SLEB: Streamlining LLMs through Redundancy Verification and Elimination of Transformer Blocks,no
Towards better Human-Agent Alignment: Assessing Task Utility in LLM-Powered Applications,no
Multi-Query Focused Disaster Summarization via Instruction-Based Prompting,no
SafeDecoding: Defending against Jailbreak Attacks via Safety-Aware Decoding,yes
GrounDial: Human-norm Grounded Safe Dialog Response Generation,yes
Generalization in Healthcare AI: Evaluation of a Clinical Large Language Model,yes
Open-Vocabulary Segmentation with Unpaired Mask-Text Supervision,no
MUSTARD: Mastering Uniform Synthesis of Theorem and Proof Data,no
Using Counterfactual Tasks to Evaluate the Generality of Analogical Reasoning in Large Language Models,yes
Premise Order Matters in Reasoning with Large Language Models,yes
MaxMin-RLHF: Towards Equitable Alignment of Large Language Models with Diverse Human Preferences,no
Tree-Based Hard Attention with Self-Motivation for Large Language Models,yes
Large Language Model with Graph Convolution for Recommendation,no
GhostWriter: Augmenting Collaborative Human-AI Writing Experiences Through Personalization and Agency,no
"eCeLLM: Generalizing Large Language Models for E-commerce from Large-scale, High-quality Instruction Data",yes
Combining Insights From Multiple Large Language Models Improves Diagnostic Accuracy,no
"ChatGPT vs LLaMA: Impact, Reliability, and Challenges in Stack Overflow Discussions",no
Rethinking Machine Unlearning for Large Language Models,no
"GLoRe: When, Where, and How to Improve LLM Reasoning via Global and Local Refinements",no
Measuring and Controlling Instruction (In)Stability in Language Model Dialogs,no
JAMDEC: Unsupervised Authorship Obfuscation using Constrained Decoding over Small Language Models,no
LLM-driven Imitation of Subrational Behavior : Illusion or Reality?,yes
Mitigating Object Hallucination in Large Vision-Language Models via Classifier-Free Guidance,no
COLD-Attack: Jailbreaking LLMs with Stealthiness and Controllability,no
Human Curriculum Effects Emerge with In-Context Learning in Neural Networks,no
Improving Generalization in Semantic Parsing by Increasing Natural Language Variation,no
The Last JITAI? The Unreasonable Effectiveness of Large Language Models in Issuing Just-in-Time Adaptive Interventions: Fostering Physical Activity in a Prospective Cardiac Rehabilitation Setting,no
PIN: Positional Insert Unlocks Object Localisation Abilities in VLMs,yes
Tandem Transformers for Inference Efficient LLMs,yes
SemRel2024: A Collection of Semantic Textual Relatedness Datasets for 14 Languages,no
Knowledge Editing on Black-box Large Language Models,yes
PRompt Optimization in Multi-Step Tasks (PROMST): Integrating Human Feedback and Preference Alignment,no
Test-Time Backdoor Attacks on Multimodal Large Language Models,yes
Agent Smith: A Single Image Can Jailbreak One Million Multimodal LLM Agents Exponentially Fast,no
Auditing Counterfire: Evaluating Advanced Counterargument Generation with Evidence and Style,yes
The Application of ChatGPT in Responding to Questions Related to the Boston Bowel Preparation Scale,no
Lying Blindly: Bypassing ChatGPT's Safeguards to Generate Hard-to-Detect Disinformation Claims at Scale,yes
Large Language Models as Minecraft Agents,no
Punctuation Restoration Improves Structure Understanding without Supervision,yes
Unsupervised Evaluation of Code LLMs with Round-Trip Correctness,no
Evaluating the Data Model Robustness of Text-to-SQL Systems Based on Real User Queries,no
Visually Dehallucinative Instruction Generation,no
Eliciting Personality Traits in Large Language Models,no
Prompted Contextual Vectors for Spear-Phishing Detection,yes
ChatCell: Facilitating Single-Cell Analysis with Natural Language,yes
Towards Faithful and Robust LLM Specialists for Evidence-Based Question-Answering,yes
A Survey of Table Reasoning with Large Language Models,yes
BERT4FCA: A Method for Bipartite Link Prediction using Formal Concept Analysis and BERT,yes
Privacy-Preserving Language Model Inference with Instance Obfuscation,yes
Improving Black-box Robustness with In-Context Rewriting,no
BBox-Adapter: Lightweight Adapting for Black-Box Large Language Models,yes
LLaGA: Large Language and Graph Assistant,no
On Limitations of the Transformer Architecture,yes
Verified Multi-Step Synthesis using Large Language Models and Monte Carlo Tree Search,no
On the Resurgence of Recurrent Models for Long Sequences -- Survey and Research Opportunities in the Transformer Era,no
On the Self-Verification Limitations of Large Language Models on Reasoning and Planning Tasks,yes
Addressing cognitive bias in medical language models,yes
Relative Preference Optimization: Enhancing LLM Alignment through Contrasting Responses across Identical and Diverse Prompts,yes
Investigating the Impact of Data Contamination of Large Language Models in Text-to-SQL Translation,yes
Grounding Data Science Code Generation with Input-Output Specifications,yes
Beyond LLMs: Advancing the Landscape of Complex Reasoning,no
Why and When LLM-Based Assistants Can Go Wrong: Investigating the Effectiveness of Prompt-Based Interactions for Software Help-Seeking,yes
Lumos : Empowering Multimodal LLMs with Scene Text Recognition,yes
Refined Direct Preference Optimization with Synthetic Data for Behavioral Alignment of LLMs,no
Suppressing Pink Elephants with Direct Principle Feedback,yes
WildfireGPT: Tailored Large Language Model for Wildfire Analysis,no
Policy Improvement using Language Feedback Models,no
PoisonedRAG: Knowledge Poisoning Attacks to Retrieval-Augmented Generation of Large Language Models,yes
AI-Augmented Predictions: LLM Assistants Improve Human Forecasting Accuracy,no
Lissard: Long and Simple Sequential Reasoning Datasets,yes
Mercury: An Efficiency Benchmark for LLM Code Synthesis,yes
Do Membership Inference Attacks Work on Large Language Models?,yes
Differentially Private Zeroth-Order Methods for Scalable Large Language Model Finetuning,yes
Retrieval-Augmented Thought Process as Sequential Decision Making,no
"TELLER: A Trustworthy Framework for Explainable, Generalizable and Controllable Fake News Detection",yes
Quantitative knowledge retrieval from large language models,no
AIR-Bench: Benchmarking Large Audio-Language Models via Generative Comprehension,no
CyberMetric: A Benchmark Dataset for Evaluating Large Language Models Knowledge in Cybersecurity,no
"Large Language Models ""Ad Referendum"": How Good Are They at Machine Translation in the Legal Domain?",yes
The Sound of Healthcare: Improving Medical Transcription ASR Accuracy with Large Language Models,no
Detecting the Clinical Features of Difficult-to-Treat Depression using Synthetic Data from Large Language Models,no
G-Retriever: Retrieval-Augmented Generation for Textual Graph Understanding and Question Answering,no
Anchor-based Large Language Models,no
Step-On-Feet Tuning: Scaling Self-Alignment of LLMs via Bootstrapping,no
BreakGPT: A Large Language Model with Multi-stage Structure for Financial Breakout Detection,no
Secret Collusion Among Generative AI Agents,yes
T-RAG: Lessons from the LLM Trenches,no
Food Recommendation as Language Processing (F-RLP): A Personalized and Contextual Paradigm,yes
Pushing The Limit of LLM Capacity for Text Classification,no
Game Agent Driven by Free-Form Text Command: Using LLM-based Code Generation and Behavior Branch,yes
Benchmarking and Building Long-Context Retrieval Models with LoCo and M2-BERT,no
Large Language Models are Few-shot Generators: Proposing Hybrid Prompt Algorithm To Generate Webshell Escape Samples,no
Dólares or Dollars? Unraveling the Bilingual Prowess of Financial LLMs Between Spanish and English,no
Can LLMs Produce Faithful Explanations For Fact-checking? Towards Faithful Explainable Fact-Checking via Multi-Agent Debate,no
Exploring Perceptual Limitation of Multimodal Large Language Models,yes
Assessing Generalization for Subpopulation Representative Modeling via In-Context Learning,yes
Differentially Private Training of Mixture of Experts Models,no
Summing Up the Facts: Additive Mechanisms Behind Factual Recall in LLMs,no
ODIN: Disentangled Reward Mitigates Hacking in RLHF,yes
A Theoretical Analysis of Nash Learning from Human Feedback under General KL-Regularized Preference,yes
How do Large Language Models Navigate Conflicts between Honesty and Helpfulness?,no
TransGPT: Multi-modal Generative Pre-trained Transformer for Transportation,no
Beware of Words: Evaluating the Lexical Richness of Conversational Large Language Models,no
Synergizing Spatial Optimization with Large Language Models for Open-Domain Urban Itinerary Planning,yes
GraphTranslator: Aligning Graph Model to Large Language Model for Open-ended Tasks,no
Prompt Perturbation in Retrieval-Augmented Generation based Large Language Models,no
Large-Language-Model Empowered Dose Volume Histogram Prediction for Intensity Modulated Radiotherapy,no
Social Evolution of Published Text and The Emergence of Artificial Intelligence Through Large Language Models and The Problem of Toxicity and Bias,no
Effort and Size Estimation in Software Projects with Large Language Model-based Intelligent Interfaces,yes
Natural Language Reinforcement Learning,no
Graph Descriptive Order Improves Reasoning with Large Language Model,no
Using Large Language Models for Student-Code Guided Test Case Generation in Computer Science Education,no
Exploring the Impact of Large Language Models on Recommender Systems: An Extensive Review,yes
A Tale of Tails: Model Collapse as a Change of Scaling Laws,no
Fiddler: CPU-GPU Orchestration for Fast Inference of Mixture-of-Experts Models,no
Gemini Goes to Med School: Exploring the Capabilities of Multimodal Large Language Models on Medical Challenge Problems & Hallucinations,yes
REALM: RAG-Driven Enhancement of Multimodal Electronic Health Records Analysis via Large Language Models,no
DAEDRA: A language model for predicting outcomes in passive pharmacovigilance reporting,no
A Thorough Examination of Decoding Methods in the Era of LLMs,no
Whispers in the Machine: Confidentiality in LLM-integrated Systems,no
Generating Chain-of-Thoughts with a Direct Pairwise-Comparison Approach to Searching for the Most Promising Intermediate Thought,yes
Can LLMs Recognize Toxicity? Structured Toxicity Investigation Framework and Semantic-Based Metric,yes
UrbanKGent: A Unified Large Language Model Agent Framework for Urban Knowledge Graph Construction,no
"History, Development, and Principles of Large Language Models-An Introductory Survey",no
ChemLLM: A Chemical Large Language Model,no
Forecasting Events in Soccer Matches Through Language,yes
The Unreasonable Effectiveness of Eccentric Automatic Prompts,no
Estimating Player Performance in Different Contexts Using Fine-tuned Large Events Models,no
Is it safe to cross? Interpretable Risk Assessment with GPT-4V for Safety-Aware Street Crossing,no
Debating with More Persuasive LLMs Leads to More Truthful Answers,no
GLaM: Fine-Tuning Large Language Models for Domain Knowledge Graph Alignment via Neighborhood Partitioning and Generative Subgraph Encoding,yes
EntGPT: Linking Generative Large Language Models with Knowledge Bases,no
NICE: To Optimize In-Context Examples or Not?,yes
Feedback Loops With Language Models Drive In-Context Reward Hacking,yes
Understanding the Effects of Iterative Prompting on Truthfulness,yes
If Turing played piano with an artificial partner,no
