title,Mentions LLM Limitations
Evaluating Object Hallucination in Large Vision-Language Models,yes
Interactive Learning of Hierarchical Tasks from Dialog with GPT,no
Controllable Speaking Styles Using a Large Language Model,yes
Chain-of-Symbol Prompting Elicits Planning in Large Langauge Models,yes
Searching for Needles in a Haystack: On the Role of Incidental Bilingualism in PaLM's Translation Capability,no
M3KE: A Massive Multi-Level Multi-Subject Knowledge Evaluation Benchmark for Chinese Large Language Models,no
MemoryBank: Enhancing Large Language Models with Long-Term Memory,yes
A quantitative study of NLP approaches to question difficulty estimation,no
Language Model Tokenizers Introduce Unfairness Between Languages,yes
Prompt Engineering for Transformer-based Chemical Similarity Search Identifies Structurally Distinct Functional Analogues,no
A Survey on Zero Pronoun Translation,no
Large Language Models Leverage External Knowledge to Extend Clinical Insight Beyond Language Boundaries,yes
Improving Language Model Negotiation with Self-Play and In-Context Learning from AI Feedback,yes
Generation of 3D Molecules in Pockets via Language Model,no
Can Language Models Solve Graph Problems in Natural Language?,yes
Are You Copying My Model? Protecting the Copyright of Large Language Models for EaaS via Backdoor Watermark,yes
When Gradient Descent Meets Derivative-Free Optimization: A Match Made in Black-Box Scenario,no
AD-KD: Attribution-Driven Knowledge Distillation for Language Model Compression,no
Knowledge Card: Filling LLMs' Knowledge Gaps with Plug-in Specialized Language Models,yes
"""I'm fully who I am"": Towards Centering Transgender and Non-Binary Voices to Measure Biases in Open Language Generation",yes
Explaining black box text modules in natural language with language models,no
Smaller Language Models are Better Black-box Machine-Generated Text Detectors,yes
Knowledge Graph Completion Models are Few-shot Learners: An Empirical Study of Relation Labeling in E-commerce with LLMs,yes
CoEdIT: Text Editing by Task-Specific Instruction Tuning,no
Machine-Made Media: Monitoring the Mobilization of Machine-Generated Articles on Misinformation and Mainstream News Websites,yes
Sasha: Creative Goal-Oriented Reasoning in Smart Homes with Large Language Models,yes
SpecInfer: Accelerating Generative Large Language Model Serving with Tree-based Speculative Inference and Verification,no
A Video Is Worth 4096 Tokens: Verbalize Videos To Understand Them In Zero Shot,no
"What In-Context Learning ""Learns"" In-Context: Disentangling Task Recognition and Task Learning",yes
SatLM: Satisfiability-Aided Language Models Using Declarative Prompting,yes
StructGPT: A General Framework for Large Language Model to Reason over Structured Data,no
AI-Augmented Surveys: Leveraging Large Language Models and Surveys for Opinion Prediction,yes
Towards Expert-Level Medical Question Answering with Large Language Models,yes
Large Language Models are Built-in Autoregressive Search Engines,yes
Advising OpenMP Parallelization via a Graph-Based Approach with Transformers,no
Cooperation Is All You Need,no
Life of PII -- A PII Obfuscation Transformer,yes
MPI-rical: Data-Driven MPI Distributed Parallelism Assistance with Transformers,no
Generating coherent comic with rich story using ChatGPT and Stable Diffusion,no
A Preliminary Analysis on the Code Generation Capabilities of GPT-3.5 and Bard AI Models for Java Functions,no
Constructing and Interpreting Causal Knowledge Graphs from News,no
CWTM: Leveraging Contextualized Word Embeddings from BERT for Neural Topic Modeling,yes
Maybe Only 0.5% Data is Needed: A Preliminary Exploration of Low Training Data Instruction Tuning,yes
Retentive or Forgetful? Diving into the Knowledge Memorizing Mechanism of Language Models,yes
Weight-Inherited Distillation for Task-Agnostic BERT Compression,no
SGP-TOD: Building Task Bots Effortlessly via Schema-Guided LLM Prompting,yes
ChatGPT and the Labor Market: Unraveling the Effect of AI Discussions on Students' Earnings Expectations,no
Private Training Set Inspection in MLaaS,no
DATED: Guidelines for Creating Synthetic Datasets for Engineering Design Applications,no
Interactive Fashion Content Generation Using LLMs and Latent Diffusion Models,no
Small Models are Valuable Plug-ins for Large Language Models,yes
Large Language Models are Zero-Shot Rankers for Recommender Systems,yes
RL4F: Generating Natural Language Feedback with Reinforcement Learning for Repairing Model Outputs,yes
Interpretability at Scale: Identifying Causal Mechanisms in Alpaca,no
Exploring In-Context Learning Capabilities of Foundation Models for Generating Knowledge Graphs from Text,no
Knowledge Rumination for Pre-trained Language Models,yes
"Assessing Hidden Risks of LLMs: An Empirical Study on Robustness, Consistency, and Credibility",yes
Sensitivity and Robustness of Large Language Models to Prompt Template in Japanese Text Classification Tasks,yes
sustain.AI: a Recommender System to analyze Sustainability Reports,no
Schema-adaptable Knowledge Graph Construction,no
Natural Language Decomposition and Interpretation of Complex Utterances,yes
Unsupervised Sentence Representation Learning with Frequency-induced Adversarial Tuning and Incomplete Sentence Filtering,yes
NeuSTIP: A Novel Neuro-Symbolic Model for Link and Time Prediction in Temporal Knowledge Graphs,no
Text2Gender: A Deep Learning Architecture for Analysis of Blogger's Age and Gender,no
DarkBERT: A Language Model for the Dark Side of the Internet,no
Estimating the Causal Effects of Natural Logic Features in Neural NLI Models,no
Similarity-weighted Construction of Contextualized Commonsense Knowledge Graphs for Knowledge-intense Argumentation Tasks,no
Uncovering the Potential of ChatGPT for Discourse Analysis in Dialogue: An Empirical Study,yes
Text Classification via Large Language Models,yes
Coreference-aware Double-channel Attention Network for Multi-party Dialogue Reading Comprehension,no
Assessing the potential of AI-assisted pragmatic annotation: The case of apologies,no
C-Eval: A Multi-Level Multi-Discipline Chinese Evaluation Suite for Foundation Models,yes
Semantic Composition in Visually Grounded Language Models,yes
Large Language Model Guided Tree-of-Thought,yes
A Language Model of Java Methods with Train/Test Deduplication,no
$SmartProbe$: A Virtual Moderator for Market Research Surveys,yes
MatSci-NLP: Evaluating Scientific Language Models on Materials Science Language Tasks Using Text-to-Schema Modeling,no
Learning Non-linguistic Skills without Sacrificing Linguistic Proficiency,yes
Mobile-Env: An Evaluation Platform and Benchmark for LLM-GUI Interaction,yes
Watermarking Text Generated by Black-Box Language Models,yes
Make Prompt-based Black-Box Tuning Colorful: Boosting Model Generalization from Three Orthogonal Perspectives,no
Improving End-to-End SLU performance with Prosodic Attention and Distillation,no
ProKnow: Process Knowledge for Safety Constrained and Explainable Question Generation for Mental Health Diagnostic Assistance,yes
Beyond the Safeguards: Exploring the Security Risks of ChatGPT,yes
Investigating Emergent Goal-Like Behaviour in Large Language Models Using Experimental Economics,yes
GPT-Sentinel: Distinguishing Human and ChatGPT Generated Content,no
Leveraging Large Language Models in Conversational Recommender Systems,yes
CodeT5+: Open Code Large Language Models for Code Understanding and Generation,yes
Pre-trained Language Model with Prompts for Temporal Knowledge Graph Completion,no
Dual Use Concerns of Generative AI and Large Language Models,yes
Scalable Educational Question Generation with Pre-trained Language Models,no
"Bridging History with AI A Comparative Evaluation of GPT 3.5, GPT4, and GoogleBARD in Predictive Accuracy and Fact Checking",no
Improving Small Language Models on PubMedQA via Generative Data Augmentation,yes
NL2TL: Transforming Natural Languages to Temporal Logics using Large Language Models,yes
Knowledge Authoring for Rules and Actions,yes
TinyStories: How Small Can Language Models Be and Still Speak Coherent English?,yes
Learning to Reason over Scene Graphs: A Case Study of Finetuning GPT-2 into a Robot Language Model for Grounded Task Planning,no
Using Language Models to Detect Alarming Student Responses,no
Text2Cohort: Facilitating Intuitive Access to Biomedical Data with Natural Language Cohort Discovery,yes
PALR: Personalization Aware LLMs for Recommendation,no
Is ChatGPT Fair for Recommendation? Evaluating Fairness in Large Language Model Recommendation,yes
Generative AI: Implications and Applications for Education,yes
WEDGE: A multi-weather autonomous driving dataset built from generative vision-language models,no
LeXFiles and LegalLAMA: Facilitating English Multinational Legal Language Model Development,yes
Calibration-Aware Bayesian Learning,yes
ArtGPT-4: Towards Artistic-understanding Large Vision-Language Models with Enhanced Adapter,yes
"Perturbation-based QE: An Explainable, Unsupervised Word-level Quality Estimation Method for Blackbox Machine Translation",yes
Unlocking the Potential of Medical Imaging with ChatGPT's Intelligent Diagnostics,no
Instance Smoothed Contrastive Learning for Unsupervised Sentence Embedding,no
Synergistic Interplay between Search and Large Language Models for Information Retrieval,no
Prompt Learning to Mitigate Catastrophic Forgetting in Cross-lingual Transfer for Open-domain Dialogue Generation,yes
Surfacing Biases in Large Language Models using Contrastive Input Decoding,yes
Is ChatGPT a Good Causal Reasoner? A Comprehensive Evaluation,yes
MedGPTEval: A Dataset and Benchmark to Evaluate Responses of Large Language Models in Medicine,no
A Survey on Segment Anything Model (SAM): Vision Foundation Model Meets Prompt Engineering,no
Harvesting Event Schemas from Large Language Models,no
When Giant Language Brains Just Aren't Enough! Domain Pizzazz with Knowledge Sparkle Dust,yes
Masked Audio Text Encoders are Effective Multi-Modal Rescorers,no
Exploring Zero and Few-shot Techniques for Intent Classification,yes
Overinformative Question Answering by Humans and Machines,no
The ConceptARC Benchmark: Evaluating Understanding and Generalization in the ARC Domain,no
SmartPhone: Exploring Keyword Mnemonic with Auto-generated Verbal and Visual Cues,no
"Generative Pre-trained Transformer: A Comprehensive Review on Enabling Technologies, Potential Applications, Emerging Challenges, and Future Directions",yes
Are Machine Rationales (Not) Useful to Humans? Measuring and Improving Human Utility of Free-Text Rationales,yes
Simple Token-Level Confidence Improves Caption Correctness,no
Musketeer: Joint Training for Multi-task Vision Language Model with Task Explanation Prompts,no
Not All Languages Are Created Equal in LLMs: Improving Multilingual Capability by Cross-Lingual-Thought Prompting,yes
Recommendation as Instruction Following: A Large Language Model Empowered Recommendation Approach,yes
Self-Chained Image-Language Model for Video Localization and Question Answering,no
Evaluating Open-Domain Question Answering in the Era of Large Language Models,yes
Active Retrieval Augmented Generation,yes
Spear Phishing With Large Language Models,yes
Transformers for CT Reconstruction From Monoplanar and Biplanar Radiographs,no
Think Twice: Measuring the Efficiency of Eliminating Prediction Shortcuts of Question Answering Models,yes
Abugida Normalizer and Parser for Unicode texts,no
Detecting Idiomatic Multiword Expressions in Clinical Terminology using Definition-Based Representation Learning,no
INGENIOUS: Using Informative Data Subsets for Efficient Pre-Training of Language Models,no
Structured Chain-of-Thought Prompting for Code Generation,yes
BanglaBook: A Large-scale Bangla Dataset for Sentiment Analysis from Book Reviews,no
Chain-of-Dictionary Prompting Elicits Translation in Large Language Models,yes
How to Index Item IDs for Recommendation Foundation Models,no
ONCE: Boosting Content-based Recommendation with Both Open- and Closed-source Large Language Models,no
Long-Tailed Question Answering in an Open World,no
Domain Incremental Lifelong Learning in an Open World,no
How Good are Commercial Large Language Models on African Languages?,yes
Randomized Smoothing with Masked Inference for Adversarially Robust Text Classifications,yes
Do LLMs Understand User Preferences? Evaluating LLMs On User Rating Prediction,yes
ChatGPT-Like Large-Scale Foundation Models for Prognostics and Health Management: A Survey and Roadmaps,no
Autonomous GIS: the next-generation AI-powered GIS,no
BIOT: Cross-data Biosignal Learning in the Wild,no
Bot or Human? Detecting ChatGPT Imposters with A Single Question,yes
A Method to Automate the Discharge Summary Hospital Course for Neurology Patients,no
LACoS-BLOOM: Low-rank Adaptation with Contrastive objective on 8 bits Siamese-BLOOM,no
Text-To-Concept (and Back) via Cross-Model Alignment,no
VideoChat: Chat-Centric Video Understanding,no
Automatic Evaluation of Attribution by Large Language Models,yes
Evaluating Embedding APIs for Information Retrieval,yes
"Summarizing, Simplifying, and Synthesizing Medical Evidence Using GPT-3 (with Varying Success)",yes
Privacy-Preserving Prompt Tuning for Large Language Model Services,yes
"Large language models in biomedical natural language processing: benchmarks, baselines, and recommendations",yes
When ChatGPT for Computer Vision Will Come? From 2D to 3D,no
Davinci the Dualist: the mind-body divide in large language models and in human learners,yes
Talking with Machines: A Comprehensive Survey of Emergent Dialogue Systems,no
A Glimpse in ChatGPT Capabilities and its impact for AI research,no
Enriching language models with graph-based context information to better understand textual data,yes
GPT Models Meet Robotic Applications: Co-Speech Gesturing Chat System,no
Bits of Grass: Does GPT already know how to write like Whitman?,no
Generating medically-accurate summaries of patient-provider dialogue: A multi-stage approach using large language models,yes
Say What You Mean! Large Language Models Speak Too Positively about Negative Commonsense Knowledge,yes
Humans are Still Better than ChatGPT: Case of the IEEEXtreme Competition,yes
Adapter-TST: A Parameter Efficient Method for Multiple-Attribute Text Style Transfer,yes
Multilingual LLMs are Better Cross-lingual In-context Learners with Alignment,yes
Fast Distributed Inference Serving for Large Language Models,no
Are ChatGPT and GPT-4 General-Purpose Solvers for Financial Text Analytics? A Study on Several Typical Tasks,yes
Towards an Automatic Optimisation Model Generator Assisted with Generative Pre-trained Transformer,no
DeepTextMark: A Deep Learning-Driven Text Watermarking Approach for Identifying Large Language Model Generated Text,yes
Multilevel Sentence Embeddings for Personality Prediction,no
Exploring the Efficacy of ChatGPT in Analyzing Student Teamwork Feedback with an Existing Taxonomy,no
Vision-Language Models in Remote Sensing: Current Progress and Future Trends,no
CodeIE: Large Code Generation Models are Better Few-Shot Information Extractors,no
Policy Gradient Methods in the Presence of Symmetries and State Abstractions,no
InternGPT: Solving Vision-Centric Tasks by Interacting with ChatGPT Beyond Language,no
A Review of Vision-Language Models and their Performance on the Hateful Memes Challenge,no
TidyBot: Personalized Robot Assistance with Large Language Models,yes
Towards Building the Federated GPT: Federated Instruction Tuning,yes
Fine-tuning Language Models with Generative Adversarial Reward Modelling,yes
The Case Records of ChatGPT: Language Models and Complex Clinical Questions,yes
Large Language Models Humanize Technology,no
Effects of sub-word segmentation on performance of transformer language models,no
What is the best recipe for character-level encoder-only modelling?,no
Estimating related words computationally using language model from the Mahabharata -- an Indian epic,no
ChatGPT as a Text Simplification Tool to Remove Bias,yes
Large Language Models Need Holistically Thought in Medical Conversational QA,yes
PLM-GNN: A Webpage Classification Method based on Joint Pre-trained Language Model and Graph Neural Network,no
Large Language Model Programs,no
A Taxonomy of Foundation Model based Systems through the Lens of Software Architecture,yes
GPT-NAS: Evolutionary Neural Architecture Search with the Generative Pre-Trained Model,no
Alleviating Over-smoothing for Unsupervised Sentence Representation,no
Detection of depression on social networks using transformers and ensembles,no
The Vault: A Comprehensive Multilingual Dataset for Advancing Code Understanding and Generation,no
Robust Acoustic and Semantic Contextual Biasing in Neural Transducers for Speech Recognition,no
Distilling Script Knowledge from Large Language Models for Constrained Language Planning,no
StarCoder: may the source be with you!,no
SUR-adapter: Enhancing Text-to-Image Pre-trained Diffusion Models with Large Language Models,yes
MoT: Memory-of-Thought Enables ChatGPT to Self-Improve,yes
FrugalGPT: How to Use Large Language Models While Reducing Cost and Improving Performance,no
"Read, Diagnose and Chat: Towards Explainable and Interactive LLMs-Augmented Depression Detection in Social Media",no
Generating Phishing Attacks using ChatGPT,no
Accessible Instruction-Following Agent,yes
Knowledge-enhanced Agents for Interactive Text Games,yes
Vulnerability Detection Using Two-Stage Deep Learning Models,no
Coherent Wave Dynamics and Language Generation of a Generative Pre-trained Transformer,yes
"Dreams Are More ""Predictable'' Than You Think",no
ANALOGICAL -- A Novel Benchmark for Long Text Analogy Evaluation in Large Language Models,yes
Web Content Filtering through knowledge distillation of Large Language Models,yes
Revisiting Relation Extraction in the era of Large Language Models,yes
GersteinLab at MEDIQA-Chat 2023: Clinical Note Summarization from Doctor-Patient Conversations through Fine-tuning and In-context Learning,no
Explanation-based Finetuning Makes Models More Robust to Spurious Cues,yes
Knowledge Graph Guided Semantic Evaluation of Language Models For User Trust,yes
Imitation versus Innovation: What children can do that large language and language-and-vision models cannot (yet)?,no
NeuroComparatives: Neuro-Symbolic Distillation of Comparative Knowledge,yes
The impact and applications of ChatGPT: a systematic review of literature reviews,no
How Do In-Context Examples Affect Compositional Generalization?,yes
Learning Summary-Worthy Visual Representation for Abstractive Summarization in Video,yes
Influence of External Information on Large Language Models Mirrors Social Cognitive Patterns,yes
Algebra Error Classification with Large Language Models,yes
MultiModal-GPT: A Vision and Language Model for Dialogue with Humans,no
Augmented Large Language Models with Parametric Knowledge Guiding,yes
ChatGPT: Vision and Challenges,no
DEFENDER: DTW-Based Episode Filtering Using Demonstrations for Enhancing RL Safety,no
Differentially Private Attention Computation,yes
Enhancing Knowledge Graph Construction Using Large Language Models,yes
PreCog: Exploring the Relation between Memorization and Performance in Pre-trained Language Models,no
HiFi: High-Information Attention Heads Hold for Parameter-Efficient Model Adaptation,no
Prompted LLMs as Chatbot Modules for Long Open-domain Conversation,no
A Multi-Modal Context Reasoning Approach for Conditional Inference on Joint Textual and Visual Clues,no
Scene Text Recognition with Image-Text Matching-guided Dictionary,no
Event Knowledge Incorporation with Posterior Regularization for Event-Centric Question Answering,no
Sparks of Artificial General Recommender (AGR): Early Experiments with ChatGPT,yes
Language Independent Neuro-Symbolic Semantic Parsing for Form Understanding,yes
Prompt Tuning Inversion for Text-Driven Image Editing Using Diffusion Models,no
Improving Cross-Task Generalization with Step-by-Step Instructions,no
Unlocking Practical Applications in Legal Domain: Evaluation of GPT for Zero-Shot Semantic Annotation of Legal Texts,yes
Do Large Language Models Show Decision Heuristics Similar to Humans? A Case Study Using GPT-3.5,yes
Language Models Don't Always Say What They Think: Unfaithful Explanations in Chain-of-Thought Prompting,yes
Optimizing National Security Strategies through LLM-Driven Artificial Intelligence Integration,no
Stanford MLab at SemEval-2023 Task 10: Exploring GloVe- and Transformer-Based Methods for the Explainable Detection of Online Sexism,no
Empowering Language Model with Guided Knowledge Fusion for Biomedical Document Re-ranking,no
FACTIFY-5WQA: 5W Aspect-based Fact Verification through Question Answering,no
Unified Demonstration Retriever for In-Context Learning,no
"Perception, performance, and detectability of conversational artificial intelligence across 32 university courses",yes
Interpretable multimodal sentiment analysis based on textual modality descriptions by using large-scale language models,no
X-LLM: Bootstrapping Advanced Large Language Models by Treating Multi-Modalities as Foreign Languages,yes
Professional Certification Benchmark Dataset: The First 500 Jobs For Large Language Models,no
Controllable Mixed-Initiative Dialogue Generation through Prompting,yes
Artificial Neuropsychology: Are Large Language Models Developing Executive Functions?,yes
Exploring Human-Like Translation Strategy with Large Language Models,no
Rhetorical Role Labeling of Legal Documents using Transformers and Graph Neural Networks,no
An improved regret analysis for UCB-N and TS-N,no
Plan-and-Solve Prompting: Improving Zero-Shot Chain-of-Thought Reasoning by Large Language Models,yes
Self-Edit: Fault-Aware Code Editor for Code Generation,yes
Refining the Responses of LLMs by Themselves,no
Pre-training Language Model as a Multi-perspective Course Learner,yes
Knowledge Transfer from Teachers to Learners in Growing-Batch Reinforcement Learning,no
CHAI-DT: A Framework for Prompting Conversational Generative AI Agents to Actively Participate in Co-Creation,no
"Large Language Models in Sport Science & Medicine: Opportunities, Risks and Considerations",yes
On Contrastive Learning of Semantic Similarity forCode to Code Search,yes
Mask The Bias: Improving Domain-Adaptive Generalization of CTC-based ASR with Internal Language Model Estimation,yes
Adapting Transformer Language Models for Predictive Typing in Brain-Computer Interfaces,no
Harnessing the Power of BERT in the Turkish Clinical Domain: Pretraining Approaches for Limited Data Scenarios,yes
Neural Exploitation and Exploration of Contextual Bandits,no
Otter: A Multi-Modal Model with In-Context Instruction Tuning,no
Large Language Models in Ambulatory Devices for Home Health Diagnostics: A case study of Sickle Cell Anemia Management,yes
LMEye: An Interactive Perception Network for Large Language Models,yes
Vera: A General-Purpose Plausibility Estimation Model for Commonsense Statements,yes
DAMO-NLP at SemEval-2023 Task 2: A Unified Retrieval-augmented System for Multilingual Named Entity Recognition,no
Retrieval Augmented Chest X-Ray Report Generation using OpenAI GPT models,no
"Jointly Extracting Interventions, Outcomes, and Findings from RCT Reports with LLMs",yes
Now It Sounds Like You: Learning Personalized Vocabulary On Device,yes
In-context Learning as Maintaining Coherency: A Study of On-the-fly Machine Translation Using Large Language Models,no
T-SciQ: Teaching Multimodal Chain-of-Thought Reasoning via Mixed Large Language Model Signals for Science Question Answering,yes
NewsQuote: A Dataset Built on Quote Extraction and Attribution for Expert Recommendation in Fact-Checking,no
"Towards Applying Powerful Large AI Models in Classroom Teaching: Opportunities, Challenges and Prospects",yes
Simulating H.P. Lovecraft horror literature with the ChatGPT large language model,no
Using ChatGPT for Entity Matching,yes
Large Language Models for Automated Data Science: Introducing CAAFE for Context-Aware Automated Feature Engineering,no
MindGames: Targeting Theory of Mind in Large Language Models with Dynamic Epistemic Modal Logic,no
Improved Logical Reasoning of Language Models via Differentiable Symbolic Programming,yes
Block the Label and Noise: An N-Gram Masked Speller for Chinese Spell Checking,no
LLM-RM at SemEval-2023 Task 2: Multilingual Complex NER using XLM-RoBERTa,no
Open Information Extraction via Chunks,no
Verify-and-Edit: A Knowledge-Enhanced Chain-of-Thought Framework,yes
VicunaNER: Zero/Few-shot Named Entity Recognition using Vicuna,yes
LLM2Loss: Leveraging Language Models for Explainable Model Diagnostics,yes
Gpt-4: A Review on Advancements and Opportunities in Natural Language Processing,yes
Generating Virtual On-body Accelerometer Data from Virtual Textual Descriptions for Human Activity Recognition,no
Influence of various text embeddings on clustering performance in NLP,no
Can LLM Already Serve as A Database Interface? A BIg Bench for Large-Scale Database Grounded Text-to-SQLs,yes
Hybrid Transducer and Attention based Encoder-Decoder Modeling for Speech-to-Text Tasks,no
Principle-Driven Self-Alignment of Language Models from Scratch with Minimal Human Supervision,yes
Panda LLM: Training Data and Evaluation for Open-Sourced Chinese Instruction-Following Large Language Models,no
Improving Code Example Recommendations on Informal Documentation Using BERT and Query-Aware LSH: A Comparative Study,yes
Sentence Embedding Leaks More Information than You Expect: Generative Embedding Inversion Attack to Recover the Whole Sentence,yes
Rethinking Population-assisted Off-policy Reinforcement Learning,no
ChatGPT and Works Scholarly: Best Practices and Legal Pitfalls in Writing with AI,no
"Automatic Prompt Optimization with ""Gradient Descent"" and Beam Search",yes
An automatically discovered chain-of-thought prompt generalizes to novel models and datasets,yes
The AI generation gap: Are Gen Z students more interested in adopting generative AI such as ChatGPT in teaching and learning than their Gen X and Millennial Generation teachers?,no
Masked Structural Growth for 2x Faster Language Model Pre-training,no
Leveraging BERT Language Model for Arabic Long Document Classification,no
Caption Anything: Interactive Image Description with Diverse Multimodal Controls,no
"""Oops, Did I Just Say That?"" Testing and Repairing Unethical Suggestions of Large Language Models with Suggest-Critique-Reflect Process",yes
How to Enhance Causal Discrimination of Utterances: A Case on Affective Reasoning,yes
DN at SemEval-2023 Task 12: Low-Resource Language Text Classification via Multilingual Pretrained Language Model Fine-tuning,no
Analyzing Hong Kong's Legal Judgments from a Computational Linguistics point-of-view,no
Faithful Question Answering with Monte-Carlo Planning,yes
Should ChatGPT and Bard Share Revenue with Their Data Providers? A New Business Model for the AI Era,yes
PersonaLLM: Investigating the Ability of Large Language Models to Express Personality Traits,yes
Late-Binding Scholarship in the Age of AI: Navigating Legal and Normative Challenges of a New Form of Knowledge Production,no
Can LLMs Capture Human Preferences?,yes
"Governance of the AI, by the AI, and for the AI",no
AutoML-GPT: Automatic Machine Learning with GPT,yes
Personalized Abstractive Summarization by Tri-agent Generation Pipeline,yes
Black-box Prompt Tuning with Subspace Learning,yes
The System Model and the User Model: Exploring AI Dashboard Design,yes
Cognitive Reframing of Negative Thoughts through Human-Language Model Interaction,no
Shap-E: Generating Conditional 3D Implicit Functions,no
Cheaply Evaluating Inference Efficiency Metrics for Autoregressive Transformer APIs,yes
Lift Yourself Up: Retrieval-augmented Text Generation with Self Memory,yes
evaluating bert and parsbert for analyzing persian advertisement data,no
PTP: Boosting Stability and Performance of Prompt Tuning with Perturbation-Based Regularizer,no
"Plan, Eliminate, and Track -- Language Models are Good Teachers for Embodied Agents",yes
ChatGraph: Interpretable Text Classification by Converting ChatGPT Knowledge to Graphs,yes
Defending against Insertion-based Textual Backdoor Attacks via Attribution,no
"A Novel Plagiarism Detection Approach Combining BERT-based Word Embedding, Attention-based LSTMs and an Improved Differential Evolution Algorithm",no
Entity Tracking in Language Models,yes
Using Language Models on Low-end Hardware,no
Visual Chain of Thought: Bridging Logical Gaps with Multimodal Infillings,yes
CodeGen2: Lessons for Training LLMs on Programming and Natural Languages,no
Distilling Step-by-Step! Outperforming Larger Language Models with Less Training Data and Smaller Model Sizes,yes
Evaluating BERT-based Scientific Relation Classifiers for Scholarly Knowledge Graph Construction on Digital Library Collections,yes
WangLab at MEDIQA-Chat 2023: Clinical Note Generation from Doctor-Patient Conversations using Large Language Models,yes
Judgments of research co-created by generative AI: experimental evidence,yes
Exploring Linguistic Properties of Monolingual BERTs with Typological Classification among Languages,no
Zero-Shot Listwise Document Reranking with a Large Language Model,no
GPT-RE: In-context Learning for Relation Extraction using Large Language Models,yes
Gym-preCICE: Reinforcement Learning Environments for Active Flow Control,no
A Systematic Study of Knowledge Distillation for Natural Language Generation with Pseudo-Target Training,no
Exploring the Protein Sequence Space with Global Generative Models,no
Can Large Language Models Be an Alternative to Human Evaluations?,yes
Improving Contrastive Learning of Sentence Embeddings from AI Feedback,yes
Robust Multi-bit Natural Language Watermarking through Invariant Features,no
Few-shot Event Detection: An Empirical Study and a Unified View,no
SCOTT: Self-Consistent Chain-of-Thought Distillation,yes
GPTutor: a ChatGPT-powered programming tool for code explanation,no
Towards Imperceptible Document Manipulations against Neural Ranking Models,no
KEPLET: Knowledge-Enhanced Pretrained Language Model with Topic Entity Awareness,yes
Multimodal Procedural Planning via Dual Text-Image Prompting,yes
Vision Meets Definitions: Unsupervised Visual Word Sense Disambiguation Incorporating Gloss Information,no
Automated Code generation for Information Technology Tasks in YAML through Large Language Models,yes
Few-shot In-context Learning for Knowledge Base Question Answering,yes
Privacy-Preserving In-Context Learning for Large Language Models,yes
The Benefits of Bad Advice: Autocontrastive Decoding across Model Layers,no
FreeLM: Fine-Tuning-Free Language Model,no
AutoColor: Learned Light Power Control for Multi-Color Holograms,no
Finding Neurons in a Haystack: Case Studies with Sparse Probing,yes
From Words to Code: Harnessing Data for Program Synthesis from Natural Language,no
Why So Gullible? Enhancing the Robustness of Retrieval-Augmented Models against Counterfactual Noise,no
How to Unleash the Power of Large Language Models for Few-shot Relation Extraction?,no
Mitigating Approximate Memorization in Language Models via Dissimilarity Learned Policy,yes
Accelerating Neural Self-Improvement via Bootstrapping,no
FIREBALL: A Dataset of Dungeons and Dragons Actual-Play with Structured Game State Information,yes
"Huatuo-26M, a Large-scale Chinese Medical QA Dataset",yes
Improving Cancer Hallmark Classification with BERT-based Deep Learning Approach,no
VPGTrans: Transfer Visual Prompt Generator across LLMs,yes
Is Your Code Generated by ChatGPT Really Correct? Rigorous Evaluation of Large Language Models for Code Generation,yes
A Paradigm Shift: The Future of Machine Translation Lies with Large Language Models,yes
Complex Logical Reasoning over Knowledge Graphs using Large Language Models,yes
RadAdapt: Radiology Report Summarization via Lightweight Domain Adaptation of Large Language Models,yes
ADVISE: AI-accelerated Design of Evidence Synthesis for Global Development,no
Logion: Machine Learning for Greek Philology,no
SafeWebUH at SemEval-2023 Task 11: Learning Annotator Disagreement in Derogatory Text: Comparison of Direct Training vs Aggregation,no
CLIP-S$^4$: Language-Guided Self-Supervised Semantic Segmentation,no
Evaluating statistical language models as pragmatic reasoners,yes
Bridging the Gap: A Survey on Integrating (Human) Feedback for Natural Language Generation,yes
Large Linguistic Models: Analyzing theoretical linguistic abilities of LLMs,yes
Poisoning Language Models During Instruction Tuning,yes
Automated Paper Screening for Clinical Reviews Using Large Language Models,no
Learning to Reason and Memorize with Self-Notes,yes
An Iterative Algorithm for Rescaled Hyperbolic Functions Regression,no
Self-Evaluation Guided Beam Search for Reasoning,yes
How does GPT-2 compute greater-than?: Interpreting mathematical abilities in a pre-trained language model,no
Working Memory Capacity of ChatGPT: An Empirical Study,no
SMILE: Single-turn to Multi-turn Inclusive Language Expansion via ChatGPT for Mental Health Support,no
Using Large Language Models to Generate JUnit Tests: An Empirical Study,yes
NewsPanda: Media Monitoring for Timely Conservation Action,no
Beyond Classification: Financial Reasoning in State-of-the-Art Language Models,yes
Can ChatGPT Pass An Introductory Level Functional Language Programming Course?,no
"Students' Voices on Generative AI: Perceptions, Benefits, and Challenges in Higher Education",no
"A Review of ChatGPT Applications in Education, Marketing, Software Engineering, and Healthcare: Benefits, Drawbacks, and Research Directions",no
Instruction-ViT: Multi-Modal Prompts for Instruction Learning in ViT,no
"Speak, Memory: An Archaeology of Books Known to ChatGPT/GPT-4",no
NLNDE at SemEval-2023 Task 12: Adaptive Pretraining and Source Language Selection for Low-Resource Multilingual Sentiment Analysis,no
