title,Mentions LLM Limitations
Gym-saturation: an OpenAI Gym environment for saturation provers,no
Extraction of Sleep Information from Clinical Notes of Patients with Alzheimer's Disease Using Natural Language Processing,yes
Learning Bidirectional Translation between Descriptions and Actions with Small Paired Data,no
InstructionNER: A Multi-Task Instruction-Based Generative Framework for Few-shot NER,no
HyperPELT: Unified Parameter-Efficient Language Model Tuning for Both Language and Vision-and-Language Tasks,no
Semantic-Preserving Linguistic Steganography by Pivot Translation and Semantic-Aware Bins Coding,no
IT5: Large-scale Text-to-text Pretraining for Italian Language Understanding and Generation,no
The Unsurprising Effectiveness of Pre-Trained Vision Models for Control,no
Tensor Programs V: Tuning Large Neural Networks via Zero-Shot Hyperparameter Transfer,no
What Did You Say? Task-Oriented Dialog Datasets Are Not Conversational!?,yes
Multi-CPR: A Multi Domain Chinese Dataset for Passage Retrieval,no
Input-Tuning: Adapting Unfamiliar Inputs to Frozen Pretrained Models,yes
Learnable Irrelevant Modality Dropout for Multimodal Action Recognition on Modality-Specific Annotated Videos,no
Conditional Bilingual Mutual Information Based Adaptive Training for Neural Machine Translation,no
Graph Neural Network Enhanced Language Models for Efficient Multilingual Text Classification,no
Divide and Conquer: Text Semantic Matching with Disentangled Keywords and Intents,no
Leveraging Pre-trained BERT for Audio Captioning,no
Bridging the Gap Between Learning in Discrete and Continuous Environments for Vision-and-Language Navigation,no
Unfreeze with Care: Space-Efficient Fine-Tuning of Semantic Parsing Models,no
Training language models to follow instructions with human feedback,yes
Detecting Offensive Language on Social Networks: An End-to-end Detection Method based on Graph Attention Networks,no
LiteTransformerSearch: Training-free Neural Architecture Search for Efficient Language Models,yes
Deep Lexical Hypothesis: Identifying personality structure in natural language,no
"Vision-Language Intelligence: Tasks, Representation Learning, and Large Models",no
Improving Health Mentioning Classification of Tweets using Contrastive Adversarial Training,no
Quantum Reinforcement Learning via Policy Iteration,no
A Deep Neural Framework for Image Caption Generation Using GRU-Based Attention Mechanism,no
BoMD: Bag of Multi-label Descriptors for Noisy Chest X-ray Classification,yes
"Dialogue Summaries as Dialogue States (DS2), Template-Guided Summarization for Few-shot Dialogue State Tracking",no
Providing Insights for Open-Response Surveys via End-to-End Context-Aware Clustering,no
Integrating Contrastive Learning with Dynamic Models for Reinforcement Learning from Images,no
Parameter-Efficient Mixture-of-Experts Architecture for Pre-trained Language Models,no
Discontinuous Constituency and BERT: A Case Study of Dutch,no
HyperPrompt: Prompt-based Task-Conditioning of Transformers,no
E-LANG: Energy-Based Joint Inferencing of Super and Swift Language Models,no
BERT-LID: Leveraging BERT to Improve Spoken Language Identification,no
"""Is Whole Word Masking Always Better for Chinese BERT?"": Probing on Chinese Grammatical Error Correction",no
Fast-R2D2: A Pretrained Recursive Neural Network based on Pruned CKY for Grammar Induction and Text Representation,no
Exploring and Adapting Chinese GPT to Pinyin Input Method,no
The impact of lexical and grammatical processing on generating code from natural language,no
Provably Efficient Convergence of Primal-Dual Actor-Critic with Nonlinear Function Approximation,no
Text Smoothing: Enhance Various Data Augmentation Methods on Text Classification Tasks,no
Logical Fallacy Detection,yes
Confidence Based Bidirectional Global Context Aware Training Framework for Neural Machine Translation,yes
Avalanche RL: a Continual Reinforcement Learning Library,no
Cross-Lingual Text Classification with Multilingual Distillation and Zero-Shot-Aware Training,no
CINO: A Chinese Minority Pre-trained Language Model,no
Enhancing Legal Argument Mining with Domain Pre-training and Neural Networks,no
Controllable Natural Language Generation with Contrastive Prefixes,no
Toward Interpretable Semantic Textual Similarity via Optimal Transport-based Contrastive Sentence Learning,no
A Systematic Evaluation of Large Language Models of Code,yes
Multi-Level Contrastive Learning for Cross-Lingual Alignment,no
Bi-directional Joint Neural Networks for Intent Classification and Slot Filling,no
AugESC: Dialogue Augmentation with Large Language Models for Emotional Support Conversation,yes
Rethinking the Role of Demonstrations: What Makes In-Context Learning Work?,yes
Exploring Multi-Modal Representations for Ambiguity Detection & Coreference Resolution in the SIMMC 2.0 Challenge,no
TrimBERT: Tailoring BERT for Trade-offs,yes
Oolong: Investigating What Makes Transfer Learning Hard with Controlled Studies,yes
Capturing Failures of Large Language Models via Human Cognitive Biases,yes
Probing BERT's priors with serial reproduction chains,no
Ask2Mask: Guided Data Selection for Masked Speech Modeling,yes
BERTVision -- A Parameter-Efficient Approach for Question Answering,no
Pretraining without Wordpieces: Learning Over a Vocabulary of Millions of Words,no
Leveraging Unimodal Self-Supervised Learning for Multimodal Audio-Visual Speech Recognition,no
From Natural Language to Simulations: Applying GPT-3 Codex to Automate Simulation Modeling of Logistics Systems,no
Using calibrator to improve robustness in Machine Reading Comprehension,no
Sky Computing: Accelerating Geo-distributed Computing in Federated Learning,no
Consistent Dropout for Policy Gradient Reinforcement Learning,no
Knowledge Augmented BERT Mutual Network in Multi-turn Spoken Dialogues,no
Speciesist bias in AI -- How AI applications perpetuate discrimination and unfair outcomes against animals,yes
Improving CTC-based speech recognition via knowledge transferring from pre-trained language models,no
Korean Tokenization for Beam Search Rescoring in Speech Recognition,no
VU-BERT: A Unified framework for Visual Dialog,no
Items from Psychometric Tests as Training Data for Personality Profiling Models of Twitter Users,no
BERT WEAVER: Using WEight AVERaging to enable lifelong learning for transformer-based models in biomedical semantic search engines,no
Adaptive Discounting of Implicit Language Models in RNN-Transducers,yes
Don't Touch What Matters: Task-Aware Lipschitz Data Augmentation for Visual Reinforcement Learning,no
StyleBERT: Chinese pretraining by font style information,no
GPT-based Open-Ended Knowledge Tracing,yes
Contextual Semantic Embeddings for Ontology Subsumption Prediction,no
Reward Modeling for Mitigating Toxicity in Transformer-based Language Models,yes
"Do Transformers know symbolic rules, and would we know if they did?",no
From FreEM to D'AlemBERT: a Large Corpus and a Language Model for Early Modern French,no
Mixture-of-Experts with Expert Choice Routing,no
Evaluating the Construct Validity of Text Embeddings with Application to Survey Questions,no
AMS_ADRN at SemEval-2022 Task 5: A Suitable Image-text Multimodal Joint Modeling Method for Multi-task Misogyny Identification,no
SGPT: GPT Sentence Embeddings for Semantic Search,yes
An alternative approach to train neural networks using monotone variational inequality,no
LAMP: Extracting Text from Gradients with Language Model Priors,no
A Survey of Knowledge-Intensive NLP with Pre-Trained Language Models,no
Mining On Alzheimer's Diseases Related Knowledge Graph to Identity Potential AD-related Semantic Triples for Drug Repurposing,no
Revisiting Over-smoothing in BERT from the Perspective of Graph,no
When BERT Meets Quantum Temporal Convolution Learning for Text Classification in Heterogeneous Computing,no
Knowledge-informed Molecular Learning: A Survey on Paradigm Transfer,no
FAMIE: A Fast Active Learning Framework for Multilingual Information Extraction,no
GraphNLI: A Graph-based Natural Language Inference Model for Polarity Prediction in Online Debates,no
Capitalization Normalization for Language Modeling with an Accurate and Efficient Hierarchical RNN Model,no
XFBoost: Improving Text Generation with Controllable Decoders,no
Information Extraction in Low-Resource Scenarios: Survey and Perspective,yes
No One Left Behind: Inclusive Federated Learning over Heterogeneous Devices,no
Should You Mask 15% in Masked Language Modeling?,yes
Knowledge Transfer from Large-scale Pretrained Language Models to End-to-end Speech Recognizers,yes
"A Survey of Pretraining on Graphs: Taxonomy, Methods, and Applications",yes
Multimodal Emotion Recognition using Transfer Learning from Speaker Recognition and BERT-based models,no
"Tomayto, Tomahto. Beyond Token-level Answer Equivalence for Question Answering Evaluation",no
Predicting on the Edge: Identifying Where a Larger Model Does Better,yes
Quantifying Memorization Across Neural Language Models,yes
Defending against Reconstruction Attacks with Rényi Differential Privacy,no
"BLUE at Memotion 2.0 2022: You have my Image, my Text and my Transformer",no
Toxic Comments Hunter : Score Severity of Toxic Comments,no
Impact of Pretraining Term Frequencies on Few-Shot Reasoning,no
Text-Based Action-Model Acquisition for Planning,no
QuadSim: A Quadcopter Rotational Dynamics Simulation Framework For Reinforcement Learning Algorithms,no
Punctuation restoration in Swedish through fine-tuned KB-BERT,no
CodeFill: Multi-token Code Completion by Jointly Learning from Structure and Naming Sequences,no
"Can Machines Help Us Answering Question 16 in Datasheets, and In Turn Reflecting on Inappropriate Content?",yes
Neighborhood Contrastive Learning for Scientific Document Representations with Citation Embeddings,no
UserBERT: Modeling Long- and Short-Term User Preferences via Self-Supervision,no
Deduplicating Training Data Mitigates Privacy Risks in Language Models,yes
"Modeling Intention, Emotion and External World in Dialogue Systems",no
Assessment of contextualised representations in detecting outcome phrases in clinical trials,yes
ET-BERT: A Contextualized Datagram Representation with Pre-training Transformers for Encrypted Traffic Classification,yes
Semantic-Oriented Unlabeled Priming for Large-Scale Language Models,yes
Indication as Prior Knowledge for Multimodal Disease Classification in Chest Radiographs with Transformers,no
USTED: Improving ASR with a Unified Speech and Text Encoder-Decoder,no
A multi-task semi-supervised framework for Text2Graph & Graph2Text,no
Maximizing Communication Efficiency for Large-scale Training via 0/1 Adam,yes
White-Box Attacks on Hate-speech BERT Classifiers in German with Explicit and Implicit Character Level Defense,no
HaT5: Hate Language Identification using Text-to-Text Transfer Transformer,no
What Does it Mean for a Language Model to Preserve Privacy?,yes
Describing image focused in cognitive and visual details for visually impaired people: An approach to generating inclusive paragraphs,no
Locating and Editing Factual Associations in GPT,no
Improving Automatic Speech Recognition for Non-Native English with Transfer Learning and Language Model Decoding,no
Zero Shot Learning for Predicting Energy Usage of Buildings in Sustainable Design,no
InPars: Data Augmentation for Information Retrieval using Large Language Models,no
Slovene SuperGLUE Benchmark: Translation and Evaluation,no
Predicting Human Similarity Judgments Using Large Language Models,no
Topic Discovery via Latent Space Clustering of Pretrained Language Model Representations,yes
Generating Training Data with Language Models: Towards Zero-Shot Language Understanding,no
Social Media as an Instant Source of Feedback on Water Quality,no
Can Open Domain Question Answering Systems Answer Visual Knowledge Questions?,no
The Volcspeech system for the ICASSP 2022 multi-channel multi-party meeting transcription challenge,no
Exploring the Limits of Domain-Adaptive Training for Detoxifying Large-Scale Language Models,yes
Logical Reasoning for Task Oriented Dialogue Systems,yes
Using a Language Model in a Kiosk Recommender System at Fast-Food Restaurants,no
PGMax: Factor Graphs for Discrete Probabilistic Graphical Models and Loopy Belief Propagation in JAX,no
DALL-Eval: Probing the Reasoning Skills and Social Biases of Text-to-Image Generation Models,no
Differentiable N-gram Objective on Abstractive Summarization,no
TimeLMs: Diachronic Language Models from Twitter,no
skrl: Modular and Flexible Library for Reinforcement Learning,no
What are the best systems? New perspectives on NLP Benchmarking,no
Semantic features of object concepts generated with GPT-3,no
How to Understand Masked Autoencoders,no
Causal Scene BERT: Improving object detection by searching for challenging groups of data,no
ECRECer: Enzyme Commission Number Recommendation and Benchmarking based on Multiagent Dual-core Learning,no
Survey of Hallucination in Natural Language Generation,yes
HistBERT: A Pre-trained Language Model for Diachronic Lexical Semantic Analysis,no
Do Language Models Learn Position-Role Mappings?,yes
Universal Spam Detection using Transfer Learning of BERT Model,no
Cedille: A large autoregressive French language model,no
Fine-Tuning Approach for Arabic Offensive Language Detection System: BERT-Based Model,yes
Soft Actor-Critic with Inhibitory Networks for Faster Retraining,no
Evaluating natural language processing models with generalization metrics that do not need access to any training or testing data,no
"Ethics, Rules of Engagement, and AI: Neural Narrative Mapping Using Large Transformer Language Models",no
Classification on Sentence Embeddings for Legal Assistance,no
Multilingual Hate Speech and Offensive Content Detection using Modified Cross-entropy Loss,yes
JARVix at SemEval-2022 Task 2: It Takes One to Know One? Idiomaticity Detection using Zero and One-Shot Learning,yes
Webly Supervised Concept Expansion for General Purpose Vision Models,no
StonkBERT: Can Language Models Predict Medium-Run Stock Price Movements?,no
From Discrimination to Generation: Knowledge Graph Completion with Generative Transformer,no
Temporal Attention for Language Models,no
A Benchmark Corpus for the Detection of Automatically Generated Text in Academic Publications,no
A Unified Training Process for Fake News Detection based on Fine-Tuned BERT Model,no
Self-supervised Learning with Random-projection Quantizer for Speech Recognition,no
Pre-Trained Language Models for Interactive Decision-Making,no
mSLAM: Massively multilingual joint pre-training for speech and text,no
ASR-Aware End-to-end Neural Diarization,no
Unified Scaling Laws for Routed Language Models,no
"L3Cube-MahaCorpus and MahaBERT: Marathi Monolingual Corpus, Marathi BERT Language Models, and Resources",no
Pop Quiz! Can a Large Language Model Help With Reverse Engineering?,yes
RescoreBERT: Discriminative Speech Recognition Rescoring with BERT,no
GatorTron: A Large Clinical Language Model to Unlock Patient Information from Unstructured Electronic Health Records,yes
Robust Training of Neural Networks Using Scale Invariant Architectures,no
What Has Been Enhanced in my Knowledge-Enhanced Language Model?,yes
Co-training Improves Prompt-based Learning for Large Language Models,yes
A Semi-Supervised Deep Clustering Pipeline for Mining Intentions From Texts,no
BEA-Base: A Benchmark for ASR of Spontaneous Hungarian,no
Examining Scaling and Transfer of Language Model Architectures for Machine Translation,yes
AlphaDesign: A graph protein design method and benchmark on AlphaFoldDB,no
Transformer-based Models of Text Normalization for Speech Applications,no
Learning affective meanings that derives the social behavior using Bidirectional Encoder Representations from Transformers,no
Score vs. Winrate in Score-Based Games: which Reward for Reinforcement Learning?,no
Assessment of DeepONet for reliability analysis of stochastic nonlinear dynamical systems,no
Disaster Tweets Classification using BERT-Based Language Model,no
Similarity Learning based Few Shot Learning for ECG Time Series Classification,no
A Frustratingly Simple Approach for End-to-End Image Captioning,no
MVPTR: Multi-Level Semantic Alignment for Vision-Language Pre-Training via Multi-Stage Learning,no
AutoDistil: Few-shot Task-agnostic Neural Architecture Search for Distilling Large Language Models,no
ScaLA: Accelerating Adaptation of Pre-Trained Transformer-Based Language Models via Efficient Large-Batch Adversarial Noise,yes
Neuro-Symbolic Language Modeling with Automaton-augmented Retrieval,no
Schema-Free Dependency Parsing via Sequence Generation,no
Describing Differences between Text Distributions with Natural Language,no
A Post-Quantum Associative Memory,no
From data to functa: Your data point is a function and you can treat it like one,no
"Protum: A New Method For Prompt Tuning Based on ""[MASK]""",no
"Using DeepSpeed and Megatron to Train Megatron-Turing NLG 530B, A Large-Scale Generative Language Model",no
Chain-of-Thought Prompting Elicits Reasoning in Large Language Models,no
"""That's so cute!"": The CARE Dataset for Affective Response Detection",no
Multiple-Source Domain Adaptation via Coordinated Domain Encoders and Paired Classifiers,no
Neural-FST Class Language Model for End-to-End Speech Recognition,no
Clinical-Longformer and Clinical-BigBird: Transformers for long clinical sequences,yes
Going Extreme: Comparative Analysis of Hate Speech in Parler and Gab,yes
Grad2Task: Improved Few-shot Text Classification Using Gradients for Task Representation,no
Synchromesh: Reliable code generation from pre-trained language models,yes
DiscoScore: Evaluating Text Generation with BERT and Discourse Coherence,yes
Language-biased image classification: evaluation based on semantic representations,no
Learning To Recognize Procedural Activities with Distant Supervision,no
FiNCAT: Financial Numeral Claim Analysis Tool,no
On the Effectiveness of Pinyin-Character Dual-Decoding for End-to-End Mandarin Chinese ASR,no
Internal Language Model Estimation Through Explicit Context Vector Learning for Attention-based Encoder-decoder ASR,no
Self-supervised 3D Semantic Representation Learning for Vision-and-Language Navigation,no
Neural Grapheme-to-Phoneme Conversion with Pre-trained Grapheme Models,no
A Unified Strategy for Multilingual Grammatical Error Correction with Pre-trained Cross-Lingual Language Model,no
Whose Language Counts as High Quality? Measuring Language Ideologies in Text Data Selection,no
Differentially Private Temporal Difference Learning with Stochastic Nonconvex-Strongly-Concave Optimization,no
BERTHA: Video Captioning Evaluation Via Transfer-Learned Human Assessment,no
Pre-Trained Language Transformers are Universal Image Classifiers,no
Multimodal data matters: language model pre-training over structured and unstructured electronic health records,no
Documenting Geographically and Contextually Diverse Data Sources: The BigScience Catalogue of Language Data and Resources,no
Relational Memory Augmented Language Models,no
Unified Multimodal Punctuation Restoration Framework for Mixed-Modality Corpus,no
Synthetic Books,no
Emotion-based Modeling of Mental Disorders on Social Media,no
An Application of Pseudo-Log-Likelihoods to Natural Language Scoring,no
A Large and Diverse Arabic Corpus for Language Modeling,no
Chinese Word Segmentation with Heterogeneous Graph Neural Network,no
Nearest Class-Center Simplification through Intermediate Layers,no
Recurrent Neural Networks with Mixed Hierarchical Structures and EM Algorithm for Natural Language Processing,no
Less is Less: When Are Snippets Insufficient for Human vs Machine Relevance Estimation?,no
A Comparative Study on Language Models for Task-Oriented Dialogue Systems,no
Deep Q-learning: a robust control approach,no
Identifying Adversarial Attacks on Text Classifiers,no
AutoDistill: an End-to-End Framework to Explore and Distill Hardware-Efficient Language Models,no
Black-box Prompt Learning for Pre-trained Language Models,no
Transfer Learning Approaches for Building Cross-Language Dense Retrieval Models,no
Cheating Automatic Short Answer Grading: On the Adversarial Usage of Adjectives and Adverbs,yes
End-to-end Generative Pretraining for Multimodal Video Captioning,no
LEMON: Language-Based Environment Manipulation via Execution-Guided Pre-training,no
Sentiment Analysis: Predicting Yelp Scores,no
AstBERT: Enabling Language Model for Financial Code Understanding with Abstract Syntax Trees,yes
Near-Optimal Sparse Allreduce for Distributed Deep Learning,no
TourBERT: A pretrained language model for the tourism industry,no
GAP-Gen: Guided Automatic Python Code Generation,no
Many Ways to Be Lonely: Fine-Grained Characterization of Loneliness and Its Potential Changes in COVID-19,no
Fooling MOSS Detection with Pretrained Language Models,no
Unveiling Project-Specific Bias in Neural Code Models,yes
Language Models as Zero-Shot Planners: Extracting Actionable Knowledge for Embodied Agents,yes
Accelerating Representation Learning with View-Consistent Dynamics in Data-Efficient Reinforcement Learning,no
CoAuthor: Designing a Human-AI Collaborative Writing Dataset for Exploring Language Model Capabilities,yes
Label Dependent Attention Model for Disease Risk Prediction Using Multimodal Electronic Health Records,yes
Hierarchical Neural Network Approaches for Long Document Classification,yes
Towards a Cleaner Document-Oriented Multilingual Crawled Corpus,no
Language Model-Based Paired Variational Autoencoders for Robotic Language Learning,no
"MuLVE, A Multi-Language Vocabulary Evaluation Data Set",no
Unintended Bias in Language Model-driven Conversational Recommendation,yes
Korean-Specific Dataset for Table Question Answering,no
Natural Language Deduction through Search over Statement Compositions,no
Memory-assisted prompt editing to improve GPT-3 after deployment,yes
UnifiedSKG: Unifying and Multi-Tasking Structured Knowledge Grounding with Text-to-Text Language Models,no
WANLI: Worker and AI Collaboration for Natural Language Inference Dataset Creation,no
Automatic Correction of Syntactic Dependency Annotation Differences,no
StolenEncoder: Stealing Pre-trained Encoders in Self-supervised Learning,no
Automatic Lexical Simplification for Turkish,no
Tailor Versatile Multi-modal Learning for Multi-label Emotion Recognition,no
A Novel Multi-Task Learning Method for Symbolic Music Emotion Recognition,no
Machine Learning for Food Review and Recommendation,no
The Dark Side of the Language: Pre-trained Transformers in the DarkNet,yes
Polarity and Subjectivity Detection with Multitask Learning and BERT Embedding,no
A Survey of Controllable Text Generation using Transformer-based Pre-trained Language Models,yes
CommonsenseQA 2.0: Exposing the Limits of AI through Gamification,yes
Applying a Generic Sequence-to-Sequence Model for Simple and Effective Keyphrase Generation,no
Assemble Foundation Models for Automatic Code Summarization,no
Multi-task Pre-training Language Model for Semantic Network Completion,no
Direct Mutation and Crossover in Genetic Algorithms Applied to Reinforcement Learning Tasks,no
Detection of Increased Time Intervals of Anti-Vaccine Tweets for COVID-19 Vaccine with BERT Model,no
Diagnosing BERT with Retrieval Heuristics,no
PromptBERT: Improving BERT Sentence Embeddings with Prompts,no
A Feature Extraction based Model for Hate Speech Identification,no
Quantifying Robustness to Adversarial Word Substitutions,yes
Polish Natural Language Inference and Factivity -- an Expert-based Dataset and Benchmarks,no
Black-Box Tuning for Language-Model-as-a-Service,no
BERT for Sentiment Analysis: Pre-trained and Fine-Tuned Alternatives,no
Latency Adjustable Transformer Encoder for Language Understanding,yes
Handwriting recognition and automatic scoring for descriptive answers in Japanese language tests,no
Semantic and sentiment analysis of selected Bhagavad Gita translations using BERT-based language framework,no
Medication Error Detection Using Contextual Language Models,no
An Ensemble Approach to Acronym Extraction using Transformers,no
Imagined versus Remembered Stories: Quantifying Differences in Narrative Flow,yes
Textual Data Augmentation for Arabic-English Code-Switching Speech Recognition,no
"An Opinion Mining of Text in COVID-19 Issues along with Comparative Study in ML, BERT & RNN",no
Self-Training Vision Language BERTs with a Unified Conditional Model,no
Improving Mandarin End-to-End Speech Recognition with Word N-gram Language Model,yes
Formal Analysis of Art: Proxy Learning of Visual Concepts from Style Through Language Models,yes
Learning Audio-Visual Speech Representation by Masked Multimodal Cluster Prediction,no
Comparison of biomedical relationship extraction methods and models for knowledge graph creation,no
Submix: Practical Private Prediction for Large-Scale Language Models,yes
Interactive Attention AI to translate low light photos to captions for night scene understanding in women safety,no
An Adversarial Benchmark for Fake News Detection Models,no
Which Student is Best? A Comprehensive Knowledge Distillation Exam for Task-Specific BERT Models,no
On Sensitivity of Deep Learning Based Text Classification Algorithms to Practical Input Perturbations,yes
Semantic Search for Large Scale Clinical Ontologies,no
