Title,Talks about LLMs,Rate,Evidence
LLM-driven Instruction Following: Progresses and Concerns,Yes,3,What concerns remain in LLM-driven instruction following?
Mitigating Societal Harms in Large Language Models,Yes,5,"We will provide an overview of potential social issues in language generation, including toxicity, social biases, misinformation, factual inconsistency, and privacy violations."
Creative Natural Language Generation,Yes,3,"Large language models such as GPT-3, GPT4, Claude etc., have advanced the state of the art in several natural language generation tasks such as text summarization and machine translation. However when it comes to open-ended tasks with a focus on creativity such as generating stories, poetry, or various forms of figurative language, these state-of-the-art language models are often found to be inadequate. This tutorial aims to bring awareness of the important and emerging research"
Fabricator: An Open Source Toolkit for Generating Labeled Training Data with Teacher LLMs,Yes,1,"Current research addresses this bottleneck by exploring a novel paradigm called zero-shot learning via dataset generation. Here, a powerful LLM is prompted with a task description to generate labeled data that can be used to train a downstream NLP model."
CHATREPORT: Democratizing Sustainability Disclosure Analysis through LLM-based Tools,Yes,3,"However, developing such tools is challenging due to (1) the hallucination of LLMs and (2) the inefficiency of bringing domain experts into the AI development loop."
RaLLe: A Framework for Developing and Evaluating Retrieval-Augmented Large Language Models,Yes,2,current libraries for building R-LLMs provide high-level abstractions without sufficient transparency for evaluating and optimizing prompts within specific inference processes such as retrieval and generation.
H2O Open Ecosystem for State-of-the-art Large Language Models,Yes,5,"LLMs represent a revolution in AI. However, they also pose many significant risks, such as the presence of biased, private, copyrighted or harmful text."
FLEEK: Factual Error Detection and Correction with Evidence Retrieved from External Knowledge,Yes,5,LLMs’ inability to attribute their claims to external knowledge and their tendency to hallucinate makes it difficult to rely on their responses.
CLEVA: Chinese Language Models EVAluation Platform,Yes,4,"The absence of a comprehensive Chinese benchmark that thoroughly assesses a model’s performance, the unstandardized and incomparable prompting procedure, and the prevalent risk of contamination pose major challenges in the current evaluation of Chinese LLMs."
MusicAgent: An AI Agent for Music Understanding and Generation with Large Language Models,Yes,1,"Inspired by the recent success of large language models (LLMs) in task automation, we develop a system, named MusicAgent, which integrates numerous music-related tools and an autonomous workflow to address user requirements."
MiniChain: A Small Library for Coding with Large Language Models,Yes,3,"LLMs are accurate enough, on average, to replace core functionality, yet make basic mistakes that demonstrate a lack of robustness."
Okapi: Instruction-tuned Large Language Models in Multiple Languages with Reinforcement Learning from Human Feedback,Yes,2,"existing open-source LLMs have only been instruction-tuned for English and a few popular languages, thus hindering their accessibility to many other languages in the world."
InsightPilot: An LLM-Empowered Automated Data Exploration System,Yes,1,"we introduce InsightPilot, an LLM (Large Language Model)-based, automated data exploration system designed to simplify the data exploration process."
Prompt2Model: Generating Deployable Models from Natural Language Instructions,Yes,3,LLMs are a step backward from traditional special-purpose NLP models; they require extensive computational resources for deployment and can be gated behind APIs.
NeMo Guardrails: A Toolkit for Controllable and Safe LLM Applications with Programmable Rails,Yes,1,NeMo Guardrails is an open-source toolkit for easily adding programmable guardrails to LLM-based conversational systems.
LM-Polygraph: Uncertainty Estimation for Language Models,Yes,5,"However, a significant challenge arises as these models often “hallucinate”, i.e., fabricate facts without providing users an apparent means to discern the veracity of their statements."
Prompterator: Iterate Efficiently towards More Effective Prompts,Yes,1,"Finding well-performing prompts, however, is a non-trivial task which requires experimentation in order to arrive at a prompt that solves a specific task."
Video-LLaMA: An Instruction-tuned Audio-Visual Language Model for Video Understanding,Yes,1,"Video-LLaMA enables video comprehension by tackling two challenges: (1) capturing the temporal changes in visual scenes, (2) integrating audio-visual signals."
Gatekeeper to save COGS and improve efficiency of Text Prediction,Yes,3,"As LLMs require massive amounts of computation and storage, such an approach incurs network and high execution cost."
Text2Topic: Multi-Label Text Classification System for Efficient Topic Detection in User Generated Content with Zero-Shot Capabilities,Yes,1,"The final model achieves accurate and comprehensive results compared to state-of-the-art baselines, including large language models (LLMs)."
Investigating Table-to-Text Generation Capabilities of Large Language Models in Real-World Information Seeking Scenarios,Yes,2,"a significant performance gap still exists between other open-sourced LLMs (e.g., Vicuna and LLaMA-2) and GPT-4 models."
WordArt Designer: User-Driven Artistic Typography Synthesis using Large Language Models,Yes,1,"This paper introduces WordArt Designer, a user-driven framework for artistic typography synthesis, relying on the Large Language Model (LLM). The system incorporates four key modules: the LLM Engine, SemTypo, StyTypo, and TexTypo modules. 1) The LLM Engine, empowered by the LLM (e.g. GPT-3.5), interprets user inputs and"
Empower Large Language Model to Perform Better on Industrial Domain-Specific Question Answering,Yes,3,"Large Language Model (LLM) has gained popularity and achieved remarkable results in open-domain tasks, but its performance in real industrial domain-specific scenarios is average due to its lack of specific domain knowledge. This issue has attracted widespread attention, but there are few relevant benchmarks available. In this paper, we provide a benchmark Question Answering (QA) dataset named MSQA, centered around Microsoft products and IT technical"
Building Real-World Meeting Summarization Systems using Large Language Models: A Practical Perspective,Yes,3,"Considering the privacy concerns of closed-source models for only being accessible via API, alongside the high cost associated with using fine-tuned versions of the closed-source models."
Building Real-World Meeting Summarization Systems using Large Language Models: A Practical Perspective,Yes.,2.,"""Considering the privacy concerns of closed-source models for only being accessible via API, alongside the high cost associated with using fine-tuned versions of the closed-source models."""
AART: AI-Assisted Red-Teaming with Diverse Data Generation for New LLM-powered Applications,Yes.,3.,"""This provides transparency of developers evaluation intentions and enables quick adaptation to new use cases and newly discovered model weaknesses."""
Are ChatGPT and GPT-4 General-Purpose Solvers for Financial Text Analytics? A Study on Several Typical Tasks,Yes.,2.,"""We report both the strengths and limitations of the current models by comparing them to the state-of-the-art fine-tuned approaches and the recently released domain-specific pretrained models."""
PILLOW: Enhancing Efficient Instruction Fine-tuning via Prompt Matching,Yes.,2.,"""Instruction fine-tuning has conventionally been employed to adapt Large Language Models (LLMs) to a variety of diverse tasks. Nonetheless, this technique often necessitates substantial computational resources, making it impractical for deployment by individuals or small-scale entities."""
CarExpert: Leveraging Large Language Models for In-Car Conversational Question Answering,Yes.,5.,"""leveraging LLMs for domain-specific question answering suffers from severe limitations. The generated answer tends to hallucinate due to the training data collection time (when using off-the-shelf), complex user utterance and wrong retrieval (in retrieval-augmented generation). Furthermore, due to the"
JarviX: A LLM No code Platform for Tabular Data Analysis and Optimization,Yes.,1.,"""JarviX is designed to employ Large Language Models (LLMs) to facilitate an automated guide and execute high-precision data analyzes on tabular datasets."""
"Self-Criticism: Aligning Large Language Models with their Understanding of Helpfulness, Honesty, and Harmlessness",Yes.,3.,"""RLHF, which incorporates independent reward models trained on high-quality human feedback datasets, incurs high costs in terms of hardware resources and human efforts."""
InstructPTS: Instruction-Tuning LLMs for Product Title Summarization,,,
LLM4Vis: Explainable Visualization Recommendation using ChatGPT,Yes.,1.,"""To address this research gap, we propose LLM4Vis, a novel ChatGPT-based prompting approach to perform visualization recommendation and return human-like explanations using very few demonstration examples."""
Harnessing LLMs for Temporal Data - A Study on Explainable Financial Time Series Forecasting,Yes.,1.,"""Furthermore, fine-tuned public LLMs, such as Open-LLaMA, can generate reasonable and explainable forecasts, although they underperform compared to GPT-4."""
"ViGPTQA - State-of-the-Art LLMs for Vietnamese Question Answering: System Overview, Core Models Training, and Evaluations",Yes.,3.,"""Large language models (LLMs) and their applications in low-resource languages (such as in Vietnamese) are limited due to lack of training data and benchmarking datasets."""
On Sample-Efficient Code Generation,Yes.,3.,"""Large language models often struggle to predict runtime behavior in code generation tasks, leading to a reliance on rejection sampling (best-of-n) to generate multiple code snippets then select the best."""
Graph Meets LLM: A Novel Approach to Collaborative Filtering for Robust Conversational Understanding,Yes.,1.,"""This paper then further explores the use of Large Language Models (LLMs) in conjunction with graph traversal, leading to a significant increase in index coverage for unseen interactions."""
DELPHI: Data for Evaluating LLMs’ Performance in Handling Controversial Issues,Yes.,4.,"""This dataset presents challenges concerning knowledge recency, safety, fairness, and bias."""
