Source,Title,Talks about LLMs,Rate,Evidence,Year,Month,Keyphrase
naacl2024,Branch-Solve-Merge Improves Large Language Model Evaluation and Generation,Yes.,5,however performance fall short due model̢s lack coherence inability plan decompose problem,2024,June,"Keyphrase: ""Lack of coherence and planning ability"""
naacl2024,Evaluating the Deductive Competence of Large Language Models,Yes.,5,test limit ability solve problem conventional form overall suggest unique reasoning bias partially predict human reasoning performance humangenerate corpora inform,2024,June,"Keyphrase: ""Limited problem-solving ability"""
naacl2024,Large Human Language Models: A Need and the Challenges,Yes.,4,time nlp become heavily reliant author bring fore range design consideration challenge term human aspect capture represent strategy pursue,2024,June,Keyphrase: Lack of human aspect representation
naacl2024,Hallucination Diversity-Aware Active Learning for Text Summarization,Yes.,5,show propensity hallucinate ie text factually incorrect unsupported exist alleviate hallucination typically require costly human annotation identify correct hallucination,2024,June,"Keyphrase: ""Factually incorrect hallucinations"""
naacl2024,Investigating Data Contamination in Modern Benchmarks for Large Language Models,Yes.,5,recent observation underscore disparity inflated benchmark score actual performance raise concern potential contamination evaluation benchmark,2024,June,"Keyphrase: ""Inflated benchmark scores"""
naacl2024,IndiBias: A Benchmark Dataset to Measure Social Biases in Language Models for Indian Context,Yes.,4,pervasive influence social bias spark need benchmark dataset capture evaluate bias observe exhibit bias across majority intersectional group,2024,June,"Keyphrase: ""Pervasive social bias"""
naacl2024,Revisiting Zero-Shot Abstractive Summarization in the Era of Large Language Models from the Perspective of Position Bias,Yes.,5,position bias capture tendency unfairly prioritize information certain part text lead undesirable behavior,2024,June,"Keyphrase: ""Position bias prioritization"""
naacl2024,Struc-Bench: Are Large Language Models Good at Generating Complex Structured Tabular Data?,Yes.,4,produce complex structured tabular remain challenge indepth error analysis create ability map across six dimension coverage format reasoning comprehension pragmatic hallucination highlight area future enhancement suggest forthcoming research trajectory,2024,June,"Keyphrase: ""Challenges with structured data comprehension"""
naacl2024,Advancing the Robustness of Large Language Models through Self-Denoised Smoothing,Yes.,5,although achieve significant success vulnerability adversarial perturbation include recent jailbreak attack raise considerable concern,2024,June,"Keyphrase: ""Vulnerability to adversarial attacks"""
naacl2024,Lost in Space: Probing Fine-grained Spatial Understanding in Vision and Language Resamplers,Yes.,5,finegraine require spatial understanding thoroughly examine show information largely absent resampler keep freeze training classifier,2024,June,"Keyphrase: ""Lack of fine-grained spatial understanding"""
naacl2024,The Impact of Language on Arithmetic Proficiency: A Multilingual Investigation with Cross-Agent Checking Computation,Yes.,5,paper critically examine arithmetic capability uncover significant limitation performance,2024,June,"Keyphrase: ""Limited arithmetic capability"""
naacl2024,DIALIGHT: Lightweight Multilingual Development and Evaluation of Task-Oriented Dialogue Systems with Large Language Models,Yes.,4,also identify significant challenge adherence taskspecific instruction multiple highlight area future research,2024,June,"Keyphrase: ""Difficulty in following task-specific instructions"""
naacl2024,OpinionGPT: Modelling Explicit Biases in Instruction-Tuned LLMs,Yes.,4,open research question concern inherent bias train response current research work seek debias suppress potentially biased,2024,June,"Keyphrase: ""Inherent bias"""
naacl2024,Exploring Inherent Biases in LLMs within Korean Social Context: A Comparative Analysis of ChatGPT and GPT-4,Yes.,4,critique perpetuate stereotype diverse group base race sexual orientation attribute finding indicate certain persona prompt combination consistently yield harmful content highlight potential risk associate specific personaissue alignment within korean cultural framework,2024,June,"Keyphrase: ""Perpetuation of harmful stereotypes"""
naacl2024,HybridBERT - Making BERT Pretraining More Efficient Through Hybrid Mixture of Attention Mechanisms,Yes.,5,pretraine phase extremely computeintensive require several highperformance compute device like gpu several day even month training crucial capture global also significant impact finetune major,2024,June,"Keyphrase: ""High computational requirements"""
naacl2024,Combating Security and Privacy Issues in the Era of Large Language Models,Yes.,5,tutorial seek provide systematic summary risk vulnerability security privacy copyright aspect recent solution address issue conclude discussion outline emergent challenge security privacy reliability deserve timely investigation community,2024,June,Keyphrase: Lack of robust security and privacy measures
