Source,Title,Talks about LLMs,Rate,Evidence,Year,Month,Keyphrase,Topic
acl2023,A New Dataset and Empirical Study for Sentence Simplification in Chinese,Yes.,1,"""In the end, we explore whether Large Language Models can serve as high-quality Chinese sentence simplification systems by evaluating them on CSS.""",2023,July,,
acl2023,AD-KD: Attribution-Driven Knowledge Distillation for Language Model Compression,Yes.,3,"""existing knowledge distillation methods suffer from two limitations. First, the student model simply imitates the teacher’s behavior while ignoring the reasoning behind it. Second, these methods usually focus on the transfer of sophisticated model-specific knowledge but overlook data-specific knowledge.""",2023,July,,
acl2023,Element-aware Summarization with Large Language Models: Expert-aligned Evaluation and Chain-of-Thought Method,Yes.,1,"""we observe the surprising zero-shot summary ability of LLMs, which addresses the issue of the inconsistent results between human preference and automatic evaluation metrics of LLMs’ zero-shot summaries in prior work.""",2023,July,,
acl2023,The CRINGE Loss: Learning what language not to model,Yes.,3,"""Growing evidence shows that even with very large amounts of positive training data, issues remain that can be alleviated with relatively small amounts of negative data – examples of what the model should not do.""",2023,July,,
acl2023,"My side, your side and the evidence: Discovering aligned actor groups and the narratives they weave",Yes.,1,"""With the help of Large Language Models (LLM), we address this task by",2023,July,,
acl2023,Benchmarking Large Language Model Capabilities for Conditional Generation,Yes.,3,"""Despite their ubiquitous use, the generation quality of language models is rarely evaluated when these models are introduced. Additionally, it is unclear how existing generation tasks–while they can be used to compare systems at a high level–relate to the real world use cases for which people have been adopting them.""",2023,July,,
acl2023,Searching for Needles in a Haystack: On the Role of Incidental Bilingualism in PaLM’s Translation Capability,Yes.,1,"""We investigate the role of incidental bilingualism—the unintentional consumption of bilingual signals, including translation examples—in explaining the translation capabilities of large language models, taking the Pathways Language Model (PaLM) as a case study.""",2023,July,,
acl2023,I2D2: Inductive Knowledge Distillation with NeuroLogic and Self-Imitation,Yes.,3,"""Commonsense capabilities of pre-trained language models dramatically improve with scale, leading many to believe that scale is the only winning recipe. But is it?"" and ""can smaller language models (e.g., GPT-2) win over models that are orders of magnitude larger and better (e.g., GPT-3), if powered with novel commonsense distillation algorithms?""",2023,July,,
acl2023,SeeGULL: A Stereotype Benchmark with Broad Geo-Cultural Coverage Leveraging Generative Models,,,,2023,July,,
acl2023,Cognitive Reframing of Negative Thoughts through Human-Language Model Interaction,Yes.,1,"""Our findings provide key implications for the use of LMs to assist people in overcoming negative thoughts.""",2023,July,,
acl2023,Interleaving Retrieval with Chain-of-Thought Reasoning for Knowledge-Intensive Multi-Step Questions,,,,2023,July,,
acl2023,Improved Instruction Ordering in Recipe-Grounded Conversation,Yes.,3,"""Analyzing the generated output of the GPT-J model, we reveal that the primary challenge for a recipe-grounded dialog system is how to provide the instructions in the correct order."" and ""we analyze its outputs and find that it also makes mistakes (10.7% of the responses), about half of which are out-of-order",2023,July,,
acl2023,Token-wise Decomposition of Autoregressive Language Model Hidden States for Analyzing Model Predictions,Yes.,3,"""the complex computations performed within each layer have made their behavior somewhat opaque"" and ""collocational association and repetitions of the same token largely explain the language models’ predictions on these tasks.""",2023,July,,
acl2023,Language Detoxification with Attribute-Discriminative Latent Space,Yes.,3,"""Transformer-based Language Models (LMs) have achieved impressive results on natural language understanding tasks, but they can also generate toxic text such as insults, threats, and profanity, limiting their real-world applications.""",2023,July,,
acl2023,Revisiting Token Dropping Strategy in Efficient BERT Pretraining,Yes.,3,"""Token dropping is prone to a semantic loss problem and falls short in handling semantic-intense tasks.""",2023,July,,
acl2023,Your spouse needs professional help: Determining the Contextual Appropriateness of Messages through Modeling Social Relationships,Yes.,1,"""we show that large language models can readily incorporate relationship information to accurately identify appropriateness in a given context.""",2023,July,,
acl2023,Measuring Inductive Biases of In-Context Learning with Underspecified Demonstrations,Yes.,3,"""the generalization behavior of ICL remains poorly understood"" and ""we find that, while many interventions can influence the learner to prefer a particular feature, it can be difficult to overcome strong prior biases.""",2023,July,,
acl2023,Introducing Semantics into Speech Encoders,Yes.,1,"""Recent studies find existing self-supervised speech encoders contain primarily acoustic rather than semantic information. As a result, pipelined supervised automatic speech recognition (ASR) to large language model (LLM) systems achieve state-of-the-art results on semantic spoken language tasks by utilizing rich semantic representations from the LLM.""",2023,July,,
acl2023,SSD-LM: Semi-autoregressive Simplex-based Diffusion Language Model for Text Generation and Modular Control,Yes.,1,"""Despite the growing success of diffusion models in continuous-valued domains (e.g., images), similar efforts for discrete domains such as text have yet to match the performance of autoregressive language models.""",2023,July,,
acl2023,"Recall, Expand, and Multi-Candidate Cross-Encode: Fast and Accurate Ultra-Fine Entity Typing",Yes.,1,"""CE concatenates a mention (and its context) with each type and feeds the pair into a pretrained language model (PLM) to score their relevance.""",2023,July,,
acl2023,"Understanding Factual Errors in Summarization: Errors, Summarizers, Datasets, Error Detectors",Yes.,3,"""Critically, our analysis shows that much of the recent improvement in the factuality detection space has been on summaries from older (pre-Transformer) models instead of more relevant recent summarization models.""",2023,July,,
acl2023,SLABERT Talk Pretty One Day: Modeling Second Language Acquisition with BERT,Yes.,1,"""Our findings call for further research using our novel Transformer-based SLA models and we would like to encourage it by releasing our code, data, and models.""",2023,July,,
acl2023,Contrastive Novelty-Augmented Learning: Anticipating Outliers with Large Language Models,Yes.,3,"""existing models are often overly confident on unseen classes.""",2023,July,,
acl2023,Rethinking the Role of Scale for In-Context Learning: An Interpretability-based Case Study at 66 Billion Scale,Yes.,3,"""Overall, our study provides several insights that indicate large language models may be under-trained for in-context learning and opens up questions on how to pre-train language models to more effectively perform in-context learning.""",2023,July,,
acl2023,ESCOXLM-R: Multilingual Taxonomy-driven Pre-training for the Job Market Domain,Yes.,1,"""In this study, we introduce a language model called ESCOXLM-R, based on XLM-R-large, which uses domain-adaptive pre-training on the European Skills, Competences, Qualifications and Occupations (ESCO) taxonomy, covering 27 languages.""",2023,July,,
acl2023,On the Blind Spots of Model-Based Evaluation Metrics for Text Generation,,,,2023,July,,
acl2023,Downstream Datasets Make Surprisingly Good Pretraining Corpora,Yes.,2,"""These findings are especially relevant in light of concerns about intellectual property and offensive content in web-scale pretraining data.""",2023,July,,
acl2023,Self-Instruct: Aligning Language Models with Self-Generated Instructions,Yes.,2,"""they depend heavily on human-written instruction data that is often limited in quantity, diversity, and creativity, therefore hindering the generality of the tuned model.""",2023,July,,
acl2023,LLM-Blender: Ensembling Large Language Models with Pairwise Ranking and Generative Fusion,Yes.,1,"""Our framework consists of two modules",2023,July,,
acl2023,Python Code Generation by Asking Clarification Questions,Yes.,3,"""While recent pretrained language models demonstrate remarkable performance for this task, these models fail when the given natural language description is under-specified.""",2023,July,,
acl2023,Towards Benchmarking and Improving the Temporal Reasoning Capability of Large Language Models,Yes.,1,"""we introduce a comprehensive probing dataset TempReason to evaluate the temporal reasoning capability of large language models.""",2023,July,,
acl2023,Large Language Models Are Reasoning Teachers,Yes.,3,"""prompt-based CoT methods are dependent on very large models such as GPT-3 175B which are prohibitive to deploy at scale.""",2023,July,,
acl2023,Visually-augmented pretrained language models for NLP tasks without images,Yes.,3,"""they are found lack of visual semantics or commonsense.""",2023,July,,
acl2023,FERMAT: An Alternative to Accuracy for Numerical Reasoning,Yes.,3,"""While pre-trained language models achieve impressive performance on various NLP benchmarks, they still struggle with tasks that require numerical reasoning."" and ""Recent advances in improving numerical reasoning are mostly achieved using very large language models that contain billions of parameters and are not accessible to everyone.""",2023,July,,
acl2023,On Improving Summarization Factual Consistency from Natural Language Feedback,Yes.,3,"""fine-tuned language models can leverage our dataset to improve the summary factual consistency, while large language models lack the zero-shot learning ability in our proposed tasks that require controllable text generation.""",2023,July,,
acl2023,From Dogwhistles to Bullhorns: Unveiling Coded Rhetoric with Language Models,Yes.,3,"""We then assess whether a large language model (GPT-3) can identify dogwhistles and their meanings, and find that GPT-3’s performance varies widely across types of dogwhistles and targeted groups.""",2023,July,,
acl2023,CodeIE: Large Code Generation Models are Better Few-Shot Information Extractors,Yes.,3,"""it is nontrivial to perform information extraction (IE) tasks with NL-LLMs since the output of the IE task is usually structured and therefore is hard to be converted into plain text.""",2023,July,,
acl2023,Prompting PaLM for Translation: Assessing Strategies and Performance,Yes.,3,"""find that its performance, while impressive, still lags that of state-of-the-art supervised systems.""",2023,July,,
acl2023,Revisiting Relation Extraction in the era of Large Language Models,Yes.,1,"""Here we push the limits of this approach, using larger language models (GPT-3 and Flan-T5 large) than considered in prior work and evaluating their performance on standard RE tasks under varying levels of supervision.""",2023,July,,
acl2023,Can Large Language Models Be an Alternative to Human Evaluations?,Yes.,3,"""We are the first to show the potential of using LLMs to assess the quality of texts and discuss the limitations and ethical considerations of LLM evaluation.""",2023,July,,
acl2023,An Empirical Analysis of Parameter-Efficient Methods for Debiasing Pre-Trained Language Models,,,,2023,July,,
acl2023,XSemPLR: Cross-Lingual Semantic Parsing in Multiple Natural Languages and Meaning Representations,,,,2023,July,,
acl2023,LENS: A Learnable Evaluation Metric for Text Simplification,Yes.,1,"""Training learnable metrics using modern language models has recently emerged as a promising method for the automatic evaluation of machine translation.""",2023,July,,
acl2023,Improving Generalization in Language Model-based Text-to-SQL Semantic Parsing: Two Simple Semantic Boundary-based Techniques,Yes.,3,"""Compositional and domain generalization present significant challenges in semantic parsing, even for state-of-the-art semantic parsers based on pre-trained language models (LMs).""",2023,July,,
acl2023,Credible without Credit: Domain Experts Assess Generative Language Models,Yes.,3,"""While we find the results are consistently cohesive and concise, we find that they are mixed in their accuracy. These results raise questions of the role language models should play in general-purpose and expert knowledge seeking.""",2023,July,,
acl2023,MetaVL: Transferring In-Context Learning Ability From Language Models to Vision-Language Models,Yes.,2,"""However, in the vision-language domain, most large-scale pre-trained vision-language (VL) models do not possess the ability to conduct in-context learning.""",2023,July,,
acl2023,In and Out-of-Domain Text Adversarial Robustness via Label Smoothing,Yes.,1,"""Recently it has been shown that state-of-the-art NLP models are vulnerable to adversarial attacks, where the predictions of a model can be drastically altered by slight modifications to the input (such as synonym substitutions).""",2023,July,,
acl2023,LM-CPPF: Paraphrasing-Guided Data Augmentation for Contrastive Prompt-Based Few-Shot Fine-Tuning,Yes.,1,"""In recent years, there has been significant progress in developing pre-trained language models for NLP. However, these models often struggle when fine-tuned on small datasets.""",2023,July,,
acl2023,Exploring Continual Learning for Code Generation Models,Yes.,3,"""re-training large-scale language models is computationally expensive"" and ""effective methods like Prompt Pooling (PP) suffer from catastrophic forgetting due to the unstable training of the prompt selection mechanism caused by stark distribution shifts in coding tasks.""",2023,July,,
acl2023,A Better Way to Do Masked Language Model Scoring,,,,2023,July,,
acl2023,ChatGPT for Zero-shot Dialogue State Tracking: A Solution or an Opportunity?,Yes.,3,"""Despite our findings, we argue that properties inherent to general purpose models limit their ability to replace specialized systems.""",2023,July,,
acl2023,Controllable Mixed-Initiative Dialogue Generation through Prompting,Yes.,2,"""these supervised generation models are limited by the cost and quality of data annotation.""",2023,July,,
acl2023,Trading Syntax Trees for Wordpieces: Target-oriented Opinion Words Extraction with Wordpieces and Aspect Enhancement,Yes.,3,"""These methods achieve limited gains with GCNs and have difficulty using BERT wordpieces.""",2023,July,,
acl2023,Do GPTs Produce Less Literal Translations?,Yes.,2,"""However, there has been relatively little investigation on how such translations differ qualitatively from the translations generated by standard Neural Machine Translation (NMT) models.""",2023,July,,
acl2023,Black-box language model explanation by context length probing,Yes.,2,"""We apply context length probing to large pre-trained language models and offer some initial analyses and insights, including the potential for studying long-range dependencies.""",2023,July,,
acl2023,Latent Positional Information is in the Self-Attention Variance of Transformer Language Models Without Positional Embeddings,Yes.,1,"""We further extend this inquiry by demonstrating that a randomly initialized and frozen transformer language model, devoid of positional embeddings, inherently encodes strong positional information through the shrinkage of self-attention variance.""",2023,July,,
acl2023,Towards Adaptive Prefix Tuning for Parameter-Efficient Language Model Fine-tuning,,,,2023,July,,
acl2023,Evaluating pragmatic abilities of image captioners on A3DS,Yes.,1,"""Evaluating grounded neural language model performance with respect to pragmatic qualities like the trade off between truthfulness, contrastivity and overinformativity of generated utterances remains a challenge in absence of data collected from humans.""",2023,July,,
acl2023,Discourse-Level Representations can Improve Prediction of Degree of Anxiety,Yes.,1,"""evaluating the utility of discourse-level information in addition to lexical-level large language model embeddings.""",2023,July,,
acl2023,MultiTool-CoT: GPT-3 Can Use Multiple External Tools with Chain of Thought Prompting,Yes.,1,"""Large language models (LLMs) have achieved impressive performance on various reasoning tasks.""",2023,July,,
acl2023,S3HQA: A Three-Stage Approach for Multi-hop Text-Table Hybrid Question Answering,Yes.,1,"""This includes two approaches",2023,July,,
acl2023,AutoConv: Automatically Generating Information-seeking Conversations with Large Language Models,Yes.,1,"""we propose AutoConv for synthetic conversation generation, which takes advantage of the few-shot learning ability and generation capacity of large language models (LLM).""",2023,July,,
acl2023,Revisiting Automated Prompting: Are We Actually Doing Better?,Yes.,3,"""We find that automated prompting does not consistently outperform simple manual prompting.""",2023,July,,
acl2023,Lingxi: A Diversity-aware Chinese Modern Poetry Generation System,Yes.,1,"""we propose a novel sampling algorithm that flattens the high likelihood part of the predicted distribution of the language model to emphasize the comparatively low-likelihood words and increase the diversity of generated poetry.""",2023,July,,
acl2023,LIDA: A Tool for Automatic Generation of Grammar-Agnostic Visualizations and Infographics using Large Language Models,Yes.,1,"""we pose visualization generation as a multi-stage generation problem and argue that well-orchestrated pipelines based on large language models (LLMs) and image generation models (IGMs) are suitable to addressing these tasks.""",2023,July,,
acl2023,Pipeline for modeling causal beliefs from natural language,Yes.,1,"""We present a causal language analysis pipeline that leverages a Large Language Model to identify causal claims made in natural language documents, and aggregates claims across a corpus to produce a causal claim network.""",2023,July,,
acl2023,OpenICL: An Open-Source Framework for In-context Learning,Yes.,1,"""In recent years, In-context Learning (ICL) has gained increasing attention and emerged as the new paradigm for large language model (LLM) evaluation.""",2023,July,,
acl2023,Petals: Collaborative Inference and Fine-tuning of Large Models,Yes.,3,"""offloading is too slow for interactive inference, while APIs are not flexible enough for research that requires access to weights, attention or logits.""",2023,July,,
acl2023,ChatGPT vs Human-authored Text: Insights into Controllable Text Summarization and Sentence Style Transfer,,,,2023,July,,
acl2023,Data Selection for Fine-tuning Large Language Models Using Transferred Shapley Values,Yes.,2,"""dataset size and model complexity constraints limit the ability to apply Shapley-based data valuation to fine-tuning large pre-trained language models.""",2023,July,,
acl2023,Moral Mimicry: Large Language Models Produce Moral Rationalizations Tailored to Political Identity,Yes.,2,"""Large Language Models (LLMs) have demonstrated impressive capabilities in generating fluent text, as well as tendencies to reproduce undesirable social biases.""",2023,July,,
acl2023,Authorship Attribution of Late 19th Century Novels using GAN-BERT,No.,1,The paper does not discuss LLMs or their limitations.,2023,July,,
acl2023,Semantic Accuracy in Natural Language Generation: A Thesis Proposal,Yes.,2,"""We propose a novel method for evaluating semantic accuracy and discuss the importance of working towards a unified and objective benchmark for NLG metrics. We also review interpretability approaches which could help us pinpoint the sources of inaccuracies within the models and explore potential mitigation strategies.""",2023,July,,
acl2023,CWSeg: An Efficient and General Approach to Chinese Word Segmentation,Yes.,3,"""The pre-trained language model (PLM) based segmentation methods have achieved state-of-the-art (SOTA) performance, whereas this paradigm also poses challenges in the deployment. It includes the balance between performance and cost, segmentation ambiguity due to domain diversity and vague words boundary, and multi-grained segmentation.""",2023,July,,
acl2023,GKD: A General Knowledge Distillation Framework for Large-scale Pre-trained Language Model,Yes.,3,"""the deployment of knowledge distillation systems faces great challenges in real-world industrial-strength applications, which require the use of complex distillation methods on even larger-scale PLMs (over 10B), limited by memory on GPUs and the switching of methods.""",2023,July,,
acl2023,The economic trade-offs of large language models: A case study,Yes.,2,"""However, their efficacy must be balanced with the cost of training and serving them.""",2023,July,,
acl2023,Boosting Transformers and Language Models for Clinical Prediction in Immunotherapy,Yes.,1,"""The study benchmarks the efficacy of baselines and language models on prognostic prediction across multiple cancer types and investigates the impact of different pretrained language models under few-shot regimes.""",2023,July,,
acl2023,SaFER: A Robust and Efficient Framework for Fine-tuning BERT-based Classifier with Noisy Labels,,,,2023,July,,
acl2023,"Sharing Encoder Representations across Languages, Domains and Tasks in Large-Scale Spoken Language Understanding",Yes.,2,"""Larger encoders can improve accuracy for spoken language understanding (SLU) but are challenging to use given the inference latency constraints of online systems (especially on CPU machines).""",2023,July,,
acl2023,Exploring Zero and Few-shot Techniques for Intent Classification,Yes.,1,"""zero-shot intent classification using descriptions large language models (LLMs)"" and ""parameter-efficient fine-tuning of instruction-finetuned language models.""",2023,July,,
acl2023,Complex Reasoning in Natural Language,,,,2023,July,,
acl2023,Generating Text from Language Models,No.,1,"""No evidence""",2023,July,,
acl2023,Natural Language to Code Generation in Interactive Data Science Notebooks,No.,1,"""No evidence""",2023,July,,
acl2023,A Method for Studying Semantic Construal in Grammatical Constructions with Interpretable Contextual Embedding Spaces,No.,1,"""No evidence""",2023,July,,
acl2023,Tailor: A Soft-Prompt-Based Approach to Attribute-Based Controlled Text Generation,No.,1,"""No evidence""",2023,July,,
acl2023,Revealing Single Frame Bias for Video-and-Language Learning,No.,1,"""No evidence""",2023,July,,
acl2023,World-to-Words: Grounded Open Vocabulary Acquisition through Fast Mapping in Vision-Language Models,No.,1,"""No evidence""",2023,July,,
acl2023,Do Androids Laugh at Electric Sheep? Humor “Understanding” Benchmarks from The New Yorker Caption Contest,No.,1,"""No evidence""",2023,July,,
acl2023,Multi-CLS BERT: An Efficient Alternative to Traditional Ensembling,No.,1,"""No evidence""",2023,July,,
acl2023,Vision Meets Definitions: Unsupervised Visual Word Sense Disambiguation Incorporating Gloss Information,No.,1,"""No evidence""",2023,July,,
acl2023,Precise Zero-Shot Dense Retrieval without Relevance Labels,No.,1,"""No evidence""",2023,July,,
acl2023,Instruction Induction: From Few Examples to Natural Language Task Descriptions,No.,1,"""No evidence""",2023,July,,
acl2023,Peek Across: Improving Multi-Document Modeling via Cross-Document Question-Answering,No.,1,"""No evidence""",2023,July,,
acl2023,ELQA: A Corpus of Metalinguistic Questions and Answers about English,No.,1,"""No evidence""",2023,July,,
acl2023,Schema-Guided User Satisfaction Modeling for Task-Oriented Dialogues,No.,1,"""No evidence""",2023,July,,
acl2023,Robust Multi-bit Natural Language Watermarking through Invariant Features,No.,1,"""No evidence""",2023,July,,
acl2023,SimLM: Pre-training with Representation Bottleneck for Dense Passage Retrieval,No.,1,"""No evidence""",2023,July,,
acl2023,Cold-Start Data Selection for Better Few-shot Language Model Fine-tuning: A Prompt-based Uncertainty Propagation Approach,No.,1,"""No evidence""",2023,July,,
acl2023,Generating EDU Extracts for Plan-Guided Summary Re-Ranking,No.,1,"""No evidence""",2023,July,,
acl2023,RMLM: A Flexible Defense Framework for Proactively Mitigating Word-level Adversarial Attacks,No.,1,"""No evidence""",2023,July,,
acl2023,DiffusEmp: A Diffusion Model-Based Framework with Multi-Grained Control for Empathetic Response Generation,No.,1,"""No evidence""",2023,July,,
acl2023,Did You Read the Instructions? Rethinking the Effectiveness of Task Definitions in Instruction Learning,No.,1,"""No evidence""",2023,July,,
acl2023,Interpretable Word Sense Representations via Definition Generation: The Case of Semantic Change Analysis,No.,1,"""No evidence""",2023,July,,
acl2023,Word sense extension,No.,1,"""No evidence""",2023,July,,
acl2023,From Characters to Words: Hierarchical Pre-trained Language Model for Open-vocabulary Language Understanding,No.,1,"""No evidence""",2023,July,,
acl2023,MatSci-NLP: Evaluating Scientific Language Models on Materials Science Language Tasks Using Text-to-Schema Modeling,No.,1,"""No evidence""",2023,July,,
acl2023,Tree-Based Representation and Generation of Natural and Mathematical Language,No.,1,"""No evidence""",2023,July,,
acl2023,MvP: Multi-view Prompting Improves Aspect Sentiment Tuple Prediction,No.,1,"""No evidence""",2023,July,,
acl2023,CAME: Confidence-guided Adaptive Memory Efficient Optimization,No.,1,"""No evidence""",2023,July,,
acl2023,DiffusionBERT: Improving Generative Masked Language Models with Diffusion Models,No.,1,"""No evidence""",2023,July,,
acl2023,Enhancing Dialogue Generation via Dynamic Graph Knowledge Aggregation,No.,1,"""No evidence""",2023,July,,
acl2023,Unified Demonstration Retriever for In-Context Learning,No.,1,"""No evidence""",2023,July,,
acl2023,Hidden Schema Networks,No.,1,"""No evidence""",2023,July,,
acl2023,Z-Code++: A Pre-trained Language Model Optimized for Abstractive Summarization,No.,1,"""No evidence""",2023,July,,
acl2023,Unsupervised Graph-Text Mutual Conversion with a Unified Pretrained Language Model,No.,1,"""No evidence""",2023,July,,
acl2023,Reasoning with Language Model Prompting: A Survey,No.,1,"""No evidence""",2023,July,,
acl2023,Cross-View Language Modeling: Towards Unified Cross-Lingual Cross-Modal Pre-training,No.,1,"""No evidence""",2023,July,,
acl2023,Toward Human-Like Evaluation for Natural Language Generation with Error Analysis,No.,1,"""No evidence""",2023,July,,
acl2023,What is the best recipe for character-level encoder-only modelling?,No.,1,"""No evidence""",2023,July,,
acl2023,Similarity-weighted Construction of Contextualized Commonsense Knowledge Graphs for Knowledge-intense Argumentation Tasks,No.,1,"""No evidence""",2023,July,,
acl2023,ContraCLM: Contrastive Learning For Causal Language Model,No.,1,"""No evidence""",2023,July,,
acl2023,Interpretable Math Word Problem Solution Generation via Step-by-step Planning,No.,1,"""No evidence""",2023,July,,
acl2023,PairSpanBERT: An Enhanced Language Model for Bridging Resolution,No.,1,"""No evidence""",2023,July,,
acl2023,Few-shot In-context Learning on Knowledge Base Question Answering,No.,1,"""No evidence""",2023,July,,
acl2023,Fact-Checking Complex Claims with Program-Guided Reasoning,No.,1,"""No evidence""",2023,July,,
acl2023,Patton: Language Model Pretraining on Text-Rich Networks,No.,1,"""No evidence""",2023,July,,
acl2023,Learning Better Masking for Better Language Model Pre-training,No.,1,"""No evidence""",2023,July,,
acl2023,Easy Guided Decoding in Providing Suggestions for Interactive Machine Translation,No.,1,"""No evidence""",2023,July,,
acl2023,Query Refinement Prompts for Closed-Book Long-Form QA,No.,1,"""No evidence""",2023,July,,
acl2023,HiFi: High-Information Attention Heads Hold for Parameter-Efficient Model Adaptation,No.,1,"""No evidence""",2023,July,,
acl2023,Dynamic Regularization in UDA for Transformers in Multimodal Classification,No.,1,"""No evidence""",2023,July,,
acl2023,"Synthesize, Prompt and Transfer: Zero-shot Conversational Question Generation with Pre-trained Language Model",No.,1,"""No evidence""",2023,July,,
acl2023,Backpack Language Models,No.,1,"""No evidence""",2023,July,,
acl2023,Span-level Aspect-based Sentiment Analysis via Table Filling,No.,1,"""No evidence""",2023,July,,
acl2023,Learning Dynamic Contextualised Word Embeddings via Template-based Temporal Adaptation,No.,1,"""No evidence""",2023,July,,
acl2023,A Measure-Theoretic Characterization of Tight Language Models,No.,1,"""No evidence""",2023,July,,
acl2023,PromptRank: Unsupervised Keyphrase Extraction Using Prompt,No.,1,"""No evidence""",2023,July,,
acl2023,Direct Fact Retrieval from Knowledge Graphs without Entity Linking,No.,1,"""No evidence""",2023,July,,
acl2023,The Benefits of Bad Advice: Autocontrastive Decoding across Model Layers,No.,1,"""No evidence""",2023,July,,
acl2023,FACTIFY-5WQA: 5W Aspect-based Fact Verification through Question Answering,No.,1,"""No evidence""",2023,July,,
acl2023,Rethinking Masked Language Modeling for Chinese Spelling Correction,No.,1,"""No evidence""",2023,July,,
acl2023,A Multi-Modal Context Reasoning Approach for Conditional Inference on Joint Textual and Visual Clues,No.,1,"""No evidence""",2023,July,,
acl2023,Is GPT-3 a Good Data Annotator?,No.,1,"""No evidence""",2023,July,,
acl2023,Few-shot Event Detection: An Empirical Study and a Unified View,No.,1,"""No evidence""",2023,July,,
acl2023,AlignScore: Evaluating Factual Consistency with A Unified Alignment Function,No.,1,"""No evidence""",2023,July,,
acl2023,Query-Efficient Black-Box Red Teaming via Bayesian Optimization,No.,1,"""No evidence""",2023,July,,
acl2023,BLOOM+1: Adding Language Support to BLOOM for Zero-Shot Prompting,No.,1,"""No evidence""",2023,July,,
acl2023,Learning to Initialize: Can Meta Learning Improve Cross-task Generalization in Prompt Tuning?,No.,1,"""No evidence""",2023,July,,
acl2023,Generalizing Backpropagation for Gradient-Based Interpretability,No.,1,"""No evidence""",2023,July,,
acl2023,Generic Temporal Reasoning with Differential Analysis and Explanation,No.,1,"""No evidence""",2023,July,,
acl2023,WhitenedCSE: Whitening-based Contrastive Learning of Sentence Embeddings,No.,1,"""No evidence""",2023,July,,
acl2023,DSRM: Boost Textual Adversarial Training with Distribution Shift Risk Minimization,No.,1,"""No evidence""",2023,July,,
acl2023,Resolving Indirect Referring Expressions for Entity Selection,No.,1,"""No evidence""",2023,July,,
acl2023,"Towards Leaving No Indic Language Behind: Building Monolingual Corpora, Benchmark and Models for Indic Languages",No.,1,"""No evidence""",2023,July,,
acl2023,Hybrid Transducer and Attention based Encoder-Decoder Modeling for Speech-to-Text Tasks,No.,1,"""No evidence""",2023,July,,
acl2023,Large-scale Lifelong Learning of In-context Instructions and How to Tackle It,No.,1,"""No evidence""",2023,July,,
acl2023,DT-Solver: Automated Theorem Proving with Dynamic-Tree Sampling Guided by Proof-level Value Function,No.,1,"""No evidence""",2023,July,,
acl2023,Effective Contrastive Weighting for Dense Query Expansion,No.,1,"""No evidence""",2023,July,,
acl2023,Reanalyzing L2 Preposition Learning with Bayesian Mixed Effects and a Pretrained Language Model,No.,1,"""No evidence""",2023,July,,
acl2023,MatCha: Enhancing Visual Language Pretraining with Math Reasoning and Chart Derendering,No.,1,"""No evidence""",2023,July,,
acl2023,UniSumm and SummZoo: Unified Model and Diverse Benchmark for Few-Shot Summarization,No.,1,"""No evidence""",2023,July,,
acl2023,Exploring and Verbalizing Academic Ideas by Concept Co-occurrence,No.,1,"""No evidence""",2023,July,,
acl2023,UniCoRN: Unified Cognitive Signal ReconstructioN bridging cognitive signals and human language,No.,1,"""No evidence""",2023,July,,
acl2023,Dissecting Transformer Length Extrapolation via the Lens of Receptive Field Analysis,No.,1,"""No evidence""",2023,July,,
acl2023,Entailment as Robust Self-Learner,No.,1,"""No evidence""",2023,July,,
acl2023,ReCode: Robustness Evaluation of Code Generation Models,No.,1,"""No evidence""",2023,July,,
acl2023,PAD-Net: An Efficient Framework for Dynamic Networks,No.,1,"""No evidence""",2023,July,,
acl2023,Unnatural Instructions: Tuning Language Models with (Almost) No Human Labor,No.,1,"""No evidence""",2023,July,,
acl2023,A Systematic Study of Knowledge Distillation for Natural Language Generation with Pseudo-Target Training,No.,1,"""No evidence""",2023,July,,
acl2023,Exploring Large Language Models for Classical Philology,No.,1,"""No evidence""",2023,July,,
acl2023,DisorBERT: A Double Domain Adaptation Model for Detecting Signs of Mental Disorders in Social Media,No.,1,"""No evidence""",2023,July,,
acl2023,LeXFiles and LegalLAMA: Facilitating English Multinational Legal Language Model Development,No.,1,"""No evidence""",2023,July,,
acl2023,Few-shot Reranking for Multi-hop QA via Language Model Prompting,No.,1,"""No evidence""",2023,July,,
acl2023,Crosslingual Generalization through Multitask Finetuning,No.,1,"""No evidence""",2023,July,,
acl2023,Tracing Linguistic Markers of Influence in a Large Online Organisation,No.,1,"""No evidence""",2023,July,,
acl2023,Dataset Distillation with Attention Labels for Fine-tuning BERT,No.,1,"""No evidence""",2023,July,,
acl2023,BOLT: Fast Energy-based Controlled Text Generation with Tunable Biases,No.,1,"""No evidence""",2023,July,,
acl2023,Parameter-efficient Weight Ensembling Facilitates Task-level Knowledge Transfer,No.,1,"""No evidence""",2023,July,,
acl2023,PLUE: Language Understanding Evaluation Benchmark for Privacy Policies in English,No.,1,"""No evidence""",2023,July,,
acl2023,Split-NER: Named Entity Recognition via Two Question-Answering-based Classifications,No.,1,"""No evidence""",2023,July,,
acl2023,Efficient Diagnosis Assignment Using Unstructured Clinical Notes,No.,1,"""No evidence""",2023,July,,
acl2023,Going Beyond Sentence Embeddings: A Token-Level Matching Algorithm for Calculating Semantic Textual Similarity,No.,1,"""No evidence""",2023,July,,
acl2023,Counterfactual reasoning: Testing language models’ understanding of hypothetical scenarios,No.,1,"""No evidence""",2023,July,,
