Source ,Title,Talks about LLMs,Rate,Evidence,Year ,Date ,Keyphrase,Combined_Text
arXIv2023,RatGPT: Turning online LLMs into Proxies for Malware Attacks,Yes.,4,"""These studies covered scenarios that still require the attacker to be in the middle of the loop. In this study, we leverage openly available plugins and use an LLM as proxy between the attacker and the victim."" and ""This proof-of-concept highlights significant cybersecurity issues with openly available plugins and L",2023,2023-08-17T20:54:39Z,"Keyphrase: ""Vulnerability to cybersecurity attacks""","""These studies covered scenarios that still require the attacker to be in the middle of the loop. In this study, we leverage openly available plugins and use an LLM as proxy between the attacker and the victim."" and ""This proof-of-concept highlights significant cybersecurity issues with openly available plugins and L Keyphrase: ""Vulnerability to cybersecurity attacks"""
arXIv2023,MaScQA: A Question Answering Dataset for Investigating Materials Science Knowledge of Large Language Models,Yes.,5,"""To evaluate the limitations, we performed an error analysis, which revealed conceptual errors (~64%) as the major contributor compared to computational errors (~36%) towards the reduced performance of LLMs.""",2023,2023-08-17T17:51:05Z,"Keyphrase: ""Conceptual errors outweigh computational errors""","""To evaluate the limitations, we performed an error analysis, which revealed conceptual errors (~64%) as the major contributor compared to computational errors (~36%) towards the reduced performance of LLMs."" Keyphrase: ""Conceptual errors outweigh computational errors"""
arXIv2023,Multimodal Analysis Of Google Bard And GPT-Vision: Experiments In Visual Reasoning,Yes.,5,"""However, our findings spotlight both vision-language model's limitations",2023,2023-08-17T03:14:00Z,"Keyphrase: ""Limited vision-language integration""","""However, our findings spotlight both vision-language model's limitations Keyphrase: ""Limited vision-language integration"""
arXIv2023,An Empirical Study of Catastrophic Forgetting in Large Language Models During Continual Fine-tuning,Yes.,5,"""The experiments reveal that catastrophic forgetting is generally observed in LLMs ranging from 1b to 7b parameters. Moreover, as the model scale increases, the severity of forgetting intensifies.""",2023,2023-08-17T02:53:23Z,"Keyphrase: ""Catastrophic forgetting""","""The experiments reveal that catastrophic forgetting is generally observed in LLMs ranging from 1b to 7b parameters. Moreover, as the model scale increases, the severity of forgetting intensifies."" Keyphrase: ""Catastrophic forgetting"""
arXIv2023,Self-Deception: Reverse Penetrating the Semantic Firewall of Large Language Models,Yes.,5,"""Unfortunately, these defenses are not foolproof, and some attackers have crafted 'jailbreak' prompts that temporarily hypnotize the LLM into forgetting content defense rules and answering any improper questions.""",2023,2023-08-16T09:04:36Z,Keyphrase: Vulnerability to crafted attacks,"""Unfortunately, these defenses are not foolproof, and some attackers have crafted 'jailbreak' prompts that temporarily hypnotize the LLM into forgetting content defense rules and answering any improper questions."" Keyphrase: Vulnerability to crafted attacks"
arXIv2023,Steering Language Generation: Harnessing Contrastive Expert Guidance and Negative Prompting for Coherent and Diverse Synthetic Data Generation,Yes.,4,"""contemporary models, despite their impressive capacities, consistently struggle to produce both coherent and diverse data.""",2023,2023-08-15T08:49:14Z,"Keyphrase: ""Struggles with coherence and diversity""","""contemporary models, despite their impressive capacities, consistently struggle to produce both coherent and diverse data."" Keyphrase: ""Struggles with coherence and diversity"""
arXIv2023,Detecting The Corruption Of Online Questionnaires By Artificial Intelligence,Yes.,4,"""Artificial Intelligence (AI) based Large Language Models (LLM) have made it easy for bad actors to automatically fill in online forms, including generating meaningful text for open-ended tasks. ... Automatic AI detection systems are currently completely unusable.""",2023,2023-08-14T23:47:56Z,"Keyphrase: ""Vulnerability to manipulation""","""Artificial Intelligence (AI) based Large Language Models (LLM) have made it easy for bad actors to automatically fill in online forms, including generating meaningful text for open-ended tasks. ... Automatic AI detection systems are currently completely unusable."" Keyphrase: ""Vulnerability to manipulation"""
arXIv2023,CausalLM is not optimal for in-context learning,Yes.,5,"""Recent empirical evidence indicates that transformer based in-context learning performs better when using a prefix language model (prefixLM), in which in-context samples can all attend to each other, compared to causal language models (causalLM), which use auto-regressive attention that prohibits in-context samples to attend to future samples.""",2023,2023-08-14T03:14:38Z,"Keyphrase: ""Limited in-context learning""","""Recent empirical evidence indicates that transformer based in-context learning performs better when using a prefix language model (prefixLM), in which in-context samples can all attend to each other, compared to causal language models (causalLM), which use auto-regressive attention that prohibits in-context samples to attend to future samples."" Keyphrase: ""Limited in-context learning"""
arXIv2023,Diagnostic Reasoning Prompts Reveal the Potential for Large Language Model Interpretability in Medicine,Yes.,4,"""One of the major barriers to using large language models (LLMs) in medicine is the perception they use uninterpretable methods to make clinical decisions that are inherently different from the cognitive processes of clinicians.""",2023,2023-08-13T19:04:07Z,"Keyphrase: ""Uninterpretable decision-making""","""One of the major barriers to using large language models (LLMs) in medicine is the perception they use uninterpretable methods to make clinical decisions that are inherently different from the cognitive processes of clinicians."" Keyphrase: ""Uninterpretable decision-making"""
arXIv2023,GPT-4 Is Too Smart To Be Safe: Stealthy Chat with LLMs via Cipher,Yes.,5,"""We discover that chat in cipher can bypass the safety alignment techniques of LLMs, which are mainly conducted in natural languages.""",2023,2023-08-12T04:05:57Z,"Keyphrase: ""Safety alignment bypass""","""We discover that chat in cipher can bypass the safety alignment techniques of LLMs, which are mainly conducted in natural languages."" Keyphrase: ""Safety alignment bypass"""
arXIv2023,Dynamic Planning with a LLM,Yes.,5,"""applications involving embodied agents remain problematic. In particular, complex plans that require multi-step reasoning become difficult and too costly as the context window grows.""",2023,2023-08-11T21:17:13Z,"Keyphrase: ""Difficulty with complex multi-step reasoning""","""applications involving embodied agents remain problematic. In particular, complex plans that require multi-step reasoning become difficult and too costly as the context window grows."" Keyphrase: ""Difficulty with complex multi-step reasoning"""
arXIv2023,Testing GPT-4 with Wolfram Alpha and Code Interpreter plug-ins on math and science problems,Yes.,4,"""there are still often 'interface' failures; that is, GPT often has trouble formulating problems in a way that elicits useful answers from the plug-ins. Fixing these interface failures seems like a central challenge in making GPT a reliable tool for college-level calculation problems.""",2023,2023-08-10T17:22:28Z,"Keyphrase: ""Interface failure and formulation challenges""","""there are still often 'interface' failures; that is, GPT often has trouble formulating problems in a way that elicits useful answers from the plug-ins. Fixing these interface failures seems like a central challenge in making GPT a reliable tool for college-level calculation problems."" Keyphrase: ""Interface failure and formulation challenges"""
arXIv2023,C5: Towards Better Conversation Comprehension and Contextual Continuity for ChatGPT,Yes.,5,"""However, human forgetting and model contextual forgetting remain prominent issues in multi-turn conversation scenarios, which challenge the users' conversation comprehension and contextual continuity for ChatGPT.""",2023,2023-08-10T13:29:12Z,"Keyphrase: ""Contextual forgetting""","""However, human forgetting and model contextual forgetting remain prominent issues in multi-turn conversation scenarios, which challenge the users' conversation comprehension and contextual continuity for ChatGPT."" Keyphrase: ""Contextual forgetting"""
arXIv2023,LLaMA-E: Empowering E-commerce Authoring with Multi-Aspect Instruction Following,Yes.,4,"""mainstream LLMs trained on general corpora with common sense knowledge reveal limitations in fitting complex and personalized features unique to e-commerce products and customers"" and ""LLMs like GPT-3.5 necessitate remote accessibility, raising concerns about safeguarding voluminous customer privacy data during transmission",2023,2023-08-09T12:26:37Z,"Keyphrase: ""Privacy concerns and data safeguarding""","""mainstream LLMs trained on general corpora with common sense knowledge reveal limitations in fitting complex and personalized features unique to e-commerce products and customers"" and ""LLMs like GPT-3.5 necessitate remote accessibility, raising concerns about safeguarding voluminous customer privacy data during transmission Keyphrase: ""Privacy concerns and data safeguarding"""
arXIv2023,CLEVA: Chinese Language Models EVAluation Platform,Yes.,4,"""The absence of a comprehensive Chinese benchmark that thoroughly assesses a model's performance, the unstandardized and incomparable prompting procedure, and the prevalent risk of contamination pose major challenges in the current evaluation of Chinese LLMs.""",2023,2023-08-09T09:11:31Z,"Keyphrase: ""Lack of standardized evaluation benchmarks""","""The absence of a comprehensive Chinese benchmark that thoroughly assesses a model's performance, the unstandardized and incomparable prompting procedure, and the prevalent risk of contamination pose major challenges in the current evaluation of Chinese LLMs."" Keyphrase: ""Lack of standardized evaluation benchmarks"""
arXIv2023,AgentSims: An Open-Source Sandbox for Large Language Model Evaluation,Yes.,5,"""Existing evaluation methods suffer from following shortcomings",2023,2023-08-08T03:59:28Z,"Keyphrase: ""Limitations in evaluation methods""","""Existing evaluation methods suffer from following shortcomings Keyphrase: ""Limitations in evaluation methods"""
arXIv2023,"""Do Anything Now"": Characterizing and Evaluating In-The-Wild Jailbreak Prompts on Large Language Models",Yes.,5,"""Our experiments show that current LLMs and safeguards cannot adequately defend jailbreak prompts in all scenarios.""",2023,2023-08-07T16:55:20Z,"Keyphrase: ""Inadequate safeguards against jailbreak prompts""","""Our experiments show that current LLMs and safeguards cannot adequately defend jailbreak prompts in all scenarios."" Keyphrase: ""Inadequate safeguards against jailbreak prompts"""
arXIv2023,AgentBench: Evaluating LLMs as Agents,Yes.,5,"""We identify the typical reasons of failures in environments and LLMs, showing that poor long-term reasoning, decision-making, and instruction following abilities are the main obstacles for developing usable LLM agents.""",2023,2023-08-07T16:08:11Z,"Keyphrase: ""Poor long-term reasoning""","""We identify the typical reasons of failures in environments and LLMs, showing that poor long-term reasoning, decision-making, and instruction following abilities are the main obstacles for developing usable LLM agents."" Keyphrase: ""Poor long-term reasoning"""
arXIv2023,Coupling Symbolic Reasoning with Language Modeling for Efficient Longitudinal Understanding of Unstructured Electronic Medical Records,Yes.,5,"""the inability of LLMs to derive reasoning paradigms that allow for comprehensive understanding of medical variables"" and ""the need for LLM steering through the application of symbolic reasoning as the exclusive use of LLMs results in the lowest performance.""",2023,2023-08-07T07:29:49Z,"Keyphrase: ""Lack of reasoning capabilities""","""the inability of LLMs to derive reasoning paradigms that allow for comprehensive understanding of medical variables"" and ""the need for LLM steering through the application of symbolic reasoning as the exclusive use of LLMs results in the lowest performance."" Keyphrase: ""Lack of reasoning capabilities"""
arXIv2023,Studying Large Language Model Generalization with Influence Functions,Yes.,4,"""While influence functions have produced insights for small models, they are difficult to scale to large language models (LLMs) due to the difficulty of computing an inverse-Hessian-vector product (IHVP)."" and ""Despite many apparently sophisticated forms of generalization, we identify a surprising limitation",2023,2023-08-07T04:47:42Z,"Keyphrase: ""Limited scalability due to complex computations""","""While influence functions have produced insights for small models, they are difficult to scale to large language models (LLMs) due to the difficulty of computing an inverse-Hessian-vector product (IHVP)."" and ""Despite many apparently sophisticated forms of generalization, we identify a surprising limitation Keyphrase: ""Limited scalability due to complex computations"""
arXIv2023,Why Linguistics Will Thrive in the 21st Century: A Reply to Piantadosi (2023),Yes.,5,"""humans achieve their capacity for language after exposure to several orders of magnitude less data,"" ""LLMs currently show little promise of solving this mystery,"" ""LLMs cannot constitute scientific theories of language for several reasons,"" ""scientific theories must provide interpretable explanations, not just predictions.""",2023,2023-08-06T23:41:14Z,"Keyphrase: ""Limited interpretability and predictive power""","""humans achieve their capacity for language after exposure to several orders of magnitude less data,"" ""LLMs currently show little promise of solving this mystery,"" ""LLMs cannot constitute scientific theories of language for several reasons,"" ""scientific theories must provide interpretable explanations, not just predictions."" Keyphrase: ""Limited interpretability and predictive power"""
arXIv2023,TARJAMAT: Evaluation of Bard and ChatGPT on Machine Translation of Ten Arabic Varieties,Yes.,4,"""Despite the purported multilingual proficiency of instruction-finetuned large language models (LLMs) such as ChatGPT and Bard, the linguistic inclusivity of these models remains insufficiently explored."" and ""Our analysis indicates that LLMs may encounter challenges with dialects for which minimal public datasets exist,"" and ""instruction-tuned LLMs, however, trail behind commercial systems such as Google",2023,2023-08-06T08:29:16Z,"Keyphrase: ""Linguistic inclusivity challenges""","""Despite the purported multilingual proficiency of instruction-finetuned large language models (LLMs) such as ChatGPT and Bard, the linguistic inclusivity of these models remains insufficiently explored."" and ""Our analysis indicates that LLMs may encounter challenges with dialects for which minimal public datasets exist,"" and ""instruction-tuned LLMs, however, trail behind commercial systems such as Google Keyphrase: ""Linguistic inclusivity challenges"""
arXIv2023,An Empirical Study of AI-based Smart Contract Creation,Yes.,4,"""Our study finds crucial evidence of security bugs getting introduced in the generated smart contracts as well as the overall quality and correctness of the code getting impacted.""",2023,2023-08-05T21:38:57Z,"Keyphrase: ""Security vulnerabilities and code quality""","""Our study finds crucial evidence of security bugs getting introduced in the generated smart contracts as well as the overall quality and correctness of the code getting impacted."" Keyphrase: ""Security vulnerabilities and code quality"""
arXIv2023,Scaling Clinical Trial Matching Using Large Language Models: A Case Study in Oncology,Yes.,4,"""Our study also reveals a few significant growth areas for applying LLMs to end-to-end clinical trial matching, such as context limitation and accuracy, especially in structuring patient information from longitudinal medical records.""",2023,2023-08-04T07:51:15Z,"Keyphrase: ""Accuracy limitations in clinical trial matching""","""Our study also reveals a few significant growth areas for applying LLMs to end-to-end clinical trial matching, such as context limitation and accuracy, especially in structuring patient information from longitudinal medical records."" Keyphrase: ""Accuracy limitations in clinical trial matching"""
arXIv2023,The Unequal Opportunities of Large Language Models: Revealing Demographic Bias through Job Recommendations,Yes.,4,"""We identify distinct biases in both models toward various demographic identities, such as both models consistently suggesting low-paying jobs for Mexican workers or preferring to recommend secretarial roles to women.""",2023,2023-08-03T21:12:54Z,"Keyphrase: ""Biased recommendations based on demographics""","""We identify distinct biases in both models toward various demographic identities, such as both models consistently suggesting low-paying jobs for Mexican workers or preferring to recommend secretarial roles to women."" Keyphrase: ""Biased recommendations based on demographics"""
arXIv2023,ClassEval: A Manually-Crafted Benchmark for Evaluating LLMs on Class-level Code Generation,Yes.,5,"""First, we find that all existing LLMs show much worse performance on class-level code generation compared to on standalone method-level code generation benchmarks like HumanEval; and the method-level coding ability cannot equivalently reflect the class-level coding ability among LLMs."" and ""Lastly, we find the limited model ability of generating method-dependent code and discuss the frequent error types in generated classes",2023,2023-08-03T16:31:02Z,"Keyphrase: ""Limited class-level code generation performance""","""First, we find that all existing LLMs show much worse performance on class-level code generation compared to on standalone method-level code generation benchmarks like HumanEval; and the method-level coding ability cannot equivalently reflect the class-level coding ability among LLMs."" and ""Lastly, we find the limited model ability of generating method-dependent code and discuss the frequent error types in generated classes Keyphrase: ""Limited class-level code generation performance"""
arXIv2023,XSTest: A Test Suite for Identifying Exaggerated Safety Behaviours in Large Language Models,Yes.,5,"""Without proper safeguards, large language models will readily follow malicious instructions and generate toxic content."" and ""we introduce a new test suite called XSTest to identify such eXaggerated Safety behaviours in a systematic way."" and ""highlight systematic failure modes in state-of",2023,2023-08-02T16:30:40Z,"Keyphrase: ""Vulnerability to malicious instructions""","""Without proper safeguards, large language models will readily follow malicious instructions and generate toxic content."" and ""we introduce a new test suite called XSTest to identify such eXaggerated Safety behaviours in a systematic way."" and ""highlight systematic failure modes in state-of Keyphrase: ""Vulnerability to malicious instructions"""
arXIv2023,SelfCheck: Using LLMs to Zero-Shot Check Their Own Step-by-Step Reasoning,Yes.,5,"""However, when faced with more complicated problems that require non-linear thinking, even the strongest LLMs make mistakes.""",2023,2023-08-01T10:31:36Z,"Keyphrase: ""Limited nonlinear thinking""","""However, when faced with more complicated problems that require non-linear thinking, even the strongest LLMs make mistakes."" Keyphrase: ""Limited nonlinear thinking"""
arXIv2023,Instructed to Bias: Instruction-Tuned Language Models Exhibit Emergent Cognitive Bias,Yes.,5,"""Our findings highlight the presence of these biases in various models from the GPT-3, Mistral, and T5 families. Notably, we find a stronger presence of biases in models that have undergone instruction tuning, such as Flan-T5, Mistral-Instruct, GPT3.5, and GPT4.""",2023,2023-08-01T01:39:25Z,"Keyphrase: ""Bias presence after instruction tuning""","""Our findings highlight the presence of these biases in various models from the GPT-3, Mistral, and T5 families. Notably, we find a stronger presence of biases in models that have undergone instruction tuning, such as Flan-T5, Mistral-Instruct, GPT3.5, and GPT4."" Keyphrase: ""Bias presence after instruction tuning"""
arXIv2023,SEED-Bench: Benchmarking Multimodal LLMs with Generative Comprehension,Yes.,4,"""By revealing the limitations of existing MLLMs through evaluation results, we aim for SEED-Bench to provide insights for motivating future research.""",2023,2023-07-30T04:25:16Z,"Keyphrase: ""Limited evaluation insights""","""By revealing the limitations of existing MLLMs through evaluation results, we aim for SEED-Bench to provide insights for motivating future research."" Keyphrase: ""Limited evaluation insights"""
arXIv2023,"Summaries, Highlights, and Action items: Design, implementation and evaluation of an LLM-powered meeting recap system",Yes.,4,"""Despite this potential, they face technological limitation due to long transcripts and inability to capture diverse recap needs based on user's context."" and ""However, we find that LLM-based recap still lacks an understanding of whats personally relevant to participants, can miss important details, and mis-attributions can be detrimental to group dynamics.""",2023,2023-07-28T20:25:11Z,"Keyphrase: ""Lack of personal relevance""","""Despite this potential, they face technological limitation due to long transcripts and inability to capture diverse recap needs based on user's context."" and ""However, we find that LLM-based recap still lacks an understanding of whats personally relevant to participants, can miss important details, and mis-attributions can be detrimental to group dynamics."" Keyphrase: ""Lack of personal relevance"""
arXIv2023,"A Critical Review of Large Language Models: Sensitivity, Bias, and the Path Toward Specialized AI",Yes.,4,"""It presents a critical review of Large Language Models (LLMs), addressing challenges related to bias and sensitivity.""",2023,2023-07-28T09:20:22Z,"Keyphrase: ""Bias sensitivity""","""It presents a critical review of Large Language Models (LLMs), addressing challenges related to bias and sensitivity."" Keyphrase: ""Bias sensitivity"""
arXIv2023,Med-HALT: Medical Domain Hallucination Test for Large Language Models,Yes.,5,"""Hallucination, wherein these models generate plausible yet unverified or incorrect information, can have serious consequences in healthcare applications.""",2023,2023-07-28T06:43:04Z,"Keyphrase: ""Generating unverified information""","""Hallucination, wherein these models generate plausible yet unverified or incorrect information, can have serious consequences in healthcare applications."" Keyphrase: ""Generating unverified information"""
arXIv2023,An Overview Of Temporal Commonsense Reasoning and Acquisition,Yes.,5,"""Recent research on the performance of large language models suggests that, although they are adept at generating syntactically correct sentences and solving classification tasks, they often take shortcuts in their reasoning and fall prey to simple linguistic traps."" and ""However, these augmented models still struggle to approach human performance on reasoning tasks over temporal common sense",2023,2023-07-28T01:30:15Z,"Keyphrase: ""Limited reasoning capability""","""Recent research on the performance of large language models suggests that, although they are adept at generating syntactically correct sentences and solving classification tasks, they often take shortcuts in their reasoning and fall prey to simple linguistic traps."" and ""However, these augmented models still struggle to approach human performance on reasoning tasks over temporal common sense Keyphrase: ""Limited reasoning capability"""
arXIv2023,Open Problems and Fundamental Limitations of Reinforcement Learning from Human Feedback,Yes.,4,"""RLHF has emerged as the central method used to finetune state-of-the-art large language models (LLMs)."" and ""survey open problems and fundamental limitations of RLHF and related methods.""",2023,2023-07-27T22:29:25Z,"Keyphrase: ""Fundamental limitations in fine-tuning""","""RLHF has emerged as the central method used to finetune state-of-the-art large language models (LLMs)."" and ""survey open problems and fundamental limitations of RLHF and related methods."" Keyphrase: ""Fundamental limitations in fine-tuning"""
arXIv2023,This is not correct! Negation-aware Evaluation of Language Generation Systems,Yes.,5,"""Large language models underestimate the impact of negations on how much they change the meaning of a sentence. Therefore, learned evaluation metrics based on these models are insensitive to negations.""",2023,2023-07-26T06:54:31Z,"Keyphrase: ""Insensitive to negation""","""Large language models underestimate the impact of negations on how much they change the meaning of a sentence. Therefore, learned evaluation metrics based on these models are insensitive to negations."" Keyphrase: ""Insensitive to negation"""
arXIv2023,Mental-LLM: Leveraging Large Language Models for Mental Health Prediction via Online Text Data,Yes.,4,"""However, there is still a significant gap in research when it comes to understanding and enhancing the capabilities of LLMs in the field of mental health."" and ""Meanwhile, we also emphasize the important limitations before achieving deployability in real-world mental health settings, such as known racial and gender bias.""",2023,2023-07-26T06:00:50Z,"Keyphrase: ""Racial and gender bias""","""However, there is still a significant gap in research when it comes to understanding and enhancing the capabilities of LLMs in the field of mental health."" and ""Meanwhile, we also emphasize the important limitations before achieving deployability in real-world mental health settings, such as known racial and gender bias."" Keyphrase: ""Racial and gender bias"""
arXIv2023,Is GPT a Computational Model of Emotion? Detailed Analysis,Yes.,5,"""GPT faces difficulties predicting emotion intensity and coping responses"" and ""fell short in the second, despite providing superior results after minor prompt engineering.""",2023,2023-07-25T19:34:44Z,"Keyphrase: ""Difficulty predicting emotion intensity""","""GPT faces difficulties predicting emotion intensity and coping responses"" and ""fell short in the second, despite providing superior results after minor prompt engineering."" Keyphrase: ""Difficulty predicting emotion intensity"""
arXIv2023,ARB: Advanced Reasoning Benchmark for Large Language Models,Yes.,5,"""Large Language Models (LLMs) have demonstrated remarkable performance on various quantitative reasoning and knowledge benchmarks. However, many of these benchmarks are losing utility as LLMs get increasingly high scores, despite not yet reaching expert performance in these domains.""",2023,2023-07-25T17:55:19Z,"Keyphrase: ""Limited expert performance""","""Large Language Models (LLMs) have demonstrated remarkable performance on various quantitative reasoning and knowledge benchmarks. However, many of these benchmarks are losing utility as LLMs get increasingly high scores, despite not yet reaching expert performance in these domains."" Keyphrase: ""Limited expert performance"""
arXIv2023,Aligning Large Language Models with Human: A Survey,Yes.,4,"""Despite their notable performance, these models are prone to certain limitations such as misunderstanding human instructions, generating potentially biased content, or factually incorrect (hallucinated) information.""",2023,2023-07-24T17:44:58Z,"Keyphrase: ""Biased and factually incorrect content""","""Despite their notable performance, these models are prone to certain limitations such as misunderstanding human instructions, generating potentially biased content, or factually incorrect (hallucinated) information."" Keyphrase: ""Biased and factually incorrect content"""
arXIv2023,Interpretable Stereotype Identification through Reasoning,Yes.,4,"""Given that language models are trained on vast datasets that may contain inherent biases, there is a potential danger of inadvertently perpetuating systemic discrimination.""",2023,2023-07-24T15:12:13Z,"Keyphrase: ""Inherent bias perpetuation""","""Given that language models are trained on vast datasets that may contain inherent biases, there is a potential danger of inadvertently perpetuating systemic discrimination."" Keyphrase: ""Inherent bias perpetuation"""
arXIv2023,"A Real-World WebAgent with Planning, Long Context Understanding, and Program Synthesis",Yes.,5,"""the performance on real-world websites has still suffered from (1) open domainness, (2) limited context length, and (3) lack of inductive bias on HTML.""",2023,2023-07-24T14:56:30Z,"Keyphrase: ""Limited context and inductive bias""","""the performance on real-world websites has still suffered from (1) open domainness, (2) limited context length, and (3) lack of inductive bias on HTML."" Keyphrase: ""Limited context and inductive bias"""
arXIv2023,Performance of Large Language Models in a Computer Science Degree Program,Yes.,4,"""We showcase the strong performance of current large language models while highlighting limitations and constraints within the context of such a degree program"" and ""Despite these convincing results, even GPT-4.0 would not pass the degree program - due to limitations in mathematical calculations.""",2023,2023-07-24T14:17:00Z,"Keyphrase: ""Limitation in mathematical calculation""","""We showcase the strong performance of current large language models while highlighting limitations and constraints within the context of such a degree program"" and ""Despite these convincing results, even GPT-4.0 would not pass the degree program - due to limitations in mathematical calculations."" Keyphrase: ""Limitation in mathematical calculation"""
arXIv2023,Tachikuma: Understading Complex Interactions with Multi-Character and Novel Objects by Large Language Models,Yes.,5,"""However, these interactions still face limitations in complexity and flexibility, particularly in scenarios involving multiple characters and novel objects.""",2023,2023-07-24T07:40:59Z,"Keyphrase: ""Limited interaction capabilities""","""However, these interactions still face limitations in complexity and flexibility, particularly in scenarios involving multiple characters and novel objects."" Keyphrase: ""Limited interaction capabilities"""
arXIv2023,The Effectiveness of Large Language Models (ChatGPT and CodeBERT) for Security-Oriented Code Analysis,Yes.,4,"""However, we observed that the strengths and limitations of adopting these LLMs to the code analysis have not been investigated."" and ""However, it is essential to acknowledge certain limitations, such as the heavy reliance on well-defined variable and function names, making them unable to learn from anonymized code.""",2023,2023-07-24T02:38:24Z,"Keyphrase: ""Limited ability to learn anonymized code""","""However, we observed that the strengths and limitations of adopting these LLMs to the code analysis have not been investigated."" and ""However, it is essential to acknowledge certain limitations, such as the heavy reliance on well-defined variable and function names, making them unable to learn from anonymized code."" Keyphrase: ""Limited ability to learn anonymized code"""
arXIv2023,In-Context Learning Learns Label Relationships but Is Not Conventional Learning,Yes.,4,"""we provide novel insights into how ICL leverages label information, revealing both capabilities and limitations,"" and ""ICL struggles to fully overcome prediction preferences acquired from pre-training data and, further, that ICL does not consider all in-context information equally.""",2023,2023-07-23T16:54:41Z,"Keyphrase: ""Struggle with incorporating in-context information""","""we provide novel insights into how ICL leverages label information, revealing both capabilities and limitations,"" and ""ICL struggles to fully overcome prediction preferences acquired from pre-training data and, further, that ICL does not consider all in-context information equally."" Keyphrase: ""Struggle with incorporating in-context information"""
arXIv2023,GPT-4 Can't Reason,Yes.,5,"""However, despite the genuinely impressive improvement, there are good reasons to be highly skeptical of GPT-4's ability to reason."" and ""Based on this analysis, the paper concludes that, despite its occasional flashes of analytical brilliance, GPT-4 at present is utterly incapable of reasoning.""",2023,2023-07-21T17:04:25Z,"Keyphrase: ""Incapable of reasoning""","""However, despite the genuinely impressive improvement, there are good reasons to be highly skeptical of GPT-4's ability to reason."" and ""Based on this analysis, the paper concludes that, despite its occasional flashes of analytical brilliance, GPT-4 at present is utterly incapable of reasoning."" Keyphrase: ""Incapable of reasoning"""
arXIv2023,LLM Censorship: A Machine Learning Challenge or a Computer Security Problem?,Yes.,5,"""we present the theoretical limitations of such semantic censorship approaches"" and ""highlighting the inherent challenges in censorship that arise due to LLMs' programmatic and instruction-following capabilities.""",2023,2023-07-20T09:25:02Z,"Keyphrase: ""Semantic censorship limitations""","""we present the theoretical limitations of such semantic censorship approaches"" and ""highlighting the inherent challenges in censorship that arise due to LLMs' programmatic and instruction-following capabilities."" Keyphrase: ""Semantic censorship limitations"""
arXIv2023,SciBench: Evaluating College-Level Scientific Problem-Solving Abilities of Large Language Models,Yes.,5,"""The results reveal that the current LLMs fall short of delivering satisfactory performance, with the best overall score of merely 43.22%."" and ""we categorize the errors made by LLMs into ten problem-solving abilities.""",2023,2023-07-20T07:01:57Z,"Keyphrase: ""Limited problem-solving ability""","""The results reveal that the current LLMs fall short of delivering satisfactory performance, with the best overall score of merely 43.22%."" and ""we categorize the errors made by LLMs into ten problem-solving abilities."" Keyphrase: ""Limited problem-solving ability"""
arXIv2023,What can we learn from Data Leakage and Unlearning for Law?,Yes.,5,"""Large Language Models (LLMs) have a privacy concern because they memorize training data (including personally identifiable information (PII) like emails and phone numbers) and leak it during inference."" and ""The property of new data points becoming vulnerable to extraction after unlearning and leakage of pre-training data through fine-t",2023,2023-07-19T22:14:58Z,"Keyphrase: ""Privacy concerns and data memorization""","""Large Language Models (LLMs) have a privacy concern because they memorize training data (including personally identifiable information (PII) like emails and phone numbers) and leak it during inference."" and ""The property of new data points becoming vulnerable to extraction after unlearning and leakage of pre-training data through fine-t Keyphrase: ""Privacy concerns and data memorization"""
arXIv2023,Generating Mathematical Derivations with Large Language Models,Yes.,5,"""Empirical results show that fine-tuned FLAN-T5-large (MathT5) outperforms GPT models on all static and out-of-distribution test sets in conventional scores. However, an in-depth analysis reveals that the fine-tuned models are more sensitive to perturbations involving unseen symbols and (to a lesser extent) changes to equation structure. In addition, we analyse",2023,2023-07-19T14:13:02Z,"Keyphrase: ""Sensitivity to perturbations""","""Empirical results show that fine-tuned FLAN-T5-large (MathT5) outperforms GPT models on all static and out-of-distribution test sets in conventional scores. However, an in-depth analysis reveals that the fine-tuned models are more sensitive to perturbations involving unseen symbols and (to a lesser extent) changes to equation structure. In addition, we analyse Keyphrase: ""Sensitivity to perturbations"""
arXIv2023,CValues: Measuring the Values of Chinese Large Language Models from Safety to Responsibility,Yes.,4,"""there is considerable room for improvement in terms of responsibility"" and ""evaluation of human values alignment is becoming increasingly important.""",2023,2023-07-19T01:22:40Z,"Keyphrase: ""Lack of human value alignment""","""there is considerable room for improvement in terms of responsibility"" and ""evaluation of human values alignment is becoming increasingly important."" Keyphrase: ""Lack of human value alignment"""
arXIv2023,Can Model Fusing Help Transformers in Long Document Classification? An Empirical Study,Yes.,5,"""While state-of-the-art transformer models provide excellent results in text classification, most of them have limitations in the maximum sequence length of the input sequence. The majority of the transformer models are limited to 512 tokens, and therefore, they struggle with long document classification problems.""",2023,2023-07-18T18:21:26Z,"Keyphrase: ""Limited maximum sequence length""","""While state-of-the-art transformer models provide excellent results in text classification, most of them have limitations in the maximum sequence length of the input sequence. The majority of the transformer models are limited to 512 tokens, and therefore, they struggle with long document classification problems."" Keyphrase: ""Limited maximum sequence length"""
